,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
70042,184523,Female,Loyal Customer,62,Personal Travel,Business,562,1,5,1,2,2,4,4,3,3,1,3,5,3,3,0,0.0,dissatisfied,Churn
22462,185497,Female,Loyal Customer,61,Personal Travel,Eco,341,2,4,2,4,4,5,4,4,4,2,4,5,4,5,0,17.0,dissatisfied,Not Churn
4077,101514,Female,Loyal Customer,58,Personal Travel,Eco,517,2,4,5,4,2,5,5,5,5,5,5,3,5,3,0,0.0,dissatisfied,Churn
91753,187168,Male,Loyal Customer,51,Business travel,Eco Plus,696,3,2,3,2,3,3,3,3,2,5,2,1,3,3,14,10.0,dissatisfied,Churn
77744,150950,Female,Loyal Customer,12,Personal Travel,Eco,985,3,4,3,5,2,3,2,2,5,4,5,3,5,2,29,25.0,dissatisfied,Not Churn
69056,176360,Male,disloyal Customer,43,Business travel,Business,554,2,1,1,2,4,2,5,4,5,4,5,4,5,4,0,0.0,dissatisfied,Not Churn
43753,155419,Male,disloyal Customer,26,Business travel,Eco,247,4,0,4,1,3,4,3,3,4,1,2,3,5,3,0,0.0,dissatisfied,Churn
69169,170424,Male,Loyal Customer,38,Personal Travel,Eco,1076,3,5,3,2,2,3,5,2,4,3,5,3,5,2,12,34.0,dissatisfied,Churn
20003,190278,Male,Loyal Customer,29,Personal Travel,Eco,680,1,2,1,3,5,1,5,5,4,2,3,1,4,5,1,0.0,dissatisfied,Churn
85871,93636,Female,Loyal Customer,15,Personal Travel,Eco,693,3,4,3,5,3,5,3,3,3,5,5,3,5,3,218,279.0,dissatisfied,Not Churn
81639,209326,Female,Loyal Customer,22,Business travel,Business,587,2,4,4,4,2,2,2,2,1,3,4,3,4,2,6,15.0,dissatisfied,Churn
41036,172969,Male,Loyal Customer,59,Business travel,Business,3380,2,1,1,1,5,3,3,2,2,1,2,1,2,1,0,10.0,dissatisfied,Not Churn
35772,188408,Female,Loyal Customer,21,Personal Travel,Eco,483,3,0,3,3,3,3,1,3,3,5,5,4,4,3,0,0.0,dissatisfied,Churn
81461,97625,Female,disloyal Customer,25,Business travel,Business,135,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,5.0,dissatisfied,Churn
98976,180660,Male,Loyal Customer,34,Personal Travel,Eco Plus,1127,2,5,2,1,5,2,5,5,3,5,4,3,4,5,0,0.0,dissatisfied,Churn
43763,130966,Male,disloyal Customer,39,Business travel,Eco,517,2,3,2,1,1,2,1,1,3,2,4,4,3,1,66,69.0,dissatisfied,Churn
35601,218906,Female,Loyal Customer,17,Personal Travel,Eco,370,1,3,1,3,5,1,1,5,4,2,5,2,4,5,0,22.0,dissatisfied,Churn
99051,137353,Female,disloyal Customer,25,Business travel,Eco,419,3,2,3,4,2,3,2,2,2,4,3,1,4,2,15,4.0,dissatisfied,Not Churn
62493,188177,Female,Loyal Customer,26,Business travel,Eco,587,1,4,4,4,1,1,1,1,3,5,3,1,3,1,29,32.0,dissatisfied,Churn
35869,123320,Male,Loyal Customer,46,Personal Travel,Eco,216,3,1,3,3,2,3,5,2,2,4,2,1,2,2,0,2.0,dissatisfied,Not Churn
81610,135347,Female,Loyal Customer,15,Personal Travel,Eco,416,1,4,1,4,4,1,4,4,2,3,3,2,4,4,56,125.0,dissatisfied,Churn
96035,116074,Male,Loyal Customer,41,Personal Travel,Eco,526,3,5,3,2,2,3,5,2,4,5,5,4,5,2,7,0.0,dissatisfied,Not Churn
13246,151927,Male,Loyal Customer,32,Business travel,Business,2419,1,4,4,4,1,1,1,1,1,1,3,1,3,1,36,13.0,dissatisfied,Churn
46661,194277,Male,Loyal Customer,25,Business travel,Eco,882,2,1,1,1,2,2,1,2,3,3,2,3,2,2,14,12.0,dissatisfied,Churn
84083,114644,Female,Loyal Customer,48,Business travel,Eco,170,4,1,1,1,5,4,3,4,4,4,4,2,4,3,0,17.0,dissatisfied,Not Churn
85902,196953,Male,Loyal Customer,60,Personal Travel,Eco,271,2,1,2,3,5,2,5,5,1,3,4,4,4,5,17,13.0,dissatisfied,Churn
87680,157126,Female,Loyal Customer,49,Business travel,Eco,802,3,4,4,4,3,4,3,3,3,3,3,4,3,4,0,0.0,dissatisfied,Churn
93290,212569,Female,disloyal Customer,26,Business travel,Business,544,2,0,2,5,5,2,4,5,3,4,5,4,5,5,0,0.0,dissatisfied,Churn
87891,205840,Male,disloyal Customer,37,Business travel,Eco,447,3,3,3,2,1,3,1,1,4,3,2,1,3,1,130,126.0,dissatisfied,Churn
38659,204797,Female,disloyal Customer,20,Business travel,Eco,967,3,3,3,3,1,3,1,1,2,2,3,4,4,1,23,11.0,dissatisfied,Not Churn
22055,109057,Male,Loyal Customer,33,Personal Travel,Eco,190,2,5,2,4,5,2,5,5,3,4,5,3,4,5,0,0.0,dissatisfied,Not Churn
82880,189449,Male,Loyal Customer,27,Personal Travel,Business,1009,3,4,3,2,2,3,2,2,3,1,2,2,3,2,0,0.0,dissatisfied,Churn
80836,158660,Female,disloyal Customer,25,Business travel,Eco,631,4,2,4,4,2,4,2,2,3,2,3,3,3,2,0,0.0,dissatisfied,Churn
5725,107915,Female,disloyal Customer,25,Business travel,Eco,352,1,3,1,3,3,1,3,3,5,3,3,2,2,3,0,0.0,dissatisfied,Churn
72819,196090,Female,Loyal Customer,10,Business travel,Business,1586,2,5,5,5,2,2,2,2,3,2,3,2,3,2,0,24.0,dissatisfied,Churn
83071,169749,Male,disloyal Customer,45,Business travel,Business,1020,2,2,2,1,4,2,4,4,4,5,4,3,4,4,0,0.0,dissatisfied,Churn
83373,166335,Male,Loyal Customer,46,Personal Travel,Eco,603,4,3,4,3,1,4,1,1,1,1,3,2,2,1,0,19.0,dissatisfied,Churn
25486,127604,Female,Loyal Customer,22,Personal Travel,Eco,1189,3,5,3,1,1,3,1,1,5,4,5,3,4,1,0,1.0,dissatisfied,Churn
17768,120811,Female,Loyal Customer,65,Business travel,Business,241,4,2,2,2,5,3,4,4,4,4,4,3,4,4,0,0.0,dissatisfied,Churn
1102,118632,Male,Loyal Customer,22,Personal Travel,Eco,933,3,5,3,4,3,3,3,3,3,4,5,5,5,3,0,0.0,dissatisfied,Not Churn
90163,206557,Male,Loyal Customer,20,Personal Travel,Eco,308,1,1,1,4,4,1,2,4,1,3,3,3,3,4,0,0.0,dissatisfied,Not Churn
59816,174979,Female,Loyal Customer,16,Personal Travel,Eco,2486,2,1,1,3,4,1,5,4,1,1,1,2,3,4,2,4.0,dissatisfied,Churn
27154,141360,Male,Loyal Customer,34,Personal Travel,Eco,156,2,5,2,3,2,2,2,2,3,2,3,3,1,2,39,33.0,dissatisfied,Churn
58141,149828,Male,Loyal Customer,18,Personal Travel,Eco,2338,4,2,4,3,2,4,2,2,4,3,4,3,4,2,38,1.0,dissatisfied,Churn
26674,178215,Female,Loyal Customer,48,Business travel,Eco,214,2,5,5,5,1,3,3,2,2,2,2,3,2,2,33,26.0,dissatisfied,Churn
33611,126870,Female,Loyal Customer,69,Personal Travel,Eco,369,3,4,3,3,1,3,3,4,4,3,4,1,4,2,0,0.0,dissatisfied,Churn
25393,214450,Male,Loyal Customer,28,Personal Travel,Eco,184,4,5,4,3,2,4,2,2,5,4,4,5,4,2,0,0.0,dissatisfied,Churn
42907,210031,Male,Loyal Customer,66,Business travel,Business,3218,2,1,1,1,3,3,4,2,2,2,2,3,2,4,0,0.0,dissatisfied,Churn
97185,202920,Male,Loyal Customer,55,Personal Travel,Eco,909,4,5,4,4,2,4,2,2,4,4,1,3,4,2,0,0.0,dissatisfied,Churn
74869,150574,Male,disloyal Customer,17,Business travel,Eco,1012,1,2,2,4,1,2,1,1,2,5,4,3,3,1,0,3.0,dissatisfied,Churn
78775,141498,Male,Loyal Customer,13,Personal Travel,Eco,156,1,3,0,3,4,0,4,4,4,4,3,2,4,4,2,16.0,dissatisfied,Churn
42200,102440,Male,Loyal Customer,37,Personal Travel,Business,376,2,5,2,4,2,4,5,5,5,2,5,5,5,3,0,12.0,dissatisfied,Churn
83183,157676,Male,Loyal Customer,12,Personal Travel,Eco,964,4,5,4,5,2,4,2,2,3,4,5,3,5,2,18,0.0,dissatisfied,Churn
98623,101199,Female,Loyal Customer,44,Business travel,Business,1755,2,1,1,1,4,2,2,2,2,2,2,2,2,1,94,85.0,dissatisfied,Churn
27506,110064,Male,Loyal Customer,10,Personal Travel,Eco,642,3,3,3,2,4,3,4,4,4,5,2,2,3,4,0,0.0,dissatisfied,Churn
28719,193850,Female,Loyal Customer,58,Personal Travel,Eco,237,3,4,3,3,2,5,4,5,5,3,5,4,5,3,0,0.0,dissatisfied,Churn
25291,178605,Female,Loyal Customer,60,Business travel,Eco,270,2,1,1,1,2,3,4,2,2,2,2,4,2,3,38,34.0,dissatisfied,Churn
102662,108371,Male,Loyal Customer,7,Personal Travel,Eco,95,3,4,3,3,5,3,3,5,3,1,2,3,5,5,0,4.0,dissatisfied,Churn
7170,102437,Female,Loyal Customer,43,Business travel,Business,3121,3,5,5,5,2,2,3,3,3,3,3,3,3,4,9,8.0,dissatisfied,Churn
9992,167236,Female,Loyal Customer,27,Personal Travel,Eco,689,2,5,2,2,2,2,2,2,4,5,4,3,4,2,111,110.0,dissatisfied,Churn
76232,204043,Female,Loyal Customer,31,Personal Travel,Eco,386,2,4,2,3,5,2,5,5,5,4,5,4,5,5,2,2.0,dissatisfied,Churn
45865,93990,Female,disloyal Customer,24,Business travel,Eco,227,4,4,4,1,1,4,1,1,5,5,5,3,4,1,0,0.0,dissatisfied,Not Churn
47687,208604,Female,Loyal Customer,48,Business travel,Eco,1444,1,2,2,2,4,4,3,1,1,1,1,2,1,3,0,0.0,dissatisfied,Not Churn
30266,189547,Female,Loyal Customer,13,Personal Travel,Eco,453,4,5,4,2,3,4,3,3,3,5,5,5,4,3,3,0.0,dissatisfied,Not Churn
92669,132168,Male,Loyal Customer,15,Personal Travel,Eco,695,3,4,3,3,3,3,3,3,5,3,5,5,5,3,0,9.0,dissatisfied,Not Churn
29733,185393,Male,Loyal Customer,33,Business travel,Eco,319,2,2,2,2,2,2,2,2,1,3,4,3,3,2,0,0.0,dissatisfied,Churn
22190,194686,Female,Loyal Customer,58,Personal Travel,Business,456,2,4,4,1,5,5,4,5,5,4,5,4,5,5,29,21.0,dissatisfied,Churn
96795,104393,Male,Loyal Customer,29,Personal Travel,Eco,317,3,1,1,4,2,1,2,2,4,3,4,3,4,2,0,0.0,dissatisfied,Not Churn
8942,91455,Male,disloyal Customer,22,Business travel,Eco,113,4,3,4,3,2,4,2,2,3,2,3,4,2,2,0,0.0,dissatisfied,Not Churn
38852,197411,Female,Loyal Customer,39,Personal Travel,Eco,937,1,1,1,3,2,1,2,2,1,2,3,1,3,2,45,55.0,dissatisfied,Churn
11978,218520,Male,Loyal Customer,56,Personal Travel,Eco,2860,3,3,4,3,4,2,2,2,1,3,2,2,4,2,0,0.0,dissatisfied,Churn
70532,180607,Male,Loyal Customer,61,Personal Travel,Eco,957,3,5,3,3,3,3,3,3,4,5,5,3,4,3,0,0.0,dissatisfied,Churn
1932,113111,Female,Loyal Customer,60,Business travel,Business,3851,2,3,3,3,3,3,4,2,2,2,2,1,2,4,23,22.0,dissatisfied,Not Churn
60086,91229,Male,Loyal Customer,47,Business travel,Business,134,2,3,3,3,4,4,4,2,2,2,2,2,2,2,0,0.0,dissatisfied,Churn
71312,158960,Female,Loyal Customer,49,Business travel,Eco,1013,3,3,3,3,3,4,3,3,3,3,3,1,3,2,0,0.0,dissatisfied,Churn
101460,94086,Female,disloyal Customer,37,Business travel,Eco,431,3,1,3,3,5,3,5,5,2,4,3,1,4,5,6,0.0,dissatisfied,Churn
42947,100551,Female,Loyal Customer,48,Business travel,Business,3288,3,1,1,1,3,3,4,3,3,3,3,1,3,1,0,0.0,dissatisfied,Churn
101029,197505,Female,Loyal Customer,62,Personal Travel,Eco,480,2,1,2,2,1,2,3,2,2,2,4,2,2,2,0,0.0,dissatisfied,Not Churn
97973,186670,Male,Loyal Customer,13,Personal Travel,Eco,328,2,2,2,4,2,2,2,2,1,3,4,1,4,2,20,18.0,dissatisfied,Churn
72801,153238,Female,Loyal Customer,47,Personal Travel,Eco,2399,1,4,1,1,4,4,4,3,3,1,3,5,3,3,0,0.0,dissatisfied,Churn
15119,115132,Female,Loyal Customer,22,Business travel,Business,397,4,5,1,1,4,4,4,4,3,4,3,1,4,4,21,9.0,dissatisfied,Churn
18114,121970,Female,Loyal Customer,22,Personal Travel,Eco,967,1,5,1,3,4,1,2,4,3,5,4,5,5,4,0,5.0,dissatisfied,Churn
56424,91093,Female,disloyal Customer,26,Business travel,Business,164,3,0,3,4,4,3,2,4,5,2,4,4,5,4,0,0.0,dissatisfied,Not Churn
56175,113018,Male,disloyal Customer,20,Business travel,Eco,300,2,0,2,4,4,2,1,4,5,1,3,4,5,4,0,0.0,dissatisfied,Churn
90782,215817,Female,disloyal Customer,22,Business travel,Eco,761,3,3,3,4,3,3,3,3,2,5,3,2,3,3,12,57.0,dissatisfied,Churn
30642,216001,Female,Loyal Customer,64,Personal Travel,Eco,226,4,1,4,4,2,3,3,5,5,4,2,4,5,2,0,0.0,dissatisfied,Churn
85988,191458,Male,Loyal Customer,37,Business travel,Eco Plus,806,3,3,3,3,3,3,3,3,1,4,4,1,3,3,11,0.0,dissatisfied,Churn
86624,106990,Female,disloyal Customer,27,Business travel,Eco,1092,3,3,3,4,3,3,3,3,2,1,4,1,4,3,0,0.0,dissatisfied,Not Churn
101917,101139,Male,Loyal Customer,46,Business travel,Business,3532,2,3,3,3,3,3,4,2,2,3,2,3,2,3,3,0.0,dissatisfied,Not Churn
53840,110182,Male,disloyal Customer,26,Business travel,Eco,462,2,5,2,1,3,2,1,3,5,3,4,4,3,3,0,0.0,dissatisfied,Not Churn
29604,93695,Female,disloyal Customer,22,Business travel,Business,479,1,2,2,3,2,2,2,2,4,5,3,2,3,2,122,106.0,dissatisfied,Churn
41081,93142,Male,Loyal Customer,42,Personal Travel,Eco,562,3,5,3,3,3,3,3,3,3,1,3,2,3,3,0,0.0,dissatisfied,Churn
12385,184815,Female,disloyal Customer,38,Business travel,Business,248,2,2,2,3,4,2,4,4,3,4,4,3,5,4,3,0.0,dissatisfied,Churn
23500,94898,Male,Loyal Customer,49,Personal Travel,Eco,1005,2,4,2,4,3,2,3,3,1,4,3,2,3,3,119,114.0,dissatisfied,Churn
15984,197046,Female,Loyal Customer,49,Business travel,Eco,1216,3,5,5,5,3,3,3,1,3,4,3,3,4,3,134,137.0,dissatisfied,Churn
94405,164967,Female,Loyal Customer,29,Business travel,Eco,1205,3,2,2,2,3,3,3,3,2,2,3,1,2,3,0,36.0,dissatisfied,Churn
71463,113903,Male,Loyal Customer,33,Personal Travel,Eco,576,3,4,3,2,2,3,2,2,3,4,4,5,5,2,5,0.0,dissatisfied,Churn
20825,203529,Male,Loyal Customer,21,Personal Travel,Eco,479,3,2,3,4,1,3,1,1,1,2,4,3,4,1,0,0.0,dissatisfied,Churn
22467,127638,Male,Loyal Customer,29,Personal Travel,Eco Plus,680,3,4,3,1,1,3,1,1,3,4,4,3,5,1,21,24.0,dissatisfied,Churn
16757,141106,Male,Loyal Customer,67,Personal Travel,Eco,77,3,5,0,2,4,0,4,4,5,2,4,4,5,4,106,102.0,dissatisfied,Churn
103882,125919,Male,Loyal Customer,8,Personal Travel,Eco,1028,2,5,2,4,4,2,4,4,3,3,4,4,5,4,11,0.0,dissatisfied,Churn
79831,117949,Male,Loyal Customer,35,Personal Travel,Eco,954,3,4,3,3,1,3,1,1,1,3,4,3,4,1,0,0.0,dissatisfied,Not Churn
74288,119353,Male,Loyal Customer,60,Business travel,Eco,672,1,0,0,3,5,1,5,5,4,5,4,3,4,5,11,19.0,dissatisfied,Churn
35332,95023,Female,Loyal Customer,26,Personal Travel,Eco,416,3,5,1,3,1,1,5,1,3,1,3,2,5,1,0,6.0,dissatisfied,Churn
54570,175913,Male,Loyal Customer,60,Personal Travel,Eco,214,2,0,2,4,2,2,3,2,5,4,5,3,5,2,0,0.0,dissatisfied,Churn
13432,188440,Male,disloyal Customer,29,Business travel,Business,1014,3,3,3,4,3,3,2,3,3,5,4,3,5,3,5,0.0,dissatisfied,Churn
85569,179461,Female,Loyal Customer,32,Business travel,Eco,1947,3,4,4,4,3,3,3,3,3,5,4,4,3,3,10,0.0,dissatisfied,Churn
33455,108629,Female,disloyal Customer,40,Business travel,Business,179,2,2,2,4,1,2,1,1,1,3,3,1,2,1,11,2.0,dissatisfied,Churn
22346,126948,Male,disloyal Customer,36,Business travel,Eco,1220,2,3,3,3,1,3,1,1,1,1,5,3,3,1,24,10.0,dissatisfied,Churn
31656,176458,Male,Loyal Customer,11,Personal Travel,Eco,528,4,4,4,5,3,4,3,3,4,5,5,5,5,3,0,0.0,dissatisfied,Churn
92159,157178,Female,Loyal Customer,17,Personal Travel,Eco,802,2,5,2,5,3,2,3,3,1,2,5,4,2,3,60,57.0,dissatisfied,Churn
102412,91923,Male,Loyal Customer,39,Business travel,Eco,337,1,4,4,4,1,1,1,1,2,1,3,1,4,1,9,1.0,dissatisfied,Churn
64119,110618,Female,Loyal Customer,61,Personal Travel,Eco,677,2,4,2,4,4,3,4,5,5,2,5,4,5,2,28,23.0,dissatisfied,Not Churn
88328,180663,Male,Loyal Customer,56,Personal Travel,Eco Plus,1086,2,2,2,4,3,2,3,3,1,4,3,1,3,3,0,0.0,dissatisfied,Not Churn
1153,109758,Female,Loyal Customer,42,Personal Travel,Eco,694,2,5,2,2,4,4,4,1,1,2,1,4,1,5,27,0.0,dissatisfied,Churn
11741,155514,Female,Loyal Customer,12,Personal Travel,Eco,190,3,3,0,3,5,0,5,5,4,3,3,2,4,5,0,0.0,dissatisfied,Churn
57144,214012,Male,Loyal Customer,16,Personal Travel,Eco,1773,2,2,1,2,1,1,4,1,2,5,2,4,3,1,0,0.0,dissatisfied,Churn
15416,195886,Male,disloyal Customer,16,Business travel,Eco,998,3,3,3,3,5,3,2,5,1,3,3,1,3,5,15,19.0,dissatisfied,Churn
98832,151752,Male,Loyal Customer,59,Personal Travel,Eco Plus,846,3,1,3,3,2,3,2,2,1,1,4,3,4,2,66,82.0,dissatisfied,Churn
97027,101417,Male,Loyal Customer,45,Business travel,Eco,163,1,5,5,5,1,1,1,1,2,4,4,1,3,1,24,19.0,dissatisfied,Churn
14668,184823,Female,disloyal Customer,32,Business travel,Business,239,3,3,3,5,4,3,4,4,4,4,4,3,4,4,0,0.0,dissatisfied,Churn
58934,178830,Female,Loyal Customer,36,Business travel,Business,3129,4,3,3,3,4,4,3,4,4,4,4,3,4,3,26,29.0,dissatisfied,Churn
101349,113117,Male,Loyal Customer,52,Business travel,Eco,579,2,5,5,5,2,1,1,4,5,3,3,1,1,1,155,167.0,dissatisfied,Churn
95108,216253,Female,disloyal Customer,18,Business travel,Eco,951,3,3,3,4,5,3,5,5,3,2,4,4,3,5,4,13.0,dissatisfied,Not Churn
80487,106373,Female,Loyal Customer,13,Personal Travel,Eco,566,3,5,3,1,2,3,2,2,4,4,5,4,5,2,4,8.0,dissatisfied,Churn
37395,157983,Female,disloyal Customer,20,Business travel,Eco,1235,2,1,1,3,4,1,4,4,4,2,4,4,5,4,9,2.0,dissatisfied,Churn
51158,144336,Female,Loyal Customer,12,Personal Travel,Eco,191,2,3,2,3,2,2,2,2,4,2,1,3,1,2,1,8.0,dissatisfied,Churn
13058,218479,Female,Loyal Customer,7,Personal Travel,Eco,735,1,4,1,2,2,1,2,2,5,5,4,5,4,2,28,22.0,dissatisfied,Churn
6421,124705,Female,Loyal Customer,35,Business travel,Eco,496,4,1,1,1,4,4,4,4,4,4,3,2,3,4,39,34.0,dissatisfied,Not Churn
75158,214174,Female,Loyal Customer,8,Personal Travel,Eco,96,1,5,1,4,5,1,2,5,4,3,4,3,4,5,0,0.0,dissatisfied,Not Churn
92111,176062,Female,Loyal Customer,70,Personal Travel,Eco,153,3,4,3,3,4,4,4,3,3,3,3,4,3,2,0,6.0,dissatisfied,Churn
62737,148542,Female,Loyal Customer,25,Personal Travel,Eco,612,2,5,2,5,5,2,5,5,4,2,5,5,5,5,4,0.0,dissatisfied,Churn
2262,204771,Male,Loyal Customer,18,Personal Travel,Eco,862,3,5,3,4,5,3,5,5,3,4,5,5,4,5,0,0.0,dissatisfied,Churn
49765,150477,Female,disloyal Customer,14,Business travel,Eco Plus,1023,3,1,3,4,2,3,2,2,4,2,3,2,4,2,0,0.0,dissatisfied,Churn
30850,146222,Female,Loyal Customer,18,Personal Travel,Eco,2400,3,5,3,2,3,2,2,3,4,4,5,2,4,2,0,0.0,dissatisfied,Churn
92778,158965,Male,disloyal Customer,25,Business travel,Eco,1013,2,2,2,3,2,2,2,2,1,3,2,1,3,2,0,,dissatisfied,Churn
45265,218546,Male,disloyal Customer,27,Business travel,Eco,1488,4,4,4,3,2,4,1,2,3,5,2,3,4,2,0,0.0,dissatisfied,Churn
5123,207481,Female,Loyal Customer,72,Business travel,Business,2991,2,3,5,3,1,2,3,2,2,2,2,4,2,3,0,0.0,dissatisfied,Churn
65128,213196,Male,Loyal Customer,44,Business travel,Business,427,3,4,4,4,3,4,3,3,3,3,3,2,3,1,87,76.0,dissatisfied,Churn
3856,217930,Female,Loyal Customer,23,Personal Travel,Eco,2075,3,5,3,5,1,3,1,1,3,3,5,2,4,1,5,0.0,dissatisfied,Churn
