,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
7477,163287,Female,Loyal Customer,57,Personal Travel,Eco,228,1,1,1,3,3,3,4,1,1,1,1,2,1,4,2,12.0,dissatisfied,Not Churn
66594,102905,Female,Loyal Customer,7,Personal Travel,Eco,532,4,5,4,4,3,4,3,3,4,3,5,3,5,3,1,4.0,dissatisfied,Churn
19930,75693,Male,Loyal Customer,63,Personal Travel,Eco,228,2,4,2,1,5,2,5,5,5,3,4,5,4,5,0,30.0,dissatisfied,Not Churn
79822,94485,Male,disloyal Customer,36,Business travel,Business,984,3,3,3,3,3,3,3,3,3,2,4,3,4,3,0,9.0,dissatisfied,Churn
12194,182520,Female,Loyal Customer,61,Personal Travel,Eco,304,2,2,5,3,1,3,4,5,5,5,5,4,5,1,0,0.0,dissatisfied,Churn
50021,99205,Female,disloyal Customer,24,Business travel,Eco,348,2,0,2,3,3,2,3,3,4,3,4,5,5,3,0,0.0,dissatisfied,Churn
16652,98868,Male,disloyal Customer,36,Business travel,Eco,524,3,0,4,3,3,4,3,3,1,1,3,3,3,3,49,95.0,dissatisfied,Churn
67304,106799,Male,Loyal Customer,19,Personal Travel,Eco Plus,89,2,3,2,1,4,2,1,4,1,2,5,5,3,4,0,0.0,dissatisfied,Churn
72315,168518,Female,Loyal Customer,35,Personal Travel,Eco,569,3,1,3,4,1,3,1,1,2,4,3,3,4,1,0,0.0,dissatisfied,Churn
75904,137504,Female,Loyal Customer,33,Business travel,Business,1592,2,5,3,5,1,3,3,2,2,2,2,4,2,3,0,13.0,dissatisfied,Not Churn
28369,156158,Female,Loyal Customer,14,Personal Travel,Eco,328,4,3,4,2,3,4,2,3,4,3,5,4,2,3,20,23.0,dissatisfied,Churn
78913,152080,Female,Loyal Customer,26,Personal Travel,Eco,937,2,3,2,3,2,2,2,2,1,1,4,1,4,2,13,0.0,dissatisfied,Churn
32036,148916,Female,disloyal Customer,25,Business travel,Eco Plus,1107,2,3,2,3,5,2,5,5,2,2,3,4,3,5,32,32.0,dissatisfied,Churn
70794,166994,Female,Loyal Customer,45,Personal Travel,Eco,359,4,4,4,3,4,5,2,5,5,4,5,2,5,4,52,46.0,dissatisfied,Churn
103611,57227,Female,Loyal Customer,29,Business travel,Business,408,2,1,1,1,2,3,2,2,1,4,3,2,4,2,0,0.0,dissatisfied,Churn
98081,69569,Female,Loyal Customer,49,Personal Travel,Business,692,1,5,1,4,4,4,4,2,2,1,2,4,2,5,76,72.0,dissatisfied,Churn
97641,106532,Female,Loyal Customer,8,Personal Travel,Eco,421,3,3,4,2,3,4,3,3,1,4,2,1,3,3,2,0.0,dissatisfied,Churn
5965,160622,Male,Loyal Customer,52,Business travel,Eco,377,2,2,2,2,2,2,2,2,4,1,4,1,3,2,0,0.0,dissatisfied,Churn
70223,177137,Female,disloyal Customer,20,Business travel,Eco,1459,2,2,2,3,3,2,3,3,2,1,2,2,2,3,0,8.0,dissatisfied,Churn
64831,161909,Male,Loyal Customer,61,Personal Travel,Eco,495,2,5,2,3,1,2,1,1,5,3,1,3,3,1,105,88.0,dissatisfied,Not Churn
25436,85554,Male,Loyal Customer,11,Personal Travel,Eco,261,3,1,3,3,2,3,2,2,4,3,3,2,3,2,51,53.0,dissatisfied,Churn
4958,80954,Female,disloyal Customer,34,Business travel,Eco Plus,481,4,4,4,3,1,4,1,1,4,1,5,4,2,1,0,0.0,dissatisfied,Churn
39058,107717,Female,disloyal Customer,43,Business travel,Eco,370,2,3,2,4,3,2,3,3,2,5,3,3,4,3,0,10.0,dissatisfied,Churn
58477,81116,Male,Loyal Customer,39,Business travel,Eco,447,4,5,5,5,4,4,4,4,3,5,3,1,4,4,0,0.0,dissatisfied,Not Churn
82233,95285,Male,Loyal Customer,58,Personal Travel,Eco,272,3,0,3,4,2,3,2,2,1,2,3,1,2,2,0,3.0,dissatisfied,Not Churn
61320,149135,Male,Loyal Customer,17,Personal Travel,Eco,630,1,5,1,2,1,2,2,4,3,5,5,2,4,2,156,157.0,dissatisfied,Churn
95355,142687,Male,Loyal Customer,40,Business travel,Business,577,2,1,1,1,4,2,1,2,2,2,2,3,2,3,6,12.0,dissatisfied,Churn
73569,58658,Male,disloyal Customer,32,Business travel,Business,479,4,4,4,5,2,4,2,2,5,5,4,4,5,2,14,18.0,dissatisfied,Not Churn
62474,165851,Female,Loyal Customer,24,Personal Travel,Eco,787,3,5,3,3,5,3,5,5,5,4,4,5,5,5,18,2.0,dissatisfied,Churn
72929,123311,Female,Loyal Customer,70,Personal Travel,Eco,1235,3,5,2,4,4,2,2,5,5,2,5,1,5,5,84,70.0,dissatisfied,Churn
24239,150355,Female,Loyal Customer,38,Business travel,Business,248,3,4,4,4,1,4,3,3,3,3,3,4,3,1,27,23.0,dissatisfied,Churn
17973,168807,Female,disloyal Customer,22,Business travel,Eco,223,3,4,4,2,1,4,1,1,3,3,5,4,4,1,0,2.0,dissatisfied,Churn
54614,183019,Male,Loyal Customer,39,Business travel,Business,1773,1,4,4,4,4,2,3,1,1,1,1,4,1,1,0,0.0,dissatisfied,Not Churn
63511,94850,Female,Loyal Customer,70,Personal Travel,Eco,129,3,3,3,1,3,5,4,4,4,3,4,4,4,5,0,12.0,dissatisfied,Not Churn
97699,126034,Male,Loyal Customer,55,Personal Travel,Eco,1217,3,0,3,3,3,2,3,1,3,2,3,3,4,3,127,145.0,dissatisfied,Churn
7038,167612,Female,disloyal Customer,24,Business travel,Eco,649,4,5,4,4,3,4,3,3,3,3,4,5,5,3,38,45.0,dissatisfied,Churn
53298,119525,Male,Loyal Customer,38,Business travel,Eco,2288,4,4,4,4,3,4,4,3,5,3,4,4,2,4,0,0.0,dissatisfied,Churn
103625,93339,Female,Loyal Customer,53,Personal Travel,Eco,1065,1,4,1,4,1,4,4,2,2,1,2,3,2,1,0,0.0,dissatisfied,Churn
18940,139291,Male,Loyal Customer,26,Personal Travel,Eco,1670,1,0,1,2,1,1,1,1,3,2,5,5,5,1,0,3.0,dissatisfied,Not Churn
2563,129707,Female,disloyal Customer,25,Business travel,Eco Plus,811,1,5,1,2,5,1,4,5,2,2,5,1,4,5,0,0.0,dissatisfied,Not Churn
103219,164795,Male,Loyal Customer,16,Personal Travel,Eco,1189,2,5,2,4,3,2,3,3,5,5,3,3,4,3,58,49.0,dissatisfied,Not Churn
10743,122614,Female,Loyal Customer,23,Personal Travel,Eco,929,2,4,2,4,2,2,4,2,3,2,3,1,4,2,0,0.0,dissatisfied,Not Churn
68614,85582,Male,Loyal Customer,35,Personal Travel,Eco,183,4,2,4,3,5,4,5,5,1,5,3,2,3,5,0,0.0,dissatisfied,Churn
101348,62458,Male,Loyal Customer,42,Business travel,Business,3350,4,2,2,2,4,4,4,3,3,3,4,1,3,1,0,0.0,dissatisfied,Not Churn
18803,166014,Female,Loyal Customer,45,Business travel,Eco Plus,551,2,5,5,5,1,3,2,2,2,2,2,3,2,2,21,8.0,dissatisfied,Churn
37742,137893,Male,Loyal Customer,28,Personal Travel,Eco Plus,502,2,5,2,3,5,2,2,5,5,5,4,3,5,5,0,0.0,dissatisfied,Not Churn
51555,95706,Male,Loyal Customer,37,Personal Travel,Eco,402,4,5,4,3,3,4,3,3,5,4,5,4,4,3,0,1.0,dissatisfied,Not Churn
86085,176914,Male,disloyal Customer,36,Business travel,Business,1727,2,2,2,4,5,2,5,5,3,2,3,4,5,5,0,0.0,dissatisfied,Not Churn
83025,170921,Female,disloyal Customer,28,Business travel,Eco,371,2,2,2,4,5,2,5,5,1,5,3,2,3,5,0,0.0,dissatisfied,Churn
56565,125156,Male,Loyal Customer,30,Business travel,Business,1880,4,2,2,2,4,4,4,4,3,2,2,1,3,4,1,11.0,dissatisfied,Churn
66706,135728,Female,Loyal Customer,68,Personal Travel,Eco,746,3,4,2,3,3,5,4,5,5,2,5,4,5,5,0,10.0,dissatisfied,Not Churn
89800,172527,Female,disloyal Customer,36,Business travel,Eco,304,1,0,1,4,1,1,1,1,3,3,2,5,4,1,0,0.0,dissatisfied,Churn
7039,175291,Female,Loyal Customer,29,Personal Travel,Eco,936,2,5,2,1,4,2,4,4,2,5,3,3,2,4,40,36.0,dissatisfied,Not Churn
99758,132306,Female,Loyal Customer,37,Business travel,Eco,230,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,13.0,dissatisfied,Churn
17672,88790,Female,Loyal Customer,69,Personal Travel,Eco,2556,2,5,2,3,3,3,4,1,1,2,1,5,1,3,0,0.0,dissatisfied,Not Churn
52061,95879,Male,disloyal Customer,35,Business travel,Eco,188,3,0,3,4,1,3,1,1,5,4,2,1,2,1,0,20.0,dissatisfied,Not Churn
67145,163152,Female,Loyal Customer,40,Personal Travel,Eco,251,3,5,3,3,3,3,3,3,3,3,1,2,2,3,0,0.0,dissatisfied,Churn
78426,93593,Female,Loyal Customer,8,Personal Travel,Eco,1185,3,3,3,4,1,3,1,1,1,3,3,3,3,1,3,0.0,dissatisfied,Churn
80377,175561,Female,Loyal Customer,34,Business travel,Business,2378,4,5,5,5,4,4,4,2,4,4,4,4,2,4,0,36.0,dissatisfied,Churn
8539,70407,Female,Loyal Customer,21,Personal Travel,Eco,1154,3,4,3,3,3,3,2,3,5,4,4,3,4,3,0,0.0,dissatisfied,Churn
91974,160769,Male,disloyal Customer,30,Business travel,Business,369,4,4,4,3,1,4,1,1,3,2,5,3,4,1,23,11.0,dissatisfied,Churn
54454,181086,Male,disloyal Customer,9,Business travel,Eco,814,3,3,3,1,3,3,4,3,3,5,5,3,4,3,0,0.0,dissatisfied,Churn
4330,140420,Female,Loyal Customer,56,Business travel,Eco,1590,3,4,4,4,5,2,3,2,2,3,2,4,2,3,3,0.0,dissatisfied,Churn
73326,133480,Male,disloyal Customer,63,Business travel,Business,106,3,4,4,5,3,3,5,3,5,5,5,5,4,3,0,0.0,dissatisfied,Not Churn
97967,117391,Female,Loyal Customer,15,Personal Travel,Business,2475,3,4,3,4,3,3,3,4,3,3,4,3,3,3,205,201.0,dissatisfied,Not Churn
33499,108865,Male,Loyal Customer,39,Business travel,Business,2253,3,1,1,1,2,3,4,3,3,3,3,4,3,3,0,0.0,dissatisfied,Not Churn
9632,109346,Female,Loyal Customer,16,Personal Travel,Eco,2007,2,5,2,4,3,2,3,3,3,5,5,5,4,3,3,0.0,dissatisfied,Not Churn
64029,69404,Female,disloyal Customer,39,Business travel,Eco,160,2,5,2,3,5,2,5,5,3,3,4,3,3,5,11,0.0,dissatisfied,Churn
50899,123143,Male,Loyal Customer,46,Business travel,Eco,1171,3,4,4,4,3,3,3,3,4,2,4,4,4,3,0,21.0,dissatisfied,Churn
103499,105371,Male,Loyal Customer,38,Business travel,Business,89,4,1,1,1,3,3,3,1,1,2,4,4,1,4,13,0.0,dissatisfied,Churn
37567,71609,Female,Loyal Customer,46,Personal Travel,Eco,277,1,3,2,5,1,2,5,1,1,2,1,1,1,2,16,24.0,dissatisfied,Not Churn
88993,152259,Male,Loyal Customer,36,Business travel,Business,2136,2,5,5,5,4,4,3,2,2,2,2,4,2,4,0,0.0,dissatisfied,Churn
21844,119897,Female,disloyal Customer,22,Business travel,Eco,247,3,1,3,4,1,3,1,1,1,4,4,1,4,1,65,68.0,dissatisfied,Not Churn
90408,125138,Female,Loyal Customer,66,Personal Travel,Eco,1372,4,5,5,1,4,3,4,5,5,5,5,3,5,4,0,0.0,dissatisfied,Churn
2218,69441,Female,Loyal Customer,67,Personal Travel,Eco,1117,3,4,3,4,4,4,5,2,2,3,2,5,2,5,0,21.0,dissatisfied,Churn
62745,115189,Male,Loyal Customer,45,Personal Travel,Eco,1062,3,5,3,3,1,3,5,1,4,5,5,3,5,1,0,0.0,dissatisfied,Churn
95852,94129,Male,disloyal Customer,20,Business travel,Business,353,1,1,1,2,4,1,4,4,2,3,2,4,3,4,0,0.0,dissatisfied,Churn
41698,123430,Female,Loyal Customer,47,Personal Travel,Eco,304,4,5,4,3,5,4,5,2,2,4,2,3,2,3,0,0.0,dissatisfied,Not Churn
47230,67831,Male,Loyal Customer,58,Personal Travel,Eco,190,4,4,4,3,5,4,5,5,1,2,3,2,4,5,21,22.0,dissatisfied,Churn
65043,116081,Female,disloyal Customer,28,Business travel,Eco Plus,1620,3,3,3,4,5,3,5,5,1,4,2,2,4,5,36,17.0,dissatisfied,Not Churn
71063,79655,Female,Loyal Customer,33,Personal Travel,Eco,302,4,5,4,4,1,4,1,1,3,3,5,3,5,1,0,0.0,dissatisfied,Not Churn
92997,173425,Male,Loyal Customer,48,Personal Travel,Eco,1037,2,1,2,2,2,2,2,2,2,3,1,4,1,2,0,0.0,dissatisfied,Not Churn
65563,100773,Female,Loyal Customer,27,Personal Travel,Eco,188,2,4,2,3,3,2,3,3,3,3,4,3,4,3,0,0.0,dissatisfied,Churn
30960,123588,Female,Loyal Customer,43,Personal Travel,Eco,603,3,5,3,3,4,5,4,1,1,3,1,5,1,4,43,34.0,dissatisfied,Churn
42016,136268,Female,Loyal Customer,66,Personal Travel,Eco,692,3,4,3,4,3,4,5,2,2,3,2,5,2,5,0,8.0,dissatisfied,Churn
93311,98471,Male,disloyal Customer,35,Business travel,Business,236,1,1,1,4,2,1,2,2,4,1,3,1,3,2,0,0.0,dissatisfied,Churn
6945,183143,Female,Loyal Customer,55,Business travel,Business,2788,2,2,3,2,1,4,3,2,2,2,2,2,2,1,0,0.0,dissatisfied,Churn
14385,69958,Male,Loyal Customer,56,Personal Travel,Eco,362,3,5,3,3,5,3,5,5,4,2,4,4,4,5,0,0.0,dissatisfied,Churn
17745,89849,Female,Loyal Customer,46,Personal Travel,Eco Plus,2422,2,3,2,2,2,2,2,1,1,3,4,2,4,2,92,107.0,dissatisfied,Churn
101959,105338,Female,disloyal Customer,22,Business travel,Eco,266,3,2,3,4,5,3,5,5,3,1,4,4,3,5,0,0.0,dissatisfied,Not Churn
5212,172176,Female,Loyal Customer,56,Personal Travel,Eco Plus,372,3,4,5,1,4,4,5,2,2,5,2,5,2,3,0,0.0,dissatisfied,Not Churn
28955,82209,Male,disloyal Customer,20,Business travel,Eco,2139,3,3,3,2,2,3,5,2,1,5,2,3,2,2,21,1.0,dissatisfied,Churn
33496,183040,Female,disloyal Customer,23,Business travel,Eco,273,2,5,2,3,3,2,4,3,2,2,3,3,5,3,4,0.0,dissatisfied,Not Churn
76600,171306,Male,disloyal Customer,19,Business travel,Eco,342,2,0,2,3,4,2,4,4,5,1,2,3,1,4,0,0.0,dissatisfied,Churn
83574,90831,Female,Loyal Customer,17,Personal Travel,Eco,972,1,4,1,3,3,1,3,3,5,4,5,3,5,3,0,0.0,dissatisfied,Churn
10014,176265,Female,disloyal Customer,21,Business travel,Eco,861,3,3,3,3,3,3,2,3,1,1,3,4,3,3,100,108.0,dissatisfied,Not Churn
10753,115618,Female,disloyal Customer,30,Business travel,Business,1506,2,2,2,5,5,2,2,5,4,5,4,4,5,5,0,0.0,dissatisfied,Churn
22026,130573,Female,disloyal Customer,13,Business travel,Eco,1744,4,4,4,4,3,4,3,3,1,4,2,3,4,3,9,0.0,dissatisfied,Churn
47232,111471,Female,Loyal Customer,24,Personal Travel,Eco,2586,3,4,3,4,3,5,5,4,2,3,4,5,5,5,0,9.0,dissatisfied,Churn
71097,128031,Male,Loyal Customer,48,Personal Travel,Eco,1119,3,5,3,3,3,3,3,3,5,4,4,5,5,3,0,2.0,dissatisfied,Churn
25568,71292,Male,Loyal Customer,70,Personal Travel,Eco,332,4,4,4,3,1,4,1,1,4,5,4,5,5,1,0,0.0,dissatisfied,Churn
27169,107446,Male,Loyal Customer,9,Personal Travel,Eco Plus,328,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0.0,dissatisfied,Churn
45450,107167,Female,Loyal Customer,68,Personal Travel,Eco,261,2,5,2,3,2,2,4,2,2,2,2,5,2,4,0,0.0,dissatisfied,Churn
81262,85570,Male,Loyal Customer,17,Personal Travel,Eco,399,3,5,4,4,5,4,1,5,4,4,4,3,4,5,0,0.0,dissatisfied,Not Churn
70292,172163,Female,Loyal Customer,26,Personal Travel,Eco Plus,358,2,4,2,3,5,2,5,5,4,3,4,3,4,5,0,0.0,dissatisfied,Churn
60830,184951,Male,Loyal Customer,43,Business travel,Business,2583,3,2,2,2,3,4,4,3,3,3,3,3,3,1,31,28.0,dissatisfied,Churn
12652,68720,Female,Loyal Customer,69,Personal Travel,Eco,448,4,5,4,1,3,4,4,2,2,4,2,4,2,4,0,0.0,dissatisfied,Churn
70923,128661,Male,Loyal Customer,70,Business travel,Business,2594,1,2,2,2,3,4,4,1,1,1,1,4,1,2,0,0.0,dissatisfied,Not Churn
35005,85948,Male,disloyal Customer,32,Business travel,Eco,896,1,1,1,4,2,1,3,2,3,3,1,4,2,2,15,85.0,dissatisfied,Not Churn
4138,64829,Female,disloyal Customer,26,Business travel,Business,368,2,4,2,1,4,2,3,4,3,4,5,3,5,4,0,0.0,dissatisfied,Churn
60568,163221,Female,Loyal Customer,61,Business travel,Eco,349,1,0,0,3,1,4,3,4,4,1,4,1,4,4,2,0.0,dissatisfied,Churn
47720,76102,Female,Loyal Customer,29,Business travel,Business,584,1,0,0,3,4,0,4,4,4,1,4,3,3,4,2,0.0,dissatisfied,Churn
58070,171894,Male,Loyal Customer,67,Personal Travel,Eco,404,3,5,4,3,4,4,4,4,4,2,4,5,4,4,10,6.0,dissatisfied,Churn
41823,57107,Male,disloyal Customer,33,Business travel,Business,364,4,4,4,5,1,4,1,1,5,5,4,4,5,1,35,30.0,dissatisfied,Churn
52609,88185,Male,disloyal Customer,26,Business travel,Eco,101,4,0,4,3,4,4,4,4,4,2,3,3,2,4,0,9.0,dissatisfied,Churn
73860,165356,Female,Loyal Customer,18,Personal Travel,Eco,1079,2,1,2,2,2,4,4,2,2,2,3,4,1,4,184,179.0,dissatisfied,Churn
96,178995,Female,Loyal Customer,39,Personal Travel,Eco,1773,4,5,4,5,5,4,5,5,2,2,3,3,1,5,14,18.0,dissatisfied,Churn
75679,105648,Male,disloyal Customer,23,Business travel,Eco,109,1,0,1,1,3,1,1,3,2,5,5,3,1,3,0,0.0,dissatisfied,Churn
