,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
89634,167372,Male,Loyal Customer,7,Personal Travel,Eco,1107,2,1,2,3,2,2,2,2,1,1,4,1,4,2,1,0.0,dissatisfied,Churn
68626,179417,Female,Loyal Customer,18,Personal Travel,Eco,611,2,1,3,3,4,3,4,4,4,1,2,4,2,4,0,0.0,dissatisfied,Not Churn
57046,163983,Female,disloyal Customer,12,Business travel,Eco,1086,4,4,4,4,3,4,3,3,4,3,4,4,3,3,12,0.0,dissatisfied,Churn
10950,99940,Female,Loyal Customer,37,Personal Travel,Business,591,2,5,2,1,4,5,5,2,2,2,2,4,2,4,1,5.0,dissatisfied,Not Churn
54396,167841,Female,disloyal Customer,29,Business travel,Business,1315,3,3,3,4,1,3,1,1,3,3,4,5,5,1,0,0.0,dissatisfied,Churn
82026,153939,Male,Loyal Customer,23,Personal Travel,Eco,1076,1,5,1,2,3,1,3,3,5,5,5,4,5,3,24,42.0,dissatisfied,Churn
36640,101697,Male,Loyal Customer,32,Business travel,Business,2380,3,1,2,1,3,3,3,3,3,2,3,4,4,3,0,0.0,dissatisfied,Not Churn
26491,178857,Male,disloyal Customer,21,Business travel,Eco,314,3,1,3,4,3,3,3,3,1,2,4,3,4,3,0,0.0,dissatisfied,Churn
50206,84590,Male,Loyal Customer,32,Business travel,Business,2542,2,4,4,4,1,1,2,1,1,1,3,3,3,1,4,1.0,dissatisfied,Churn
31144,115068,Male,Loyal Customer,29,Business travel,Business,3334,3,3,3,3,3,3,3,3,3,2,3,4,4,3,21,25.0,dissatisfied,Churn
26325,94284,Male,disloyal Customer,42,Business travel,Eco,299,4,5,4,2,3,4,3,3,2,2,2,2,2,3,92,98.0,dissatisfied,Churn
75635,125969,Female,Loyal Customer,68,Personal Travel,Eco,639,3,5,3,4,5,5,5,4,4,3,4,4,4,3,0,0.0,dissatisfied,Churn
291,154060,Female,Loyal Customer,46,Personal Travel,Eco,2586,3,1,3,3,3,4,4,2,4,4,3,4,1,4,59,57.0,dissatisfied,Churn
7525,164159,Male,Loyal Customer,9,Business travel,Eco,757,3,5,5,5,3,3,1,3,4,3,3,3,3,3,10,11.0,dissatisfied,Churn
102735,92747,Female,Loyal Customer,30,Business travel,Business,3042,1,4,4,4,1,1,1,1,3,2,2,2,3,1,11,8.0,dissatisfied,Not Churn
43377,194385,Female,Loyal Customer,63,Personal Travel,Eco Plus,449,1,2,1,4,1,3,4,5,5,1,5,3,5,4,0,0.0,dissatisfied,Churn
54335,176318,Female,Loyal Customer,34,Personal Travel,Eco,386,3,4,3,3,1,3,1,1,4,5,5,4,4,1,16,11.0,dissatisfied,Churn
44192,94948,Male,Loyal Customer,37,Business travel,Eco,106,2,2,2,2,2,2,2,2,4,1,3,4,3,2,47,50.0,dissatisfied,Churn
20515,166477,Female,Loyal Customer,68,Personal Travel,Eco,2342,3,1,3,4,5,4,4,4,4,3,4,4,4,4,1,0.0,dissatisfied,Churn
377,172954,Male,Loyal Customer,30,Business travel,Business,1821,1,1,1,1,2,2,1,2,1,2,2,4,2,2,5,7.0,dissatisfied,Churn
56625,120847,Female,Loyal Customer,45,Personal Travel,Eco,737,4,5,4,4,5,5,5,4,4,4,4,4,4,4,0,0.0,dissatisfied,Churn
99709,81131,Male,Loyal Customer,15,Personal Travel,Eco,135,2,0,2,4,3,2,3,3,3,5,4,4,4,3,0,0.0,dissatisfied,Churn
55395,202964,Female,Loyal Customer,55,Business travel,Business,2218,1,5,5,5,3,2,2,1,1,1,1,2,1,1,0,0.0,dissatisfied,Churn
79323,168652,Male,Loyal Customer,42,Business travel,Business,3745,1,4,4,4,3,3,3,1,1,1,1,3,1,2,26,32.0,dissatisfied,Churn
29618,179902,Male,Loyal Customer,14,Personal Travel,Eco,682,3,2,3,3,3,3,3,3,2,1,4,4,4,3,23,22.0,dissatisfied,Churn
10999,192597,Male,Loyal Customer,61,Personal Travel,Eco,370,3,5,3,4,3,3,3,3,3,4,4,1,4,3,15,4.0,dissatisfied,Churn
28591,156497,Male,Loyal Customer,54,Personal Travel,Eco,528,2,3,2,4,3,2,3,3,2,4,4,1,3,3,27,35.0,dissatisfied,Churn
92186,118733,Male,disloyal Customer,38,Business travel,Eco,585,3,0,3,1,2,3,2,2,4,4,5,3,4,2,0,5.0,dissatisfied,Churn
94008,172492,Male,Loyal Customer,51,Business travel,Eco,861,3,2,2,2,3,3,3,3,1,3,3,2,4,3,0,3.0,dissatisfied,Churn
75044,77170,Male,Loyal Customer,25,Personal Travel,Eco,419,2,1,0,3,2,0,2,2,1,3,3,3,3,2,49,59.0,dissatisfied,Churn
48896,109458,Male,Loyal Customer,41,Business travel,Eco Plus,1041,1,2,4,2,1,1,1,1,4,4,4,2,3,1,74,62.0,dissatisfied,Churn
71019,151062,Male,Loyal Customer,25,Personal Travel,Eco,290,2,4,2,4,1,2,3,1,4,2,5,4,5,1,28,16.0,dissatisfied,Churn
30061,90755,Female,Loyal Customer,41,Business travel,Eco,708,3,3,2,3,3,3,3,3,4,4,3,3,2,3,0,0.0,dissatisfied,Churn
54459,99524,Female,Loyal Customer,68,Personal Travel,Eco,526,2,1,2,2,5,2,1,5,5,2,5,2,5,2,1,1.0,dissatisfied,Churn
35949,127013,Female,Loyal Customer,26,Business travel,Eco,413,1,3,3,3,1,1,3,1,3,2,3,4,3,1,44,38.0,dissatisfied,Churn
101022,183397,Female,disloyal Customer,26,Business travel,Eco,834,2,3,3,3,2,3,2,2,1,4,4,2,3,2,7,0.0,dissatisfied,Churn
81424,117724,Male,disloyal Customer,20,Business travel,Eco,144,1,5,1,2,3,1,3,3,1,3,4,4,1,3,0,3.0,dissatisfied,Churn
13646,114988,Male,Loyal Customer,48,Business travel,Eco,667,3,1,1,1,3,3,3,3,1,5,1,2,1,3,0,0.0,dissatisfied,Churn
14627,109310,Female,Loyal Customer,43,Personal Travel,Eco,1056,2,4,2,3,4,4,5,3,3,2,3,3,3,4,0,0.0,dissatisfied,Churn
97845,179691,Female,Loyal Customer,14,Personal Travel,Eco,883,3,5,3,3,1,3,1,1,3,2,1,2,2,1,11,13.0,dissatisfied,Churn
2048,187609,Female,Loyal Customer,7,Personal Travel,Eco,223,3,5,3,3,3,3,3,3,3,5,4,3,4,3,11,18.0,dissatisfied,Churn
96482,192208,Male,Loyal Customer,46,Business travel,Eco,602,2,5,5,5,2,2,2,2,2,5,3,2,4,2,0,0.0,dissatisfied,Churn
92042,102558,Male,Loyal Customer,10,Personal Travel,Eco,2777,3,2,3,4,3,5,5,2,1,4,4,5,1,5,0,0.0,dissatisfied,Churn
42264,108797,Male,disloyal Customer,59,Business travel,Eco,187,1,2,0,4,1,0,1,1,2,1,4,4,4,1,0,0.0,dissatisfied,Churn
53882,90635,Female,Loyal Customer,24,Business travel,Business,3848,1,2,2,2,1,1,1,1,1,4,2,2,2,1,77,74.0,dissatisfied,Churn
87387,178532,Male,disloyal Customer,23,Business travel,Eco,641,4,3,4,3,4,4,4,4,4,1,3,3,3,4,0,0.0,dissatisfied,Churn
12285,118754,Female,Loyal Customer,55,Business travel,Eco Plus,240,3,5,5,5,1,2,2,3,3,3,3,4,3,1,19,8.0,dissatisfied,Churn
36581,143818,Female,disloyal Customer,36,Business travel,Business,2174,3,3,3,4,1,3,1,1,5,4,4,4,5,1,0,0.0,dissatisfied,Churn
30904,103827,Female,disloyal Customer,17,Business travel,Eco,95,4,3,4,4,2,4,2,2,3,5,3,2,4,2,0,0.0,dissatisfied,Churn
13648,197209,Male,Loyal Customer,55,Personal Travel,Eco Plus,328,2,1,2,1,5,2,5,5,4,4,1,2,2,5,0,0.0,dissatisfied,Churn
91301,200747,Male,Loyal Customer,62,Personal Travel,Eco,2296,1,5,0,1,3,0,3,3,4,2,3,4,4,3,0,0.0,dissatisfied,Churn
18797,110872,Male,Loyal Customer,15,Personal Travel,Eco,899,2,3,2,2,2,2,2,2,2,1,3,2,5,2,12,1.0,dissatisfied,Churn
10480,143764,Male,disloyal Customer,37,Business travel,Business,1114,3,3,3,3,1,3,1,1,3,4,4,4,4,1,19,0.0,dissatisfied,Churn
8415,91159,Male,Loyal Customer,46,Business travel,Business,403,2,2,5,2,5,3,3,2,2,2,2,3,2,3,0,0.0,dissatisfied,Churn
81994,159580,Female,Loyal Customer,48,Personal Travel,Eco,1547,1,2,1,4,3,4,4,4,4,1,3,4,4,1,0,0.0,dissatisfied,Churn
17366,76802,Female,Loyal Customer,44,Personal Travel,Eco,859,3,5,3,3,3,4,4,2,2,3,2,4,2,5,0,0.0,dissatisfied,Churn
70091,121119,Female,disloyal Customer,22,Business travel,Eco,599,2,4,2,5,3,2,3,3,5,3,5,5,5,3,0,0.0,dissatisfied,Churn
4565,84432,Male,Loyal Customer,47,Business travel,Business,3672,4,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0.0,dissatisfied,Churn
62898,149609,Female,disloyal Customer,25,Business travel,Eco,868,2,2,2,3,4,2,4,4,2,4,2,1,3,4,2,8.0,dissatisfied,Not Churn
60983,104006,Female,Loyal Customer,12,Personal Travel,Eco,399,2,5,2,2,3,2,3,3,3,2,5,3,4,3,0,0.0,dissatisfied,Churn
82087,171312,Female,disloyal Customer,80,Business travel,Eco,185,1,1,1,3,2,1,2,2,3,5,3,4,3,2,16,12.0,dissatisfied,Churn
25802,157998,Female,Loyal Customer,10,Personal Travel,Eco Plus,1900,1,5,1,1,5,1,2,5,3,4,4,3,4,5,0,11.0,dissatisfied,Churn
33969,120164,Male,disloyal Customer,26,Business travel,Eco,533,3,3,3,1,3,3,3,3,5,3,1,3,2,3,5,4.0,dissatisfied,Churn
15131,141627,Male,Loyal Customer,32,Business travel,Business,1171,2,2,2,2,2,2,2,2,2,3,3,3,3,2,0,0.0,dissatisfied,Churn
19734,203034,Male,disloyal Customer,15,Business travel,Eco,954,3,2,2,3,3,2,4,3,1,5,4,3,3,3,13,0.0,dissatisfied,Churn
81764,194234,Female,disloyal Customer,62,Business travel,Business,366,1,1,1,1,1,1,4,1,5,3,4,5,5,1,0,0.0,dissatisfied,Not Churn
79662,159688,Male,Loyal Customer,49,Personal Travel,Eco,666,1,5,1,2,4,1,1,4,4,5,4,1,1,4,0,0.0,dissatisfied,Churn
36812,129120,Male,Loyal Customer,17,Personal Travel,Eco,1009,2,5,2,3,4,2,4,4,4,4,4,4,5,4,4,0.0,dissatisfied,Churn
41962,77142,Male,Loyal Customer,45,Business travel,Eco,479,3,1,1,1,4,3,4,4,3,3,3,1,3,4,0,0.0,dissatisfied,Churn
357,120567,Female,Loyal Customer,44,Personal Travel,Eco,73,2,3,2,3,4,3,4,1,1,2,1,2,1,1,0,32.0,dissatisfied,Churn
4218,169926,Male,Loyal Customer,61,Business travel,Eco,835,2,3,3,3,2,2,2,2,1,4,3,1,3,2,66,57.0,dissatisfied,Churn
8840,182220,Female,disloyal Customer,25,Business travel,Eco,1463,2,2,2,3,4,2,4,4,4,1,4,2,4,4,15,0.0,dissatisfied,Not Churn
11239,192900,Male,Loyal Customer,51,Personal Travel,Eco,1460,3,4,3,2,2,3,2,2,5,4,5,4,5,2,0,0.0,dissatisfied,Churn
95083,123885,Male,disloyal Customer,50,Business travel,Eco,158,3,1,3,3,2,3,2,2,3,3,3,2,3,2,83,98.0,dissatisfied,Churn
53705,125281,Male,Loyal Customer,68,Personal Travel,Eco Plus,109,1,2,1,3,3,1,3,3,4,5,3,4,4,3,0,0.0,dissatisfied,Not Churn
16087,98953,Male,Loyal Customer,43,Personal Travel,Eco,957,3,5,3,3,5,3,5,5,4,2,4,5,5,5,39,29.0,dissatisfied,Churn
63902,100975,Male,Loyal Customer,33,Business travel,Eco,1721,1,0,0,4,5,0,5,5,3,4,4,4,4,5,3,5.0,dissatisfied,Churn
84982,93982,Male,Loyal Customer,55,Business travel,Business,466,2,5,5,5,4,3,3,2,2,2,2,2,2,1,0,3.0,dissatisfied,Churn
43788,145220,Female,Loyal Customer,28,Personal Travel,Eco,1514,1,4,1,2,1,1,1,1,4,2,5,3,4,1,0,0.0,dissatisfied,Churn
82362,130170,Male,Loyal Customer,36,Personal Travel,Eco,2227,3,5,3,1,3,5,5,5,4,3,5,5,3,5,211,238.0,dissatisfied,Not Churn
47446,95377,Female,Loyal Customer,51,Personal Travel,Eco,399,2,2,2,4,3,3,3,2,2,2,2,2,2,2,0,0.0,dissatisfied,Churn
38439,137823,Female,Loyal Customer,70,Personal Travel,Eco,1172,4,5,5,4,2,3,5,1,1,5,1,3,1,4,17,21.0,dissatisfied,Churn
92093,75655,Female,disloyal Customer,24,Business travel,Eco,408,2,0,2,2,4,2,4,4,5,5,5,4,5,4,39,51.0,dissatisfied,Churn
8575,74724,Male,Loyal Customer,49,Business travel,Business,134,2,3,1,3,3,2,2,1,1,1,2,4,1,3,0,0.0,dissatisfied,Churn
96084,149475,Male,Loyal Customer,43,Personal Travel,Eco,337,4,5,4,3,1,4,1,1,4,2,5,5,5,1,13,6.0,dissatisfied,Not Churn
22870,134969,Male,Loyal Customer,35,Personal Travel,Eco,1709,4,3,4,2,1,4,1,1,3,2,3,3,2,1,4,10.0,dissatisfied,Churn
80673,134518,Female,Loyal Customer,32,Business travel,Eco,1620,3,5,5,5,3,3,3,3,4,1,3,2,4,3,0,0.0,dissatisfied,Churn
14201,86782,Male,Loyal Customer,17,Business travel,Eco,563,1,2,2,2,1,1,3,1,1,5,4,2,3,1,54,54.0,dissatisfied,Churn
9628,145946,Male,Loyal Customer,22,Business travel,Eco,2556,1,2,2,2,1,1,1,1,2,2,3,4,4,1,0,0.0,dissatisfied,Churn
14643,101176,Male,disloyal Customer,43,Business travel,Eco,987,3,3,3,3,5,3,5,5,1,4,5,5,3,5,0,0.0,dissatisfied,Churn
16616,95895,Female,Loyal Customer,26,Business travel,Eco Plus,448,1,1,2,1,1,1,1,1,1,3,3,2,4,1,0,20.0,dissatisfied,Churn
29628,128922,Female,Loyal Customer,49,Business travel,Business,1379,2,4,5,4,1,3,3,2,2,2,2,3,2,4,0,0.0,dissatisfied,Churn
27624,137572,Female,Loyal Customer,21,Personal Travel,Eco,853,2,3,2,5,2,2,2,2,2,2,1,3,2,2,16,15.0,dissatisfied,Churn
74366,189687,Male,disloyal Customer,27,Business travel,Eco,337,3,4,3,3,5,3,5,5,2,4,4,2,4,5,10,5.0,dissatisfied,Churn
52795,98472,Male,disloyal Customer,22,Business travel,Eco,666,2,0,2,1,5,2,5,5,3,3,5,2,1,5,0,26.0,dissatisfied,Churn
9967,76828,Female,disloyal Customer,27,Business travel,Business,835,2,2,2,2,2,2,2,2,3,4,5,5,5,2,15,11.0,dissatisfied,Churn
50580,94106,Male,Loyal Customer,30,Business travel,Eco,224,1,5,5,5,1,1,1,1,4,1,3,4,4,1,9,16.0,dissatisfied,Not Churn
67720,131864,Female,Loyal Customer,19,Personal Travel,Eco Plus,844,3,5,3,2,1,3,1,1,4,5,5,5,4,1,8,0.0,dissatisfied,Churn
90318,199008,Female,Loyal Customer,30,Personal Travel,Eco,361,3,4,3,2,1,3,1,1,3,3,4,3,4,1,0,0.0,dissatisfied,Churn
87360,142373,Male,Loyal Customer,10,Personal Travel,Eco,1303,2,4,2,4,1,2,1,1,3,4,4,4,4,1,14,0.0,dissatisfied,Not Churn
39710,94343,Female,Loyal Customer,52,Personal Travel,Eco,177,2,4,2,3,4,5,4,5,5,2,5,5,5,5,9,3.0,dissatisfied,Churn
48364,129332,Female,Loyal Customer,22,Personal Travel,Business,1825,3,4,4,3,5,4,5,5,3,3,4,4,5,5,18,0.0,dissatisfied,Churn
12625,116656,Male,Loyal Customer,25,Business travel,Eco,1118,2,3,3,3,2,2,2,2,4,5,3,2,4,2,0,2.0,dissatisfied,Churn
24289,114730,Female,Loyal Customer,68,Personal Travel,Eco,574,3,5,3,2,5,4,4,2,2,3,2,3,2,4,0,0.0,dissatisfied,Churn
40081,77027,Female,Loyal Customer,23,Personal Travel,Eco,140,3,5,3,4,4,3,4,4,3,1,2,1,2,4,0,0.0,dissatisfied,Churn
70808,89588,Female,Loyal Customer,57,Business travel,Business,1777,3,5,5,5,2,3,3,3,3,3,3,4,3,3,45,28.0,dissatisfied,Churn
21027,146028,Female,Loyal Customer,29,Personal Travel,Eco,731,3,3,3,4,5,3,5,5,5,1,5,4,2,5,0,2.0,dissatisfied,Churn
53423,97549,Female,disloyal Customer,37,Business travel,Eco,251,2,4,2,3,2,2,2,2,3,1,4,3,1,2,0,0.0,dissatisfied,Churn
31543,148427,Male,Loyal Customer,22,Business travel,Business,2806,4,1,1,1,4,4,4,4,2,4,3,2,3,4,0,0.0,dissatisfied,Churn
100313,141275,Female,disloyal Customer,29,Business travel,Eco,641,4,2,4,3,2,4,2,2,3,2,4,4,3,2,13,6.0,dissatisfied,Churn
1723,132429,Female,Loyal Customer,40,Personal Travel,Eco,1514,4,4,4,3,1,4,3,1,3,4,3,4,5,1,15,10.0,dissatisfied,Churn
94884,183366,Female,Loyal Customer,41,Business travel,Business,3130,4,5,5,5,4,3,4,4,4,4,4,3,4,4,0,0.0,dissatisfied,Churn
95240,110521,Female,Loyal Customer,50,Personal Travel,Eco,1185,3,4,3,1,3,5,5,5,5,3,5,5,5,5,0,5.0,dissatisfied,Not Churn
41941,196269,Male,Loyal Customer,27,Personal Travel,Eco,529,3,4,5,1,5,5,5,5,4,3,5,2,2,5,0,0.0,dissatisfied,Churn
36972,87506,Male,Loyal Customer,18,Personal Travel,Eco,1162,4,4,3,4,4,3,4,4,4,3,3,5,5,4,0,0.0,dissatisfied,Churn
52594,147643,Male,Loyal Customer,51,Personal Travel,Eco,192,3,4,3,3,2,3,2,2,2,4,4,4,4,2,0,11.0,dissatisfied,Churn
74012,185565,Female,disloyal Customer,50,Business travel,Business,541,2,2,2,2,2,2,2,2,4,3,4,5,4,2,113,107.0,dissatisfied,Churn
20405,165735,Female,disloyal Customer,35,Business travel,Eco,731,3,3,3,3,1,3,1,1,1,1,5,2,5,1,0,0.0,dissatisfied,Churn
66523,156385,Male,Loyal Customer,55,Business travel,Business,1749,3,4,1,1,4,2,4,3,3,3,3,1,3,4,0,0.0,dissatisfied,Churn
20715,90178,Male,disloyal Customer,21,Business travel,Eco,628,2,4,2,4,1,2,1,1,1,4,1,4,2,1,0,5.0,dissatisfied,Not Churn
22596,199981,Male,Loyal Customer,60,Business travel,Business,3374,3,5,2,2,2,4,4,3,3,3,3,3,3,1,0,0.0,dissatisfied,Churn
66988,137672,Male,Loyal Customer,20,Personal Travel,Eco,1721,2,4,2,5,1,2,1,1,5,4,4,5,5,1,20,0.0,dissatisfied,Not Churn
46365,147768,Male,disloyal Customer,23,Business travel,Eco,809,2,2,2,4,4,2,1,4,4,3,4,3,4,4,0,0.0,dissatisfied,Churn
66879,189569,Male,disloyal Customer,26,Business travel,Eco,337,2,1,2,2,1,2,1,1,4,3,2,3,3,1,1,0.0,dissatisfied,Churn
53783,185194,Male,disloyal Customer,36,Business travel,Business,283,4,4,4,1,2,4,2,2,3,3,5,4,5,2,0,0.0,dissatisfied,Churn
62303,162450,Female,Loyal Customer,28,Personal Travel,Eco,404,1,4,1,3,4,1,4,4,4,5,3,3,3,4,8,0.0,dissatisfied,Churn
15835,161567,Male,Loyal Customer,67,Personal Travel,Eco,591,2,4,2,2,5,2,5,5,3,2,5,4,5,5,48,33.0,dissatisfied,Churn
74999,192902,Male,Loyal Customer,26,Personal Travel,Eco,1460,2,4,2,2,2,2,2,2,4,2,5,4,5,2,0,0.0,dissatisfied,Not Churn
62964,96663,Male,Loyal Customer,44,Business travel,Eco,134,3,2,2,2,2,3,2,2,1,5,3,1,4,2,0,0.0,dissatisfied,Churn
23637,147234,Female,Loyal Customer,50,Business travel,Eco,1012,3,1,1,1,2,4,4,3,3,3,3,1,3,4,128,121.0,dissatisfied,Churn
91893,160074,Male,Loyal Customer,60,Business travel,Business,2489,4,2,4,4,5,4,3,4,4,4,4,3,4,4,0,8.0,dissatisfied,Not Churn
68809,143601,Female,Loyal Customer,37,Personal Travel,Eco,1372,1,1,1,3,1,4,4,2,1,4,4,4,2,4,231,250.0,dissatisfied,Churn
92435,116182,Female,Loyal Customer,52,Personal Travel,Eco,451,3,3,5,2,5,1,3,2,2,5,2,3,2,5,26,19.0,dissatisfied,Not Churn
74139,169994,Female,Loyal Customer,57,Personal Travel,Eco Plus,1069,3,5,3,2,3,5,4,2,2,3,2,5,2,5,20,8.0,dissatisfied,Churn
35521,87034,Female,disloyal Customer,38,Business travel,Eco Plus,595,3,3,3,3,4,3,2,4,3,4,4,2,3,4,14,6.0,dissatisfied,Churn
13231,113959,Male,Loyal Customer,54,Personal Travel,Eco Plus,493,4,4,4,1,3,4,3,3,5,5,5,3,5,3,0,0.0,dissatisfied,Not Churn
67316,84994,Female,Loyal Customer,44,Personal Travel,Eco,312,3,4,3,4,3,4,3,1,1,3,1,3,1,3,95,86.0,dissatisfied,Churn
45082,189036,Male,disloyal Customer,32,Business travel,Business,373,3,3,3,2,4,3,4,4,5,2,5,3,5,4,53,43.0,dissatisfied,Churn
77093,147747,Male,disloyal Customer,29,Business travel,Business,2342,2,2,2,4,2,2,2,2,3,3,4,3,4,2,0,0.0,dissatisfied,Not Churn
29594,175180,Male,Loyal Customer,48,Personal Travel,Eco Plus,444,3,4,3,2,3,3,3,3,5,4,4,5,4,3,12,7.0,dissatisfied,Churn
81319,117612,Male,Loyal Customer,62,Business travel,Eco,622,3,1,3,3,3,3,3,3,3,4,3,4,3,3,0,9.0,dissatisfied,Churn
12355,176024,Female,disloyal Customer,48,Business travel,Business,223,4,4,4,4,3,4,3,3,5,3,4,5,5,3,0,0.0,dissatisfied,Churn
37083,87307,Male,Loyal Customer,39,Business travel,Business,3854,1,4,4,4,3,3,4,1,1,1,1,1,1,3,0,0.0,dissatisfied,Not Churn
76078,90202,Male,Loyal Customer,34,Personal Travel,Eco,628,3,5,3,2,2,3,2,2,5,3,4,5,4,2,0,8.0,dissatisfied,Churn
33152,126811,Female,disloyal Customer,23,Business travel,Eco,679,4,4,4,3,1,4,1,1,5,1,5,5,5,1,0,0.0,dissatisfied,Churn
4745,180651,Female,Loyal Customer,52,Business travel,Eco Plus,837,2,2,4,4,3,3,3,2,2,2,2,1,2,3,0,8.0,dissatisfied,Churn
94292,78011,Female,Loyal Customer,27,Business travel,Business,2380,2,5,2,5,2,2,2,2,2,1,3,2,2,2,0,0.0,dissatisfied,Churn
98335,118877,Male,Loyal Customer,39,Business travel,Eco,118,1,2,2,2,1,1,1,1,1,4,4,1,3,1,0,2.0,dissatisfied,Churn
8719,127377,Female,Loyal Customer,49,Personal Travel,Eco,2288,3,2,3,1,5,2,2,4,4,3,4,3,4,3,4,0.0,dissatisfied,Churn
36749,162290,Male,disloyal Customer,26,Business travel,Business,366,4,4,4,1,4,4,2,4,3,4,4,3,5,4,4,0.0,dissatisfied,Churn
32712,91537,Female,disloyal Customer,18,Business travel,Eco,1008,4,4,4,3,1,4,1,1,1,2,4,1,4,1,0,0.0,dissatisfied,Churn
35697,151911,Female,Loyal Customer,23,Personal Travel,Eco,214,3,3,3,2,3,3,3,3,3,3,4,4,5,3,10,0.0,dissatisfied,Churn
29001,135312,Female,Loyal Customer,43,Business travel,Eco,2253,2,5,5,5,1,2,3,2,2,2,2,1,2,2,4,4.0,dissatisfied,Churn
49960,191836,Female,Loyal Customer,62,Personal Travel,Eco,365,2,4,2,3,2,4,4,3,3,2,4,3,3,3,12,10.0,dissatisfied,Churn
898,88653,Female,Loyal Customer,63,Personal Travel,Eco,487,2,5,2,3,3,4,5,3,3,2,3,4,3,5,0,0.0,dissatisfied,Churn
42353,191814,Female,Loyal Customer,35,Business travel,Business,255,4,1,3,3,4,4,4,4,4,4,4,4,4,3,0,0.0,dissatisfied,Churn
102946,96413,Male,Loyal Customer,19,Personal Travel,Eco Plus,143,1,5,1,3,4,1,2,4,1,1,3,4,3,4,0,0.0,dissatisfied,Not Churn
54850,139006,Female,Loyal Customer,70,Personal Travel,Eco,190,3,0,3,1,1,5,4,3,3,3,3,5,3,3,14,6.0,dissatisfied,Churn
87212,127198,Female,Loyal Customer,63,Personal Travel,Eco,811,1,2,1,3,1,4,3,5,5,1,5,2,5,1,12,1.0,dissatisfied,Churn
51182,199453,Female,disloyal Customer,39,Business travel,Business,226,2,2,2,4,2,2,2,2,5,4,5,3,5,2,3,0.0,dissatisfied,Churn
34233,146503,Male,Loyal Customer,20,Personal Travel,Eco,929,4,3,4,4,2,4,2,2,2,1,4,1,3,2,0,2.0,dissatisfied,Churn
