,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
72573,187291,Male,Loyal Customer,32,Business travel,Eco,1558,1,5,5,5,1,1,1,1,2,1,3,1,3,1,0,0.0,dissatisfied,Churn
52483,185347,Female,Loyal Customer,22,Personal Travel,Eco,1671,2,5,2,4,2,2,2,2,2,2,1,1,2,2,10,0.0,dissatisfied,Churn
63278,64347,Female,disloyal Customer,19,Business travel,Eco,544,3,4,3,4,5,3,5,5,5,2,4,3,4,5,0,0.0,dissatisfied,Churn
79376,77282,Male,disloyal Customer,54,Business travel,Business,1092,1,2,2,3,1,1,5,1,1,5,1,5,1,1,113,101.0,dissatisfied,Churn
71660,163772,Female,Loyal Customer,35,Business travel,Business,2400,3,3,3,3,2,4,4,3,3,3,3,2,3,3,25,15.0,dissatisfied,Churn
12556,117310,Male,Loyal Customer,35,Business travel,Business,3942,1,2,2,2,2,4,4,1,1,1,1,3,1,3,0,0.0,dissatisfied,Churn
26603,119267,Male,Loyal Customer,49,Business travel,Business,1514,2,2,2,2,1,3,4,2,2,2,2,3,2,3,0,7.0,dissatisfied,Churn
101950,86909,Female,disloyal Customer,42,Business travel,Eco,404,4,4,4,5,2,4,3,2,4,4,1,5,4,2,10,4.0,dissatisfied,Churn
9017,84204,Male,Loyal Customer,41,Personal Travel,Eco,516,2,4,2,5,4,2,4,4,5,2,4,4,3,4,0,0.0,dissatisfied,Churn
29102,147262,Female,Loyal Customer,41,Personal Travel,Eco,762,1,5,1,1,3,1,4,3,5,3,5,3,5,3,0,0.0,dissatisfied,Churn
87471,149195,Male,Loyal Customer,34,Business travel,Business,271,3,3,1,1,3,4,3,3,3,3,3,2,3,1,0,0.0,dissatisfied,Churn
40038,164813,Male,disloyal Customer,30,Business travel,Eco,588,4,2,4,3,4,4,3,4,1,3,3,2,4,4,0,0.0,dissatisfied,Churn
53343,121051,Male,disloyal Customer,25,Business travel,Business,1024,1,5,1,1,5,1,5,5,5,3,4,5,5,5,0,8.0,dissatisfied,Churn
45601,136518,Male,Loyal Customer,16,Personal Travel,Eco,813,1,3,1,4,3,1,3,3,4,3,2,4,4,3,0,0.0,dissatisfied,Churn
63332,69075,Female,Loyal Customer,37,Personal Travel,Eco,783,2,1,2,2,5,2,5,5,2,5,3,2,3,5,0,0.0,dissatisfied,Not Churn
68327,174841,Female,Loyal Customer,43,Personal Travel,Business,846,3,3,4,4,4,3,4,1,1,4,1,2,1,2,2,20.0,dissatisfied,Churn
34263,100431,Male,disloyal Customer,54,Business travel,Eco,205,2,0,2,1,3,2,3,3,2,4,4,1,1,3,1,11.0,dissatisfied,Churn
42239,124197,Female,Loyal Customer,14,Personal Travel,Eco Plus,372,2,1,2,3,3,2,3,3,4,4,1,3,2,3,14,18.0,dissatisfied,Not Churn
48653,182442,Female,Loyal Customer,14,Personal Travel,Eco,683,3,4,3,1,5,3,5,5,2,4,2,4,1,5,8,9.0,dissatisfied,Churn
38027,63685,Male,Loyal Customer,54,Personal Travel,Eco,737,1,5,1,1,4,1,4,4,5,4,5,4,4,4,0,5.0,dissatisfied,Not Churn
11569,176677,Male,Loyal Customer,59,Personal Travel,Eco,325,2,3,2,3,3,2,3,3,3,4,4,5,2,3,0,0.0,dissatisfied,Churn
14007,179969,Female,Loyal Customer,14,Personal Travel,Eco Plus,331,2,5,2,3,3,2,3,3,3,2,4,5,5,3,0,0.0,dissatisfied,Churn
95249,72577,Female,Loyal Customer,46,Business travel,Business,912,2,3,3,3,3,4,3,2,2,2,2,1,2,2,103,95.0,dissatisfied,Churn
80710,87118,Female,Loyal Customer,17,Business travel,Business,3746,3,4,1,1,3,3,3,3,4,5,3,4,3,3,0,7.0,dissatisfied,Churn
61561,128710,Male,Loyal Customer,45,Personal Travel,Eco Plus,1188,4,2,4,3,2,4,2,2,4,3,1,3,2,2,0,0.0,dissatisfied,Not Churn
79238,118044,Male,disloyal Customer,36,Business travel,Business,414,1,1,1,4,1,1,1,1,5,3,4,3,5,1,0,11.0,dissatisfied,Churn
93085,163247,Female,Loyal Customer,25,Personal Travel,Eco,226,1,2,1,4,3,1,3,3,2,2,3,2,3,3,0,0.0,dissatisfied,Churn
47679,133285,Female,Loyal Customer,63,Business travel,Business,1121,1,3,5,3,3,4,4,1,1,1,1,4,1,1,10,10.0,dissatisfied,Churn
27975,150298,Male,disloyal Customer,21,Business travel,Eco,1207,4,4,4,2,3,4,3,3,3,3,5,5,4,3,6,15.0,dissatisfied,Churn
53871,172020,Female,Loyal Customer,60,Business travel,Business,3415,3,2,2,2,3,3,3,3,3,3,3,4,3,2,24,24.0,dissatisfied,Churn
75673,117038,Male,Loyal Customer,41,Business travel,Business,2719,4,2,4,2,3,4,4,2,2,2,4,4,2,2,0,0.0,dissatisfied,Churn
75457,138713,Female,Loyal Customer,48,Business travel,Eco,214,2,2,5,2,4,3,3,2,2,2,2,4,2,1,0,0.0,dissatisfied,Churn
21376,171724,Female,Loyal Customer,32,Business travel,Business,1633,3,2,2,2,1,2,3,1,4,4,4,4,4,1,0,0.0,dissatisfied,Churn
64582,62914,Female,Loyal Customer,34,Personal Travel,Eco,624,2,2,2,3,5,2,5,5,4,2,3,2,3,5,0,2.0,dissatisfied,Churn
28330,152792,Male,disloyal Customer,39,Business travel,Eco,896,2,2,2,2,5,2,5,5,4,4,3,1,3,5,0,0.0,dissatisfied,Churn
14067,172525,Female,Loyal Customer,35,Business travel,Business,2603,3,4,2,2,2,3,4,3,3,3,3,1,3,2,6,24.0,dissatisfied,Not Churn
41325,164038,Male,Loyal Customer,55,Business travel,Eco,1139,1,1,1,1,1,1,1,1,2,2,3,3,3,1,1,0.0,dissatisfied,Churn
41134,85529,Female,disloyal Customer,23,Business travel,Eco,991,4,4,4,3,3,4,3,3,3,2,3,1,4,3,0,6.0,dissatisfied,Churn
10854,153224,Male,Loyal Customer,80,Business travel,Eco,447,3,4,4,4,3,3,3,3,1,1,1,3,1,3,0,0.0,dissatisfied,Churn
73972,186227,Male,Loyal Customer,17,Personal Travel,Eco,666,3,5,3,5,2,3,4,2,4,4,4,4,5,2,0,0.0,dissatisfied,Churn
35849,176724,Male,Loyal Customer,47,Personal Travel,Eco,358,3,5,3,2,2,3,2,2,3,5,5,3,5,2,4,1.0,dissatisfied,Not Churn
30217,153294,Female,Loyal Customer,38,Business travel,Eco Plus,1947,2,1,1,1,2,2,2,2,3,1,1,1,2,2,0,0.0,dissatisfied,Churn
5775,160121,Male,Loyal Customer,39,Business travel,Business,2637,2,3,3,3,1,3,4,2,2,2,2,2,2,4,54,47.0,dissatisfied,Churn
53487,115147,Female,Loyal Customer,20,Personal Travel,Eco,305,3,4,3,4,2,3,2,2,3,4,5,3,4,2,0,0.0,dissatisfied,Churn
17810,78844,Female,disloyal Customer,21,Business travel,Eco,120,2,0,2,2,2,2,2,2,1,4,5,4,1,2,0,0.0,dissatisfied,Not Churn
58923,98417,Male,Loyal Customer,36,Personal Travel,Eco,1080,3,4,3,4,2,3,2,2,4,3,4,5,4,2,105,89.0,dissatisfied,Churn
6461,133729,Female,Loyal Customer,31,Personal Travel,Eco,1096,3,4,3,4,3,3,3,3,4,1,3,1,3,3,1,0.0,dissatisfied,Churn
19864,185464,Male,Loyal Customer,49,Personal Travel,Eco Plus,399,3,4,3,2,1,3,1,1,5,4,5,5,5,1,0,0.0,dissatisfied,Churn
88136,121947,Male,disloyal Customer,29,Business travel,Eco,862,2,2,2,3,3,2,3,3,3,1,4,1,4,3,0,14.0,dissatisfied,Not Churn
42489,98547,Female,Loyal Customer,12,Personal Travel,Business,937,3,5,3,3,1,3,1,1,5,5,5,4,5,1,12,0.0,dissatisfied,Churn
25686,64114,Male,disloyal Customer,26,Business travel,Eco,296,2,2,2,3,3,2,3,3,3,1,4,3,3,3,2,0.0,dissatisfied,Churn
44653,118142,Male,Loyal Customer,56,Personal Travel,Eco,258,2,4,0,5,3,0,3,3,2,3,5,5,1,3,0,0.0,dissatisfied,Churn
69954,156332,Male,Loyal Customer,40,Business travel,Eco,670,2,2,2,2,2,2,2,2,1,2,4,2,4,2,0,2.0,dissatisfied,Churn
32096,167039,Male,disloyal Customer,36,Business travel,Eco Plus,598,3,3,3,3,3,3,3,3,3,5,4,3,3,3,2,0.0,dissatisfied,Churn
83346,153718,Male,Loyal Customer,31,Business travel,Eco Plus,738,3,2,2,2,3,3,3,3,3,2,3,2,4,3,0,0.0,dissatisfied,Churn
14312,90266,Male,Loyal Customer,58,Personal Travel,Business,1448,3,4,3,3,5,3,4,3,3,3,5,3,3,3,0,0.0,dissatisfied,Churn
38011,161150,Female,disloyal Customer,29,Business travel,Eco,120,3,0,4,3,5,4,5,5,3,4,2,2,3,5,0,9.0,dissatisfied,Churn
62952,123735,Female,Loyal Customer,52,Business travel,Business,2111,3,2,2,2,1,3,3,3,3,3,3,1,3,3,0,0.0,dissatisfied,Churn
43638,67027,Male,Loyal Customer,69,Personal Travel,Business,296,4,5,4,2,4,5,5,5,5,4,5,4,5,4,6,0.0,dissatisfied,Churn
10394,175887,Female,disloyal Customer,33,Business travel,Business,417,1,2,2,1,2,2,2,2,3,2,4,5,5,2,19,1.0,dissatisfied,Not Churn
87336,98412,Male,Loyal Customer,40,Personal Travel,Eco,1005,2,5,1,2,3,1,1,3,5,3,4,5,5,3,91,97.0,dissatisfied,Churn
52179,169015,Female,Loyal Customer,44,Personal Travel,Business,1728,3,4,3,3,2,4,4,1,1,3,1,3,1,4,15,16.0,dissatisfied,Churn
97644,163472,Female,disloyal Customer,39,Business travel,Business,255,2,2,2,4,2,2,2,2,2,5,4,3,4,2,0,0.0,dissatisfied,Churn
24453,189467,Female,disloyal Customer,46,Business travel,Eco,2402,2,3,3,3,2,5,5,3,4,4,3,5,3,5,0,6.0,dissatisfied,Not Churn
68349,125634,Female,Loyal Customer,25,Business travel,Business,3234,2,4,4,4,2,2,2,2,4,2,3,4,3,2,9,0.0,dissatisfied,Not Churn
7256,125128,Male,Loyal Customer,43,Business travel,Eco Plus,1172,1,3,3,3,1,1,1,1,4,1,3,3,3,1,0,5.0,dissatisfied,Not Churn
50842,120017,Male,Loyal Customer,65,Personal Travel,Business,2486,4,3,4,1,1,1,2,1,1,4,1,3,1,1,0,0.0,dissatisfied,Not Churn
55177,174722,Female,Loyal Customer,40,Personal Travel,Eco,1750,3,5,2,3,1,2,1,1,4,4,4,1,2,1,47,41.0,dissatisfied,Churn
85950,107808,Female,Loyal Customer,60,Personal Travel,Eco,351,1,5,1,1,4,5,5,5,5,1,5,3,5,5,0,0.0,dissatisfied,Churn
36351,69859,Male,disloyal Customer,44,Business travel,Eco,426,2,5,3,2,1,3,1,1,2,2,3,5,4,1,1,28.0,dissatisfied,Not Churn
28132,133733,Female,Loyal Customer,52,Personal Travel,Eco,944,3,4,3,3,4,3,3,2,2,3,2,2,2,4,7,3.0,dissatisfied,Churn
52939,85305,Male,disloyal Customer,26,Business travel,Eco,526,2,0,2,4,2,2,2,2,1,3,4,2,2,2,0,0.0,dissatisfied,Not Churn
97860,167603,Female,Loyal Customer,28,Business travel,Business,2255,3,1,1,1,3,3,3,3,4,3,3,2,4,3,6,0.0,dissatisfied,Churn
30296,156129,Female,Loyal Customer,42,Personal Travel,Eco,319,2,5,2,1,3,1,3,5,5,2,5,5,5,5,0,0.0,dissatisfied,Churn
58043,60970,Male,disloyal Customer,20,Business travel,Eco,319,2,0,2,2,5,2,5,5,1,5,5,2,3,5,0,0.0,dissatisfied,Churn
68047,117775,Male,Loyal Customer,70,Personal Travel,Eco,2133,3,1,2,3,2,2,2,2,2,1,3,2,3,2,0,0.0,dissatisfied,Not Churn
76653,85518,Female,disloyal Customer,40,Business travel,Business,432,3,3,3,3,1,3,3,1,4,3,4,2,4,1,0,20.0,dissatisfied,Churn
7694,161627,Male,Loyal Customer,29,Personal Travel,Eco,377,4,5,4,3,1,4,1,1,5,5,5,3,4,1,0,0.0,dissatisfied,Churn
9574,61627,Female,Loyal Customer,42,Business travel,Business,247,3,4,4,4,5,3,3,3,3,3,3,1,3,1,0,0.0,dissatisfied,Not Churn
70861,107691,Male,Loyal Customer,20,Personal Travel,Eco,846,3,1,2,4,3,2,3,3,2,2,4,1,3,3,8,4.0,dissatisfied,Churn
101472,90442,Female,disloyal Customer,26,Business travel,Eco,2874,1,1,1,1,1,2,2,2,5,4,5,2,2,2,0,0.0,dissatisfied,Churn
76364,156697,Female,disloyal Customer,25,Business travel,Eco,1069,1,1,1,4,2,1,2,2,1,5,4,2,3,2,41,47.0,dissatisfied,Churn
63201,82047,Male,Loyal Customer,49,Personal Travel,Business,674,2,4,2,2,2,5,5,3,3,2,5,3,3,5,0,0.0,dissatisfied,Churn
55456,170938,Female,Loyal Customer,33,Personal Travel,Eco,1310,2,5,2,3,5,2,5,5,5,3,3,4,4,5,24,12.0,dissatisfied,Churn
64531,87175,Female,Loyal Customer,56,Business travel,Eco,925,2,4,4,4,5,4,3,2,2,2,2,2,2,1,0,0.0,dissatisfied,Churn
57316,148561,Male,Loyal Customer,8,Personal Travel,Eco,214,2,4,2,4,5,2,5,5,4,3,3,1,1,5,0,7.0,dissatisfied,Churn
43117,176475,Male,Loyal Customer,43,Business travel,Eco,325,2,3,3,3,2,2,2,2,2,5,3,4,3,2,86,70.0,dissatisfied,Churn
19010,165002,Female,Loyal Customer,24,Business travel,Eco Plus,1733,4,4,4,4,4,3,1,4,4,5,1,2,3,4,7,15.0,dissatisfied,Churn
6134,88273,Male,Loyal Customer,21,Personal Travel,Eco,987,3,4,3,3,1,3,2,1,5,5,4,3,4,1,0,0.0,dissatisfied,Not Churn
78981,162254,Female,Loyal Customer,53,Personal Travel,Eco,345,3,5,3,2,5,5,5,3,3,3,3,3,3,5,25,24.0,dissatisfied,Churn
25879,67600,Male,disloyal Customer,38,Business travel,Business,265,1,1,1,3,1,1,1,1,3,5,4,3,4,1,0,0.0,dissatisfied,Churn
67422,95930,Female,disloyal Customer,28,Business travel,Eco,1076,2,2,2,1,3,2,3,3,5,3,4,3,5,3,9,27.0,dissatisfied,Churn
31571,141893,Female,disloyal Customer,24,Business travel,Eco,980,3,3,3,4,4,3,4,4,5,4,4,4,5,4,32,17.0,dissatisfied,Churn
97437,155989,Female,Loyal Customer,41,Personal Travel,Eco,277,1,4,3,3,5,3,5,5,2,2,3,3,3,5,0,0.0,dissatisfied,Churn
50627,135963,Male,Loyal Customer,54,Personal Travel,Eco,1744,4,1,4,4,2,4,2,2,1,2,4,1,4,2,20,7.0,dissatisfied,Not Churn
79754,135598,Male,Loyal Customer,30,Personal Travel,Eco,2239,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0.0,dissatisfied,Churn
72164,105617,Female,disloyal Customer,34,Business travel,Eco,536,1,2,1,4,2,1,2,2,4,1,4,4,3,2,0,0.0,dissatisfied,Not Churn
10187,116359,Male,Loyal Customer,43,Business travel,Eco,563,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0,35.0,dissatisfied,Churn
54710,62809,Male,Loyal Customer,13,Personal Travel,Eco,733,3,2,3,3,3,3,3,3,3,5,2,4,4,3,0,31.0,dissatisfied,Churn
17283,86773,Female,Loyal Customer,35,Personal Travel,Eco,432,3,4,3,1,3,3,3,3,1,1,4,4,5,3,7,0.0,dissatisfied,Churn
43050,90009,Female,disloyal Customer,38,Business travel,Eco,834,2,2,2,5,3,2,3,3,3,3,5,5,4,3,0,0.0,dissatisfied,Churn
70860,66749,Female,Loyal Customer,54,Business travel,Business,1751,3,3,4,3,4,3,2,3,3,3,3,3,3,4,0,0.0,dissatisfied,Churn
100163,186033,Male,Loyal Customer,55,Personal Travel,Eco,678,3,3,3,1,1,3,1,1,3,5,5,3,4,1,17,8.0,dissatisfied,Churn
55091,69613,Female,Loyal Customer,11,Personal Travel,Eco,622,2,5,2,3,4,2,4,4,5,2,4,5,4,4,6,1.0,dissatisfied,Churn
33502,121553,Male,Loyal Customer,37,Personal Travel,Eco Plus,680,3,4,3,4,5,3,5,5,1,3,4,2,4,5,0,0.0,dissatisfied,Not Churn
96022,162276,Male,Loyal Customer,67,Personal Travel,Eco,345,1,4,1,3,4,1,4,4,4,2,5,5,4,4,26,17.0,dissatisfied,Churn
29611,117151,Female,Loyal Customer,36,Business travel,Business,3783,3,5,5,5,2,4,3,3,3,3,3,3,3,3,0,0.0,dissatisfied,Churn
51903,151354,Female,Loyal Customer,33,Business travel,Business,3619,2,5,5,5,2,4,4,2,2,1,2,3,2,1,0,21.0,dissatisfied,Churn
30082,75252,Male,Loyal Customer,60,Business travel,Eco,368,1,1,2,1,1,1,1,1,3,4,4,2,3,1,0,0.0,dissatisfied,Churn
38717,160028,Male,Loyal Customer,56,Business travel,Eco,337,1,5,2,5,1,1,1,1,3,5,4,1,3,1,32,21.0,dissatisfied,Churn
8803,78392,Male,disloyal Customer,45,Business travel,Business,282,3,4,4,3,1,3,1,1,5,5,1,2,4,1,0,0.0,dissatisfied,Churn
49195,184733,Male,Loyal Customer,17,Business travel,Business,184,1,5,5,5,3,3,1,3,2,2,3,3,4,3,15,0.0,dissatisfied,Churn
61154,86377,Female,disloyal Customer,30,Business travel,Eco,761,1,1,1,3,1,1,1,1,1,3,2,4,4,1,0,0.0,dissatisfied,Not Churn
44805,137759,Female,disloyal Customer,22,Business travel,Eco,368,2,5,2,1,4,2,4,4,5,3,4,4,5,4,0,0.0,dissatisfied,Not Churn
65693,137941,Female,disloyal Customer,35,Business travel,Business,1590,2,2,2,3,1,2,1,1,4,4,5,5,5,1,0,0.0,dissatisfied,Churn
48669,178197,Male,Loyal Customer,57,Business travel,Eco,507,1,4,5,5,1,1,1,1,3,1,3,3,2,1,62,63.0,dissatisfied,Churn
83832,172009,Male,Loyal Customer,29,Personal Travel,Eco,459,3,5,3,3,3,3,3,3,4,2,5,5,4,3,0,0.0,dissatisfied,Churn
103523,158820,Female,Loyal Customer,22,Personal Travel,Eco,265,1,3,0,3,4,0,4,4,1,4,3,3,1,4,0,0.0,dissatisfied,Churn
8225,146011,Female,Loyal Customer,56,Personal Travel,Eco,731,2,3,2,5,5,2,1,1,1,2,4,2,1,3,0,0.0,dissatisfied,Churn
41541,142232,Male,Loyal Customer,20,Personal Travel,Eco Plus,528,3,3,3,1,3,3,2,3,3,2,5,3,3,3,0,0.0,dissatisfied,Not Churn
