,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
46723,84497,Male,Loyal Customer,33,Personal Travel,Eco,592,4,5,4,2,4,4,4,4,5,1,1,5,1,4,0,0.0,dissatisfied,Not Churn
67127,103997,Female,Loyal Customer,49,Personal Travel,Eco,667,3,3,3,3,2,3,3,2,2,3,2,1,2,2,10,13.0,dissatisfied,Churn
65907,123863,Male,disloyal Customer,22,Business travel,Eco,223,4,2,4,4,1,4,1,1,4,1,4,3,4,1,0,0.0,dissatisfied,Not Churn
35597,115091,Male,Loyal Customer,23,Business travel,Eco Plus,1246,1,3,3,3,1,1,1,1,4,3,2,2,1,1,9,5.0,dissatisfied,Churn
40361,63518,Male,Loyal Customer,35,Business travel,Eco,589,3,2,2,2,2,3,3,1,4,1,1,3,4,3,202,203.0,dissatisfied,Churn
95561,51194,Male,Loyal Customer,22,Personal Travel,Eco,590,2,1,2,3,3,2,3,3,4,5,3,2,4,3,0,0.0,dissatisfied,Churn
25959,37251,Male,Loyal Customer,34,Personal Travel,Eco,1874,4,5,4,4,2,4,2,2,5,2,1,5,3,2,0,0.0,dissatisfied,Churn
79211,87298,Male,Loyal Customer,27,Business travel,Business,1969,4,1,5,1,4,4,4,4,2,3,2,2,4,4,0,0.0,dissatisfied,Churn
35370,121640,Male,disloyal Customer,32,Business travel,Business,283,2,2,2,3,2,2,1,2,4,2,3,4,3,2,0,0.0,dissatisfied,Churn
6217,107762,Male,disloyal Customer,25,Business travel,Eco,185,1,5,1,3,2,1,2,2,1,2,3,3,4,2,17,17.0,dissatisfied,Not Churn
68776,78916,Female,Loyal Customer,32,Business travel,Eco Plus,1616,3,2,2,2,3,3,3,3,2,3,1,2,3,3,1,0.0,dissatisfied,Churn
63827,77736,Male,Loyal Customer,25,Business travel,Eco,641,3,4,4,4,3,2,3,1,4,3,2,3,3,3,148,145.0,dissatisfied,Not Churn
46079,118072,Female,Loyal Customer,21,Personal Travel,Eco,251,2,5,2,3,3,2,3,3,1,2,5,2,1,3,1,0.0,dissatisfied,Churn
39037,110497,Male,Loyal Customer,34,Personal Travel,Eco,468,2,5,2,3,2,2,2,2,4,2,5,5,4,2,26,34.0,dissatisfied,Churn
6964,63170,Male,Loyal Customer,53,Personal Travel,Eco,1721,1,4,1,3,3,1,2,3,5,5,5,3,4,3,19,0.0,dissatisfied,Churn
83600,49776,Female,Loyal Customer,26,Personal Travel,Eco,129,2,3,2,3,2,2,3,2,2,1,3,4,3,2,0,0.0,dissatisfied,Churn
15971,17147,Male,Loyal Customer,54,Personal Travel,Eco,224,4,5,0,3,1,0,1,1,3,2,5,4,4,1,0,30.0,dissatisfied,Churn
79603,101681,Male,Loyal Customer,25,Personal Travel,Eco Plus,250,3,5,3,5,3,3,3,3,3,5,4,5,4,3,0,0.0,dissatisfied,Churn
51556,24919,Male,Loyal Customer,9,Personal Travel,Eco,986,3,5,3,5,5,3,5,5,4,3,5,4,5,5,0,0.0,dissatisfied,Churn
733,32816,Female,Loyal Customer,59,Personal Travel,Eco,145,1,3,1,4,5,4,3,5,5,1,5,1,5,2,0,0.0,dissatisfied,Churn
26208,129117,Male,Loyal Customer,33,Personal Travel,Eco,370,1,2,1,4,1,5,5,1,2,4,3,5,4,5,161,177.0,dissatisfied,Churn
58016,36193,Male,Loyal Customer,59,Personal Travel,Eco Plus,692,3,4,3,1,5,3,5,5,3,4,4,5,5,5,43,56.0,dissatisfied,Churn
90345,87178,Female,Loyal Customer,49,Personal Travel,Eco,989,3,5,3,1,2,5,5,4,4,3,4,3,4,3,0,0.0,dissatisfied,Churn
61047,76850,Male,Loyal Customer,48,Personal Travel,Eco Plus,447,4,5,2,2,4,2,4,4,2,1,5,4,3,4,13,8.0,dissatisfied,Churn
49671,65098,Female,Loyal Customer,53,Personal Travel,Eco Plus,787,2,1,2,4,4,4,3,5,5,2,5,4,5,4,0,0.0,dissatisfied,Churn
46820,23939,Female,Loyal Customer,60,Personal Travel,Eco Plus,214,3,0,3,3,4,4,5,4,4,3,4,5,4,5,0,0.0,dissatisfied,Churn
23879,29005,Male,Loyal Customer,53,Personal Travel,Eco,262,3,5,3,3,3,3,3,3,3,2,1,4,1,3,0,0.0,dissatisfied,Churn
41744,88131,Female,Loyal Customer,24,Personal Travel,Eco,874,3,1,3,4,4,3,1,4,4,1,3,3,4,4,3,2.0,dissatisfied,Churn
75901,26789,Male,Loyal Customer,24,Personal Travel,Eco,529,2,4,2,2,4,2,4,4,4,3,4,4,4,4,0,0.0,dissatisfied,Churn
26921,28203,Female,Loyal Customer,10,Personal Travel,Eco,425,1,2,1,4,4,1,4,4,1,3,3,2,3,4,0,0.0,dissatisfied,Churn
36110,22264,Female,Loyal Customer,50,Business travel,Business,2472,3,1,1,1,2,2,1,3,3,3,3,3,3,1,0,0.0,dissatisfied,Churn
40079,52831,Female,Loyal Customer,43,Business travel,Eco Plus,541,1,2,2,2,5,4,3,1,1,1,1,4,1,2,0,0.0,dissatisfied,Churn
72944,114298,Female,Loyal Customer,17,Personal Travel,Eco Plus,533,1,3,3,4,4,3,4,4,1,1,3,2,3,4,55,49.0,dissatisfied,Churn
55722,33659,Male,Loyal Customer,23,Personal Travel,Eco,563,4,4,4,1,1,4,1,1,3,3,4,4,4,1,52,54.0,dissatisfied,Churn
86431,129080,Female,Loyal Customer,42,Personal Travel,Eco,370,3,0,3,4,2,5,4,5,5,3,5,3,5,4,0,0.0,dissatisfied,Churn
76058,30512,Male,Loyal Customer,57,Personal Travel,Eco Plus,403,3,5,3,3,5,3,2,5,3,5,4,4,4,5,0,0.0,dissatisfied,Not Churn
95010,52018,Male,Loyal Customer,70,Personal Travel,Eco,347,3,4,3,2,1,3,1,1,3,3,5,4,4,1,0,1.0,dissatisfied,Not Churn
41874,18232,Male,disloyal Customer,29,Business travel,Eco,1020,3,3,3,3,3,3,3,3,2,2,2,1,3,3,0,11.0,dissatisfied,Churn
73861,84884,Female,disloyal Customer,42,Business travel,Business,1464,2,2,2,3,2,2,1,2,4,5,4,3,5,2,0,0.0,dissatisfied,Not Churn
92806,56877,Male,disloyal Customer,27,Business travel,Eco,125,1,5,1,3,4,1,5,4,5,2,4,2,2,4,0,0.0,dissatisfied,Churn
54574,53817,Male,Loyal Customer,53,Personal Travel,Eco,752,3,5,3,2,4,3,4,4,3,3,4,3,5,4,11,4.0,dissatisfied,Not Churn
93133,62041,Male,Loyal Customer,41,Personal Travel,Eco,451,3,4,3,2,3,3,3,3,4,4,5,3,4,3,0,0.0,dissatisfied,Churn
23182,113991,Male,disloyal Customer,25,Business travel,Business,251,4,4,3,3,1,3,1,1,4,5,5,5,5,1,10,6.0,dissatisfied,Not Churn
60775,51928,Female,Loyal Customer,26,Personal Travel,Eco,1428,1,4,1,3,2,1,2,2,4,4,5,5,4,2,0,0.0,dissatisfied,Churn
11283,15107,Male,Loyal Customer,57,Business travel,Business,2556,2,5,5,5,4,3,2,2,2,2,2,2,2,2,41,99.0,dissatisfied,Churn
98384,134512,Male,Loyal Customer,60,Personal Travel,Business,2176,4,5,4,1,2,2,1,2,2,4,2,2,2,4,0,0.0,dissatisfied,Churn
23115,111732,Male,Loyal Customer,68,Personal Travel,Eco,486,2,4,4,3,2,4,2,2,3,2,4,4,4,2,49,34.0,dissatisfied,Churn
46382,116101,Male,Loyal Customer,47,Personal Travel,Eco,842,3,5,3,4,1,3,1,1,5,2,5,4,4,1,0,12.0,dissatisfied,Churn
39408,120522,Female,Loyal Customer,46,Business travel,Eco Plus,979,3,5,5,5,2,3,3,3,3,3,3,1,3,4,0,0.0,dissatisfied,Churn
39254,91567,Male,Loyal Customer,51,Business travel,Business,930,3,1,1,1,3,3,3,4,2,2,2,3,4,3,130,141.0,dissatisfied,Churn
89725,34715,Female,Loyal Customer,11,Personal Travel,Eco,669,1,5,1,1,3,1,5,3,3,4,4,5,5,3,0,0.0,dissatisfied,Not Churn
15246,15632,Male,Loyal Customer,16,Personal Travel,Eco,285,2,4,2,1,1,2,1,1,3,3,4,4,4,1,0,0.0,dissatisfied,Churn
98996,114504,Female,Loyal Customer,56,Personal Travel,Eco,349,3,5,4,3,5,5,5,4,4,4,3,5,4,3,0,0.0,dissatisfied,Churn
89484,93394,Female,Loyal Customer,41,Business travel,Eco,1127,1,2,2,2,1,2,1,1,3,2,3,1,4,1,0,0.0,dissatisfied,Churn
19984,110403,Male,Loyal Customer,60,Personal Travel,Eco Plus,289,4,4,4,1,5,4,5,5,4,4,4,4,4,5,14,0.0,dissatisfied,Churn
34538,31946,Female,disloyal Customer,29,Business travel,Eco,780,3,3,3,3,1,3,1,1,3,4,4,2,3,1,78,77.0,dissatisfied,Not Churn
63640,62648,Female,Loyal Customer,41,Business travel,Business,2948,3,1,2,1,4,4,3,3,3,3,3,4,3,2,0,0.0,dissatisfied,Churn
100891,17696,Female,Loyal Customer,22,Personal Travel,Eco,783,2,4,2,4,3,2,3,3,4,4,5,3,4,3,1,0.0,dissatisfied,Churn
8006,67866,Male,Loyal Customer,48,Personal Travel,Eco,413,2,5,2,1,3,2,3,3,4,2,5,5,5,3,34,34.0,dissatisfied,Churn
16460,50016,Male,disloyal Customer,25,Business travel,Eco,946,2,2,2,3,3,2,4,3,4,2,3,3,3,3,52,40.0,dissatisfied,Not Churn
73351,115444,Male,Loyal Customer,56,Business travel,Business,220,3,2,2,2,5,3,3,3,3,3,3,2,3,3,43,38.0,dissatisfied,Churn
11812,69854,Female,disloyal Customer,30,Business travel,Business,956,3,3,3,3,4,3,4,4,3,2,5,5,5,4,0,0.0,dissatisfied,Not Churn
212,105083,Female,Loyal Customer,64,Business travel,Business,1773,2,4,3,4,5,3,3,2,2,3,2,4,2,4,0,0.0,dissatisfied,Churn
36888,61422,Female,Loyal Customer,34,Personal Travel,Eco,373,2,5,2,3,1,2,1,1,3,4,1,3,2,1,4,24.0,dissatisfied,Churn
3767,128574,Female,Loyal Customer,51,Business travel,Eco,1788,4,4,4,4,1,3,3,4,4,4,4,1,4,2,0,6.0,dissatisfied,Churn
44920,99291,Female,Loyal Customer,58,Business travel,Business,3543,1,2,2,2,5,3,4,1,1,2,1,4,1,1,0,0.0,dissatisfied,Churn
25513,53348,Male,Loyal Customer,58,Business travel,Business,259,3,3,3,3,1,3,3,3,3,3,3,2,3,4,0,0.0,dissatisfied,Churn
99907,100936,Female,Loyal Customer,20,Business travel,Business,2471,1,4,2,2,1,1,1,1,3,4,4,3,4,1,0,0.0,dissatisfied,Churn
74896,74742,Female,Loyal Customer,36,Personal Travel,Business,989,2,5,2,3,2,4,4,3,3,2,3,3,3,5,26,23.0,dissatisfied,Churn
102122,136869,Female,Loyal Customer,35,Personal Travel,Eco,644,2,4,1,4,5,1,5,5,4,3,3,4,4,5,8,24.0,dissatisfied,Churn
85267,10674,Male,Loyal Customer,57,Business travel,Business,821,2,2,2,2,3,4,3,2,2,2,2,1,2,2,31,30.0,dissatisfied,Churn
81448,135694,Female,disloyal Customer,29,Business travel,Eco Plus,599,2,2,2,4,2,2,1,2,3,5,4,1,3,2,30,22.0,dissatisfied,Not Churn
67238,29615,Male,disloyal Customer,36,Business travel,Eco,196,1,0,1,3,5,1,5,5,5,4,1,3,3,5,0,0.0,dissatisfied,Churn
52180,70926,Male,disloyal Customer,37,Business travel,Business,991,1,1,1,3,5,1,5,5,5,4,5,4,5,5,1,0.0,dissatisfied,Not Churn
4770,64085,Male,disloyal Customer,26,Business travel,Eco,1195,3,3,3,1,1,3,1,1,4,3,5,1,1,1,0,0.0,dissatisfied,Churn
35063,51841,Male,disloyal Customer,25,Business travel,Eco,715,3,3,3,5,3,3,3,3,3,3,4,1,1,3,120,119.0,dissatisfied,Churn
61559,39000,Female,disloyal Customer,21,Business travel,Eco,1108,3,3,3,2,3,4,4,5,4,3,5,4,1,4,0,0.0,dissatisfied,Not Churn
49964,116845,Male,Loyal Customer,39,Personal Travel,Eco,271,3,3,1,4,3,1,3,3,4,2,3,4,4,3,24,22.0,dissatisfied,Churn
69960,79973,Male,Loyal Customer,44,Business travel,Business,2859,2,3,3,3,3,3,4,2,2,2,2,3,2,4,0,0.0,dissatisfied,Churn
72004,39295,Male,Loyal Customer,21,Business travel,Business,2098,2,5,5,5,2,2,2,2,2,5,4,1,4,2,0,0.0,dissatisfied,Churn
56493,133082,Female,Loyal Customer,36,Personal Travel,Eco,651,3,4,3,3,1,3,1,1,3,3,5,4,1,1,9,1.0,dissatisfied,Churn
12342,93813,Female,Loyal Customer,28,Business travel,Business,946,2,5,5,5,2,2,2,2,3,3,4,3,3,2,0,0.0,dissatisfied,Churn
14879,90646,Male,Loyal Customer,19,Personal Travel,Eco,746,1,1,1,4,5,1,5,5,3,1,3,3,4,5,0,4.0,dissatisfied,Churn
9598,128139,Female,Loyal Customer,7,Personal Travel,Eco,328,4,4,4,4,2,4,2,2,4,3,5,3,4,2,13,7.0,dissatisfied,Not Churn
82826,54854,Male,disloyal Customer,22,Business travel,Eco,157,3,1,3,2,2,3,2,2,2,1,2,2,2,2,28,55.0,dissatisfied,Churn
41982,91665,Male,Loyal Customer,31,Business travel,Business,2316,1,0,0,3,4,0,4,4,4,2,3,1,3,4,0,0.0,dissatisfied,Churn
68417,98720,Male,Loyal Customer,47,Business travel,Eco,581,2,1,2,1,2,2,2,2,3,1,4,2,4,2,0,2.0,dissatisfied,Churn
86445,19896,Female,Loyal Customer,61,Business travel,Eco,288,1,1,1,1,1,1,1,1,5,4,3,1,2,1,191,210.0,dissatisfied,Not Churn
50327,122942,Male,Loyal Customer,65,Personal Travel,Eco,602,1,4,1,5,5,1,5,5,4,5,5,5,4,5,31,12.0,dissatisfied,Churn
68553,91300,Female,Loyal Customer,59,Business travel,Business,1958,2,1,1,1,4,3,3,2,2,2,2,1,2,4,0,0.0,dissatisfied,Churn
37973,127994,Female,Loyal Customer,59,Personal Travel,Eco,1449,3,4,3,2,2,4,2,3,3,3,3,2,3,3,14,0.0,dissatisfied,Churn
94504,36186,Female,Loyal Customer,56,Personal Travel,Eco,692,1,5,1,3,4,5,4,1,1,1,1,5,1,3,0,0.0,dissatisfied,Churn
62028,137837,Female,disloyal Customer,31,Business travel,Eco Plus,1814,3,3,3,3,4,3,5,4,4,1,4,2,4,4,90,76.0,dissatisfied,Churn
89935,12949,Male,disloyal Customer,27,Business travel,Business,227,1,0,0,3,1,0,1,1,5,2,5,5,5,1,3,2.0,dissatisfied,Churn
18387,44362,Female,Loyal Customer,26,Business travel,Eco Plus,1598,2,3,3,3,2,2,3,2,4,3,2,4,3,2,5,0.0,dissatisfied,Churn
74038,35352,Female,Loyal Customer,47,Business travel,Eco,907,3,5,5,5,3,4,4,3,3,3,3,1,3,2,0,0.0,dissatisfied,Churn
79733,100062,Male,Loyal Customer,69,Personal Travel,Eco,1010,2,4,2,4,3,2,3,3,2,5,3,3,3,3,0,0.0,dissatisfied,Churn
61318,54002,Female,Loyal Customer,15,Personal Travel,Business,196,1,4,1,2,3,1,3,3,5,4,5,3,4,3,3,0.0,dissatisfied,Churn
45627,91375,Female,Loyal Customer,42,Personal Travel,Eco,1399,3,5,3,1,2,3,5,3,3,3,5,3,3,4,0,23.0,dissatisfied,Churn
73172,123260,Female,Loyal Customer,70,Personal Travel,Eco,1164,3,5,3,1,4,3,5,4,4,3,2,4,4,3,1,0.0,dissatisfied,Churn
6038,60310,Male,disloyal Customer,26,Business travel,Eco,250,4,0,4,4,4,3,3,3,4,3,4,3,2,3,155,153.0,dissatisfied,Not Churn
67590,139383,Female,Loyal Customer,28,Personal Travel,Eco,1744,2,4,2,3,4,2,4,4,3,2,4,3,4,4,0,0.0,dissatisfied,Churn
7082,43201,Male,Loyal Customer,17,Personal Travel,Eco,101,4,4,4,3,3,4,3,3,2,2,3,3,3,3,0,0.0,dissatisfied,Churn
94239,47030,Female,Loyal Customer,65,Personal Travel,Eco,1211,4,4,4,1,1,3,1,1,1,4,1,3,1,4,59,63.0,dissatisfied,Churn
48908,14215,Female,disloyal Customer,27,Business travel,Business,290,2,2,2,3,4,2,5,4,2,5,2,4,3,4,0,0.0,dissatisfied,Churn
94464,117623,Male,Loyal Customer,40,Personal Travel,Eco,283,1,5,2,3,1,2,1,1,4,5,5,4,5,1,5,0.0,dissatisfied,Churn
83725,101683,Female,Loyal Customer,45,Personal Travel,Eco Plus,223,2,1,2,3,4,2,3,2,2,2,2,2,2,2,0,5.0,dissatisfied,Not Churn
69824,121621,Female,Loyal Customer,39,Business travel,Business,283,1,5,5,5,2,3,4,1,1,1,1,2,1,1,5,10.0,dissatisfied,Churn
86838,13832,Female,Loyal Customer,13,Personal Travel,Eco,968,1,5,1,4,3,1,3,3,3,2,4,3,5,3,37,24.0,dissatisfied,Not Churn
54152,116487,Male,Loyal Customer,24,Personal Travel,Eco,436,2,2,3,4,5,3,3,5,2,1,4,4,4,5,26,18.0,dissatisfied,Not Churn
65438,116118,Male,Loyal Customer,45,Personal Travel,Eco,842,3,5,3,2,5,3,5,5,4,5,5,3,4,5,0,0.0,dissatisfied,Churn
65262,133117,Male,Loyal Customer,16,Business travel,Eco,599,1,3,3,3,1,1,1,1,1,3,4,4,4,1,0,0.0,dissatisfied,Churn
76341,90805,Male,Loyal Customer,46,Personal Travel,Eco,1299,1,4,1,5,2,1,2,2,3,4,5,3,4,2,85,86.0,dissatisfied,Churn
27503,96497,Female,disloyal Customer,44,Business travel,Business,356,3,2,2,2,4,3,4,4,5,2,4,4,4,4,0,0.0,dissatisfied,Churn
41643,109073,Female,Loyal Customer,62,Personal Travel,Eco,1290,2,5,2,3,5,3,5,2,2,2,2,3,2,3,20,21.0,dissatisfied,Churn
95193,129458,Female,Loyal Customer,50,Personal Travel,Eco,356,2,4,2,4,5,4,5,4,4,2,4,3,4,3,0,0.0,dissatisfied,Churn
77620,73769,Female,Loyal Customer,28,Personal Travel,Eco,337,3,4,3,1,3,3,3,3,4,4,5,5,4,3,31,29.0,dissatisfied,Churn
94908,72993,Male,Loyal Customer,51,Business travel,Eco Plus,1726,2,3,3,3,2,2,2,2,1,5,4,4,3,2,0,0.0,dissatisfied,Churn
55906,19370,Female,Loyal Customer,34,Business travel,Business,2750,4,2,2,2,5,3,4,4,4,4,4,1,4,2,0,1.0,dissatisfied,Churn
61002,38347,Male,Loyal Customer,22,Business travel,Eco,363,3,2,3,2,3,3,3,3,4,3,4,4,4,3,0,2.0,dissatisfied,Not Churn
67369,131814,Male,Loyal Customer,62,Personal Travel,Eco,290,1,4,1,2,1,1,1,1,3,2,5,4,1,1,0,0.0,dissatisfied,Not Churn
67903,60387,Male,Loyal Customer,25,Business travel,Business,337,2,2,2,2,2,2,2,2,3,2,4,4,3,2,28,19.0,dissatisfied,Churn
5433,68900,Male,Loyal Customer,19,Personal Travel,Eco,403,2,4,5,2,2,5,1,2,4,4,4,3,4,2,0,0.0,dissatisfied,Churn
13978,38100,Female,Loyal Customer,44,Business travel,Business,680,2,1,1,1,2,3,3,2,2,2,2,4,2,1,0,0.0,dissatisfied,Churn
11975,91492,Male,Loyal Customer,32,Personal Travel,Eco,196,2,4,0,3,1,0,1,1,3,3,4,3,4,1,2,3.0,dissatisfied,Churn
67283,48294,Female,Loyal Customer,41,Business travel,Business,1249,3,2,2,2,1,3,4,3,3,2,3,4,3,1,0,0.0,dissatisfied,Churn
31084,136435,Male,Loyal Customer,44,Business travel,Eco,507,1,0,0,4,1,1,1,1,3,2,4,1,4,1,0,0.0,dissatisfied,Churn
43022,74337,Male,Loyal Customer,58,Business travel,Business,919,2,5,5,5,1,3,3,2,2,2,2,1,2,4,0,0.0,dissatisfied,Churn
28728,80242,Male,Loyal Customer,52,Personal Travel,Eco,1514,1,4,1,4,2,1,4,2,1,2,4,3,4,2,100,64.0,dissatisfied,Churn
27008,15312,Male,disloyal Customer,25,Business travel,Business,502,3,0,3,5,2,3,2,2,3,3,4,5,5,2,0,0.0,dissatisfied,Not Churn
84567,80251,Female,Loyal Customer,27,Business travel,Eco Plus,1514,1,1,1,1,1,1,1,1,4,5,3,4,4,1,0,0.0,dissatisfied,Churn
1086,114934,Male,Loyal Customer,58,Personal Travel,Eco Plus,369,1,2,2,3,3,2,3,3,2,2,3,2,2,3,8,0.0,dissatisfied,Not Churn
26310,38981,Male,Loyal Customer,31,Personal Travel,Eco,2541,3,2,3,3,3,3,3,3,1,3,2,2,3,3,0,,dissatisfied,Churn
95928,99691,Female,disloyal Customer,21,Business travel,Eco,1377,3,4,4,4,2,3,2,2,3,3,3,4,5,2,5,0.0,dissatisfied,Churn
28204,40570,Female,Loyal Customer,25,Business travel,Eco Plus,826,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0.0,dissatisfied,Churn
10854,102826,Male,Loyal Customer,80,Business travel,Eco,447,3,4,4,4,3,3,3,3,1,1,1,3,1,3,0,0.0,dissatisfied,Churn
94722,81549,Female,disloyal Customer,21,Business travel,Eco,733,2,2,2,3,2,2,2,1,4,4,4,2,3,2,106,145.0,dissatisfied,Churn
39576,99733,Male,Loyal Customer,35,Business travel,Eco,151,2,2,5,5,2,2,2,2,1,1,3,3,4,2,0,0.0,dissatisfied,Not Churn
73158,101796,Female,Loyal Customer,32,Personal Travel,Eco,859,3,4,3,1,3,3,3,3,5,5,5,4,5,3,76,70.0,dissatisfied,Not Churn
80940,118274,Male,Loyal Customer,68,Business travel,Eco Plus,611,2,2,5,5,2,2,2,2,1,5,4,4,3,2,0,0.0,dissatisfied,Churn
78214,79778,Female,Loyal Customer,15,Personal Travel,Eco,1089,3,5,3,5,4,3,2,4,3,5,2,2,1,4,1,0.0,dissatisfied,Churn
24825,38709,Male,Loyal Customer,43,Personal Travel,Eco,763,2,5,3,1,4,3,4,4,1,3,2,4,4,4,0,0.0,dissatisfied,Churn
18119,70862,Male,Loyal Customer,19,Personal Travel,Eco,862,3,5,3,5,3,3,2,3,5,3,4,3,4,3,110,97.0,dissatisfied,Churn
98722,124059,Female,Loyal Customer,70,Personal Travel,Eco,414,1,4,1,3,3,4,3,5,5,1,4,5,5,3,0,0.0,dissatisfied,Churn
17774,118289,Male,disloyal Customer,23,Business travel,Eco,825,4,4,4,3,4,4,4,3,2,5,4,4,4,4,257,246.0,dissatisfied,Churn
68406,135567,Female,disloyal Customer,29,Business travel,Eco Plus,1149,2,2,2,3,4,2,4,4,4,4,3,4,3,4,0,15.0,dissatisfied,Churn
