,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
54637,56117,Female,Loyal Customer,26,Personal Travel,Eco,257,3,4,0,3,5,0,5,5,1,1,3,4,4,5,11,4.0,dissatisfied,Churn
39562,59751,Female,Loyal Customer,53,Business travel,Business,122,3,5,5,5,5,4,3,2,2,2,3,2,2,1,74,65.0,dissatisfied,Churn
43721,32982,Male,Loyal Customer,60,Personal Travel,Eco,305,4,3,4,4,1,4,1,1,4,1,3,3,3,1,0,0.0,dissatisfied,Churn
61298,110386,Male,Loyal Customer,64,Personal Travel,Eco,758,2,3,2,2,4,2,4,4,4,3,2,2,2,4,10,0.0,dissatisfied,Not Churn
24423,86967,Male,Loyal Customer,30,Personal Travel,Eco,985,2,3,1,4,5,1,5,5,2,2,3,1,4,5,11,5.0,dissatisfied,Churn
77692,18757,Male,Loyal Customer,25,Personal Travel,Eco Plus,762,1,1,1,2,3,1,3,3,3,4,3,1,2,3,0,0.0,dissatisfied,Churn
40224,76059,Female,Loyal Customer,9,Personal Travel,Eco,1303,2,5,2,5,1,2,1,1,5,2,4,3,4,1,2,0.0,dissatisfied,Churn
44439,47183,Male,Loyal Customer,15,Personal Travel,Eco,216,4,5,0,3,2,0,2,2,5,2,4,5,5,2,0,1.0,dissatisfied,Churn
100350,111528,Male,Loyal Customer,46,Business travel,Business,3859,1,5,5,5,4,4,4,1,1,2,1,3,1,2,1,1.0,dissatisfied,Not Churn
102214,71964,Female,Loyal Customer,21,Personal Travel,Eco,200,2,5,0,4,4,0,4,4,4,1,2,2,5,4,20,0.0,dissatisfied,Churn
38961,122675,Female,Loyal Customer,33,Personal Travel,Eco,1728,2,5,2,3,4,2,4,4,3,4,3,3,1,4,79,61.0,dissatisfied,Churn
79789,48522,Female,Loyal Customer,69,Personal Travel,Eco,1189,2,2,2,4,5,2,3,2,2,2,1,4,2,3,9,16.0,dissatisfied,Churn
71891,78649,Female,Loyal Customer,31,Business travel,Eco,1212,3,3,3,3,3,3,3,3,3,3,2,4,3,3,0,0.0,dissatisfied,Churn
46415,143281,Male,Loyal Customer,67,Personal Travel,Eco,236,4,4,4,3,2,4,2,2,3,5,5,5,4,2,0,0.0,dissatisfied,Churn
59789,107317,Male,Loyal Customer,50,Business travel,Business,1124,3,1,1,1,3,2,2,3,3,3,3,1,3,2,0,0.0,dissatisfied,Not Churn
26415,37476,Female,Loyal Customer,57,Personal Travel,Eco,223,2,4,2,1,3,5,4,5,5,2,5,3,5,5,0,0.0,dissatisfied,Churn
46116,108522,Male,disloyal Customer,21,Business travel,Eco,496,3,4,3,4,2,3,2,2,4,4,4,3,5,2,0,0.0,dissatisfied,Churn
55407,66697,Male,Loyal Customer,22,Personal Travel,Eco,425,2,4,2,4,3,2,3,3,1,3,4,4,3,3,0,1.0,dissatisfied,Churn
31040,72360,Female,Loyal Customer,42,Business travel,Business,2248,3,3,3,3,1,3,4,3,3,3,3,4,3,1,0,0.0,dissatisfied,Churn
86986,36582,Male,disloyal Customer,37,Business travel,Eco,238,3,3,3,3,3,1,4,4,5,4,3,4,3,4,163,198.0,dissatisfied,Churn
71650,100564,Male,Loyal Customer,56,Personal Travel,Eco,356,1,4,2,4,2,2,4,2,2,1,4,3,5,2,0,21.0,dissatisfied,Churn
100138,59001,Female,Loyal Customer,7,Personal Travel,Eco,67,1,4,1,1,2,1,4,2,4,3,4,5,5,2,7,0.0,dissatisfied,Churn
23663,66618,Female,disloyal Customer,30,Business travel,Business,493,4,4,4,1,1,4,1,1,2,2,1,2,2,1,0,0.0,dissatisfied,Not Churn
26491,119284,Male,disloyal Customer,21,Business travel,Eco,314,3,1,3,4,3,3,3,3,1,2,4,3,4,3,0,0.0,dissatisfied,Churn
50149,64656,Male,Loyal Customer,52,Business travel,Eco,308,2,3,3,3,3,2,3,3,3,5,3,1,4,3,5,0.0,dissatisfied,Not Churn
46859,19876,Male,Loyal Customer,31,Personal Travel,Eco,588,3,4,3,1,5,3,5,5,3,5,5,4,5,5,0,0.0,dissatisfied,Churn
20656,111195,Male,Loyal Customer,35,Personal Travel,Eco,994,3,5,3,3,2,3,2,2,5,3,5,4,5,2,66,35.0,dissatisfied,Not Churn
67229,115204,Male,Loyal Customer,48,Personal Travel,Eco,377,2,4,3,3,5,3,5,5,3,2,4,3,4,5,0,7.0,dissatisfied,Churn
52577,105986,Female,Loyal Customer,39,Business travel,Business,599,1,2,2,2,1,2,2,1,1,1,1,3,1,2,11,9.0,dissatisfied,Churn
19747,119340,Female,Loyal Customer,70,Personal Travel,Eco,255,2,4,0,3,4,5,5,4,4,0,4,4,4,4,21,19.0,dissatisfied,Churn
89994,35858,Male,disloyal Customer,42,Business travel,Eco Plus,331,3,3,3,2,3,3,3,3,1,5,3,5,5,3,90,95.0,dissatisfied,Churn
27470,76861,Male,disloyal Customer,21,Business travel,Eco,721,3,3,3,3,4,3,4,4,2,5,2,4,4,4,1,2.0,dissatisfied,Churn
70586,91510,Female,Loyal Customer,10,Personal Travel,Eco,2994,1,2,1,3,1,3,3,3,2,4,3,3,1,3,0,7.0,dissatisfied,Churn
891,67529,Male,Loyal Customer,58,Personal Travel,Eco,589,4,1,4,4,4,4,4,4,1,3,4,2,4,4,29,17.0,dissatisfied,Churn
57091,77997,Female,Loyal Customer,37,Personal Travel,Eco,853,1,4,1,2,5,1,5,5,3,2,5,4,5,5,0,23.0,dissatisfied,Churn
63188,127642,Male,disloyal Customer,36,Business travel,Business,258,4,4,4,4,4,4,4,4,5,4,5,5,4,4,16,6.0,dissatisfied,Churn
62081,111307,Male,Loyal Customer,26,Personal Travel,Eco,883,3,2,3,4,3,3,3,3,4,1,4,3,3,3,4,7.0,dissatisfied,Churn
19570,103844,Male,disloyal Customer,23,Business travel,Eco,950,2,2,2,3,5,2,5,5,4,2,5,4,4,5,0,0.0,dissatisfied,Churn
74115,90990,Male,Loyal Customer,31,Personal Travel,Eco,516,4,4,4,4,3,4,5,3,4,3,4,2,4,3,0,0.0,dissatisfied,Churn
32846,124053,Female,disloyal Customer,28,Business travel,Eco Plus,680,1,1,1,3,5,1,5,5,4,3,2,3,3,5,0,0.0,dissatisfied,Churn
29385,89944,Male,Loyal Customer,21,Business travel,Business,3379,1,2,3,3,1,1,1,1,1,3,4,1,3,1,0,0.0,dissatisfied,Churn
54256,34554,Male,Loyal Customer,17,Business travel,Business,2234,2,5,5,5,2,1,2,2,2,5,3,2,3,2,0,0.0,dissatisfied,Not Churn
5611,121987,Male,Loyal Customer,37,Business travel,Business,405,1,1,2,1,4,3,3,1,1,2,1,1,1,4,50,49.0,dissatisfied,Churn
95835,45007,Male,disloyal Customer,34,Business travel,Eco,464,2,1,2,3,5,2,2,5,1,1,3,4,3,5,83,94.0,dissatisfied,Churn
37608,127003,Female,Loyal Customer,16,Business travel,Business,2843,3,3,2,3,3,3,3,3,3,5,3,4,4,3,17,26.0,dissatisfied,Churn
28585,110394,Male,Loyal Customer,27,Personal Travel,Eco,758,1,4,1,5,4,1,4,4,3,2,5,3,5,4,1,1.0,dissatisfied,Churn
26049,140518,Female,Loyal Customer,29,Business travel,Business,1757,3,3,3,3,3,3,3,3,1,4,2,3,2,3,0,0.0,dissatisfied,Churn
10886,70711,Male,Loyal Customer,33,Business travel,Business,719,3,3,2,3,3,3,3,3,1,2,3,3,4,3,0,0.0,dissatisfied,Churn
23702,69820,Female,Loyal Customer,29,Personal Travel,Eco,991,1,1,1,2,5,1,5,5,3,4,2,2,3,5,0,0.0,dissatisfied,Not Churn
102231,121383,Female,Loyal Customer,70,Personal Travel,Eco Plus,395,3,2,3,4,5,4,3,3,3,3,3,1,3,3,0,0.0,dissatisfied,Churn
98819,29003,Female,disloyal Customer,36,Business travel,Eco,419,1,1,1,3,3,1,3,3,2,3,4,1,4,3,0,0.0,dissatisfied,Not Churn
84834,88386,Female,disloyal Customer,33,Business travel,Business,641,3,3,3,3,1,3,1,1,5,4,5,5,5,1,73,60.0,dissatisfied,Churn
89491,126976,Female,disloyal Customer,50,Business travel,Business,672,3,4,4,3,2,3,2,2,4,2,5,3,4,2,0,0.0,dissatisfied,Churn
15917,61832,Female,Loyal Customer,46,Personal Travel,Eco,590,2,4,2,3,5,4,3,3,3,2,3,5,3,5,0,0.0,dissatisfied,Not Churn
63586,111733,Female,Loyal Customer,29,Business travel,Eco Plus,587,1,2,2,2,1,1,1,1,4,1,3,2,3,1,1,0.0,dissatisfied,Churn
100895,61620,Female,Loyal Customer,53,Business travel,Business,501,2,4,4,4,4,4,4,2,2,2,2,2,2,1,0,1.0,dissatisfied,Churn
66454,104885,Male,Loyal Customer,22,Business travel,Business,3879,3,2,2,2,3,3,3,3,3,1,4,4,3,3,45,49.0,dissatisfied,Churn
8871,137550,Female,Loyal Customer,33,Personal Travel,Eco,600,2,4,1,1,3,1,3,3,4,4,4,4,5,3,0,0.0,dissatisfied,Churn
30983,97670,Male,Loyal Customer,28,Personal Travel,Eco,1124,3,5,3,2,2,3,4,2,3,5,3,5,5,2,6,0.0,dissatisfied,Churn
101755,137450,Female,disloyal Customer,26,Business travel,Eco,600,3,2,2,3,4,2,4,4,1,5,3,3,4,4,0,0.0,dissatisfied,Churn
39773,60089,Female,Loyal Customer,47,Business travel,Business,2614,1,3,3,3,4,3,4,1,1,1,1,2,1,2,9,11.0,dissatisfied,Churn
23122,105658,Female,Loyal Customer,58,Personal Travel,Eco Plus,581,3,5,3,2,2,4,5,5,5,3,5,4,5,4,0,0.0,dissatisfied,Not Churn
67820,21510,Female,disloyal Customer,27,Business travel,Eco,130,4,2,4,3,3,4,4,3,3,4,2,1,2,3,32,41.0,dissatisfied,Churn
14480,58323,Male,disloyal Customer,35,Business travel,Eco,802,1,2,2,3,4,2,4,4,3,4,3,1,4,4,48,50.0,dissatisfied,Churn
3652,85148,Male,Loyal Customer,16,Business travel,Business,3262,2,3,1,3,2,2,2,2,4,3,4,2,3,2,77,70.0,dissatisfied,Churn
51588,53814,Male,Loyal Customer,26,Business travel,Business,3454,3,5,5,5,3,3,3,3,1,4,2,1,3,3,108,92.0,dissatisfied,Churn
16332,84584,Female,Loyal Customer,31,Business travel,Business,852,5,1,3,1,5,4,5,5,4,2,3,3,4,5,0,0.0,dissatisfied,Churn
48405,113967,Female,Loyal Customer,69,Personal Travel,Eco,1050,2,5,3,5,3,5,4,2,2,3,4,3,2,5,0,0.0,dissatisfied,Churn
53630,95375,Male,disloyal Customer,28,Business travel,Business,931,1,2,2,2,4,2,4,4,3,4,5,3,5,4,0,0.0,dissatisfied,Churn
44174,108408,Male,Loyal Customer,69,Personal Travel,Business,677,2,5,3,5,4,4,5,4,4,3,1,3,4,3,3,11.0,dissatisfied,Churn
55090,89866,Female,disloyal Customer,44,Business travel,Business,337,2,1,1,3,3,2,3,3,3,2,5,3,5,3,0,0.0,dissatisfied,Churn
16429,32056,Male,Loyal Customer,59,Personal Travel,Eco,382,2,5,2,1,1,2,1,1,5,3,5,3,4,1,0,0.0,dissatisfied,Churn
60305,110729,Female,Loyal Customer,12,Personal Travel,Business,436,3,5,3,3,5,3,5,5,5,3,4,5,5,5,4,0.0,dissatisfied,Not Churn
79006,22865,Female,disloyal Customer,25,Business travel,Eco,109,2,2,2,4,1,2,1,1,4,4,4,1,3,1,3,8.0,dissatisfied,Not Churn
98858,118970,Male,Loyal Customer,8,Personal Travel,Eco,641,3,5,3,3,4,3,4,4,5,2,5,4,5,4,81,68.0,dissatisfied,Churn
17712,14476,Female,Loyal Customer,10,Personal Travel,Eco Plus,227,1,4,1,2,1,1,1,1,4,4,4,3,5,1,39,56.0,dissatisfied,Not Churn
37126,26169,Male,Loyal Customer,47,Personal Travel,Eco,912,1,4,2,3,2,2,2,2,3,3,4,3,5,2,62,36.0,dissatisfied,Churn
18079,48587,Male,disloyal Customer,29,Business travel,Eco,96,3,2,3,3,2,3,2,2,4,2,4,2,4,2,3,15.0,dissatisfied,Not Churn
46086,120532,Female,Loyal Customer,24,Personal Travel,Eco,471,3,2,3,4,2,3,5,2,3,1,3,3,4,2,6,0.0,dissatisfied,Churn
93057,57600,Female,disloyal Customer,36,Business travel,Eco,387,2,1,2,3,3,2,2,3,2,4,3,4,3,3,0,0.0,dissatisfied,Churn
23917,120308,Female,Loyal Customer,45,Business travel,Eco,499,4,2,2,2,2,3,3,4,4,4,4,4,4,4,0,12.0,dissatisfied,Churn
41924,40422,Female,Loyal Customer,47,Personal Travel,Business,406,3,5,3,3,3,4,5,5,5,3,5,3,5,5,49,40.0,dissatisfied,Churn
61931,93526,Male,Loyal Customer,58,Personal Travel,Eco Plus,1990,3,4,3,2,4,3,4,4,3,1,3,5,4,4,8,7.0,dissatisfied,Churn
13133,134582,Female,Loyal Customer,62,Business travel,Business,1176,4,3,3,3,1,4,4,4,4,4,4,4,4,4,7,14.0,dissatisfied,Churn
53790,111639,Female,disloyal Customer,21,Business travel,Business,347,1,3,1,4,5,1,3,5,2,1,4,3,4,5,0,0.0,dissatisfied,Churn
92572,137896,Female,Loyal Customer,17,Personal Travel,Eco,1773,1,3,1,4,5,1,5,5,1,5,4,1,4,5,0,34.0,dissatisfied,Churn
50763,85343,Male,Loyal Customer,54,Business travel,Eco,802,3,1,3,3,3,3,3,3,1,4,4,1,4,3,28,28.0,dissatisfied,Churn
100504,128167,Female,Loyal Customer,17,Personal Travel,Eco,1363,2,5,2,3,2,2,2,2,5,3,3,5,5,2,0,0.0,dissatisfied,Not Churn
76521,99882,Female,disloyal Customer,27,Business travel,Eco,259,3,4,3,4,2,3,2,2,2,5,4,1,4,2,25,23.0,dissatisfied,Not Churn
64615,102749,Male,Loyal Customer,42,Business travel,Eco,240,3,5,5,5,3,3,3,3,3,2,3,2,3,3,0,0.0,dissatisfied,Churn
90360,94339,Female,Loyal Customer,39,Personal Travel,Eco,1035,4,4,4,3,2,4,2,2,5,4,4,4,4,2,0,0.0,dissatisfied,Churn
47816,126087,Male,Loyal Customer,70,Personal Travel,Eco,1620,4,5,4,4,2,4,2,2,4,4,5,4,4,2,0,0.0,dissatisfied,Churn
61080,27338,Male,Loyal Customer,55,Personal Travel,Eco,374,3,4,3,3,3,2,2,4,3,4,5,2,5,2,202,182.0,dissatisfied,Churn
12820,61278,Male,Loyal Customer,60,Personal Travel,Eco,737,1,4,1,3,2,1,1,2,5,5,5,4,5,2,19,7.0,dissatisfied,Churn
65087,61072,Male,Loyal Customer,57,Personal Travel,Eco Plus,196,3,3,3,1,2,3,3,2,5,1,4,1,3,2,50,45.0,dissatisfied,Churn
25603,38272,Male,Loyal Customer,46,Business travel,Eco,596,2,3,3,3,2,2,2,2,1,2,3,2,3,2,138,115.0,dissatisfied,Not Churn
94112,135813,Female,disloyal Customer,34,Business travel,Business,912,4,4,4,5,4,4,4,4,3,2,4,5,5,4,0,1.0,dissatisfied,Churn
9424,80185,Male,disloyal Customer,34,Business travel,Business,569,1,1,1,5,4,1,4,4,3,3,4,5,4,4,0,0.0,dissatisfied,Churn
73351,119420,Male,Loyal Customer,56,Business travel,Business,220,3,2,2,2,5,3,3,3,3,3,3,2,3,3,43,38.0,dissatisfied,Churn
43835,99481,Male,Loyal Customer,49,Business travel,Eco,874,4,5,5,5,4,4,4,4,1,1,4,3,4,4,27,26.0,dissatisfied,Churn
87985,15388,Female,Loyal Customer,46,Personal Travel,Eco,247,3,4,3,1,5,4,4,3,3,3,3,3,3,4,8,6.0,dissatisfied,Churn
93905,44517,Male,Loyal Customer,55,Personal Travel,Eco Plus,571,3,5,3,3,2,3,2,2,4,4,4,4,5,2,0,0.0,dissatisfied,Churn
101868,127919,Male,Loyal Customer,58,Personal Travel,Eco,223,1,4,1,2,2,1,2,2,4,5,5,4,4,2,0,3.0,dissatisfied,Churn
86951,31447,Male,Loyal Customer,55,Business travel,Business,926,3,1,1,1,4,3,3,3,3,3,3,3,3,1,0,0.0,dissatisfied,Churn
64618,22472,Female,Loyal Customer,56,Business travel,Business,125,2,2,2,2,4,3,3,2,2,2,2,1,2,1,0,1.0,dissatisfied,Churn
26610,20957,Female,Loyal Customer,59,Business travel,Business,1524,3,5,5,5,5,4,4,3,3,3,3,1,3,1,0,0.0,dissatisfied,Churn
33269,112496,Male,disloyal Customer,21,Business travel,Eco,327,4,0,4,4,4,4,4,4,5,2,3,5,4,4,0,0.0,dissatisfied,Churn
88844,121485,Female,disloyal Customer,55,Business travel,Eco,268,3,1,3,2,1,3,1,1,3,2,1,2,2,1,0,0.0,dissatisfied,Churn
97497,107909,Male,Loyal Customer,25,Business travel,Eco,704,3,1,3,1,3,3,3,3,1,5,3,1,4,3,0,0.0,dissatisfied,Churn
82485,143979,Male,disloyal Customer,34,Business travel,Business,337,2,2,2,2,4,2,4,4,5,5,5,3,4,4,0,0.0,dissatisfied,Churn
59520,33170,Male,Loyal Customer,21,Business travel,Business,2676,3,1,2,1,3,3,3,3,1,2,3,3,2,3,0,0.0,dissatisfied,Churn
23073,64949,Male,Loyal Customer,9,Personal Travel,Eco,109,1,0,1,2,5,1,5,5,3,1,5,5,3,5,9,14.0,dissatisfied,Churn
37090,113879,Female,Loyal Customer,33,Business travel,Business,2831,4,5,5,5,2,3,3,4,4,4,4,1,4,3,0,0.0,dissatisfied,Not Churn
65223,131448,Male,Loyal Customer,31,Personal Travel,Eco,304,1,5,1,1,4,1,4,4,5,3,5,3,5,4,6,0.0,dissatisfied,Churn
16203,23047,Male,Loyal Customer,44,Business travel,Eco Plus,280,2,3,3,3,2,2,2,2,1,2,4,4,4,2,12,11.0,dissatisfied,Churn
2035,81367,Male,Loyal Customer,58,Business travel,Eco,1017,1,4,4,4,1,1,1,1,4,1,3,1,4,1,19,0.0,dissatisfied,Churn
36231,32378,Male,Loyal Customer,68,Personal Travel,Eco,488,3,0,3,3,5,3,5,5,3,3,4,3,5,5,81,75.0,dissatisfied,Churn
67297,39537,Male,Loyal Customer,52,Personal Travel,Eco,919,3,4,3,2,4,3,4,4,3,3,5,4,4,4,11,9.0,dissatisfied,Churn
38917,134957,Male,Loyal Customer,43,Business travel,Eco,280,2,4,4,4,2,2,2,2,3,4,3,4,3,2,0,0.0,dissatisfied,Churn
22957,96211,Male,Loyal Customer,67,Personal Travel,Eco Plus,680,3,4,3,4,3,3,3,3,3,1,3,2,5,3,6,4.0,dissatisfied,Churn
87553,120243,Male,Loyal Customer,69,Personal Travel,Eco Plus,1491,1,5,1,2,2,1,2,2,3,3,1,3,2,2,0,0.0,dissatisfied,Churn
100102,42780,Female,Loyal Customer,18,Personal Travel,Eco Plus,1721,3,3,3,3,2,3,2,2,2,4,3,4,3,2,0,0.0,dissatisfied,Churn
36150,109578,Female,Loyal Customer,50,Personal Travel,Eco,677,2,5,2,4,2,5,5,5,5,2,5,4,5,5,42,34.0,dissatisfied,Churn
14061,26593,Male,Loyal Customer,68,Business travel,Eco,253,1,4,4,4,1,1,1,1,1,5,3,1,3,1,54,38.0,dissatisfied,Not Churn
67124,54411,Female,disloyal Customer,23,Business travel,Eco,422,3,5,3,4,5,3,5,5,2,3,3,4,5,5,0,2.0,dissatisfied,Churn
21878,28927,Male,Loyal Customer,44,Business travel,Business,541,2,4,4,4,5,4,3,2,2,2,2,2,2,2,0,13.0,dissatisfied,Churn
90787,52011,Female,Loyal Customer,51,Personal Travel,Eco,1035,4,4,4,3,4,5,5,3,3,4,3,5,3,4,51,61.0,dissatisfied,Churn
57825,85763,Male,Loyal Customer,39,Personal Travel,Eco,867,2,0,2,5,3,2,3,3,3,2,4,5,3,3,0,0.0,dissatisfied,Not Churn
90721,117785,Female,disloyal Customer,20,Business travel,Eco,440,1,1,1,4,4,1,4,4,4,3,4,2,4,4,0,0.0,dissatisfied,Churn
73329,34683,Male,Loyal Customer,15,Personal Travel,Eco Plus,287,2,5,2,1,3,2,3,3,3,4,4,3,5,3,42,25.0,dissatisfied,Churn
76879,79499,Female,disloyal Customer,26,Business travel,Business,190,1,4,2,4,5,2,5,5,5,3,5,3,4,5,27,12.0,dissatisfied,Not Churn
39399,71958,Male,Loyal Customer,59,Personal Travel,Eco,200,2,1,2,4,2,2,2,2,4,2,3,3,3,2,0,0.0,dissatisfied,Churn
6552,65091,Female,Loyal Customer,63,Personal Travel,Eco,86,2,4,0,2,2,5,4,5,5,0,3,4,5,5,0,0.0,dissatisfied,Churn
52768,38003,Male,Loyal Customer,69,Personal Travel,Eco,152,3,4,0,3,5,0,3,5,4,5,4,3,3,5,0,0.0,dissatisfied,Churn
58104,118371,Male,Loyal Customer,41,Business travel,Business,1634,3,5,4,5,3,2,1,3,3,3,3,4,3,4,0,0.0,dissatisfied,Churn
49466,59394,Female,Loyal Customer,28,Personal Travel,Business,177,1,3,1,3,2,1,2,2,4,1,3,1,2,2,0,0.0,dissatisfied,Churn
14707,35189,Female,Loyal Customer,35,Personal Travel,Eco Plus,508,3,4,3,2,2,3,2,2,4,3,5,5,5,2,0,0.0,dissatisfied,Churn
18006,110189,Female,Loyal Customer,62,Personal Travel,Eco,580,3,3,3,4,4,3,4,5,5,3,5,1,5,1,34,25.0,dissatisfied,Not Churn
62004,125699,Female,Loyal Customer,31,Personal Travel,Eco,1050,2,5,2,5,4,2,4,4,4,2,5,4,5,4,0,0.0,dissatisfied,Churn
49632,107933,Female,Loyal Customer,23,Personal Travel,Eco,704,2,5,2,3,1,2,1,1,5,3,5,5,4,1,0,0.0,dissatisfied,Churn
18638,20403,Male,Loyal Customer,32,Business travel,Business,409,1,4,4,4,1,1,1,1,4,4,4,2,4,1,83,125.0,dissatisfied,Churn
13321,116018,Female,Loyal Customer,64,Personal Travel,Eco,986,4,4,4,4,4,2,4,5,2,5,4,4,5,4,134,121.0,dissatisfied,Churn
5152,135632,Female,Loyal Customer,61,Business travel,Business,2384,4,2,2,2,1,4,4,4,4,4,4,4,4,3,0,11.0,dissatisfied,Churn
75522,127342,Male,Loyal Customer,59,Business travel,Business,2536,3,5,1,5,3,3,4,3,3,3,3,2,3,4,13,0.0,dissatisfied,Churn
73224,139080,Male,Loyal Customer,18,Business travel,Business,2861,3,3,3,3,3,3,3,3,2,4,3,1,2,3,36,51.0,dissatisfied,Not Churn
18087,37707,Female,Loyal Customer,43,Personal Travel,Eco Plus,300,1,4,1,3,2,1,3,3,3,1,3,3,3,5,112,98.0,dissatisfied,Churn
86183,127977,Male,Loyal Customer,37,Personal Travel,Eco,226,3,3,3,5,5,3,5,5,3,4,2,1,4,5,0,0.0,dissatisfied,Churn
100292,138548,Female,Loyal Customer,37,Personal Travel,Eco,1916,1,5,1,3,3,1,3,3,5,3,4,3,5,3,12,8.0,dissatisfied,Churn
