,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,churn
92530,80400,Male,disloyal Customer,24,Business travel,Eco,467,1,4,1,4,2,1,2,2,4,1,3,1,4,2,0,1.0,dissatisfied,Churn
40098,122620,Male,Loyal Customer,32,Personal Travel,Eco,867,3,4,3,2,4,3,2,4,4,2,5,1,5,4,0,0.0,dissatisfied,Churn
2880,134439,Female,Loyal Customer,29,Personal Travel,Eco,456,1,5,1,3,2,1,1,2,4,5,5,4,5,2,53,69.0,dissatisfied,Churn
38780,82197,Female,Loyal Customer,55,Personal Travel,Eco,399,2,5,2,2,2,1,1,4,4,5,4,1,4,1,204,199.0,dissatisfied,Churn
12249,148419,Female,Loyal Customer,68,Business travel,Eco Plus,786,1,2,2,2,2,3,4,1,1,1,1,4,1,1,11,0.0,dissatisfied,Churn
74615,180106,Female,Loyal Customer,9,Business travel,Business,1488,2,2,2,2,2,2,2,2,2,2,3,4,4,2,8,15.0,dissatisfied,Not Churn
74853,179394,Male,Loyal Customer,9,Personal Travel,Eco,1107,1,3,1,1,4,1,4,4,2,4,1,3,3,4,16,17.0,dissatisfied,Churn
18549,174861,Male,Loyal Customer,67,Personal Travel,Eco,651,2,2,2,4,5,2,5,5,4,4,3,4,3,5,0,0.0,dissatisfied,Churn
99474,64531,Male,Loyal Customer,51,Personal Travel,Eco,127,1,1,1,3,5,1,5,5,3,2,2,1,2,5,0,0.0,dissatisfied,Churn
58066,100694,Female,Loyal Customer,68,Personal Travel,Eco,833,2,5,2,2,3,5,4,2,2,2,2,3,2,3,0,0.0,dissatisfied,Churn
22723,89829,Male,Loyal Customer,66,Personal Travel,Eco,1097,3,5,3,4,4,3,4,4,5,2,5,5,4,4,0,0.0,dissatisfied,Churn
31919,95462,Male,disloyal Customer,36,Business travel,Business,347,3,4,4,3,5,4,5,5,3,4,4,3,4,5,0,20.0,dissatisfied,Churn
9280,122147,Female,Loyal Customer,59,Business travel,Business,583,3,2,2,2,4,2,2,3,3,3,3,1,3,4,0,7.0,dissatisfied,Not Churn
29398,158463,Female,disloyal Customer,23,Business travel,Eco,551,2,0,2,3,2,2,2,2,5,5,5,5,4,2,0,0.0,dissatisfied,Churn
83094,131937,Male,Loyal Customer,18,Business travel,Business,2187,1,3,3,3,1,1,1,1,1,3,4,1,4,1,0,0.0,dissatisfied,Churn
44883,85191,Female,Loyal Customer,47,Personal Travel,Eco,101,4,3,4,3,1,4,3,4,4,4,4,1,4,5,0,0.0,dissatisfied,Churn
24005,164818,Female,disloyal Customer,25,Business travel,Eco,671,1,0,0,3,1,0,1,1,3,5,4,2,3,1,32,35.0,dissatisfied,Churn
32792,115003,Male,Loyal Customer,46,Business travel,Business,3003,1,3,3,3,5,1,2,1,1,1,1,2,1,4,0,0.0,dissatisfied,Churn
29211,130304,Male,Loyal Customer,42,Business travel,Eco,259,1,1,3,1,1,1,1,1,4,5,2,3,2,1,0,0.0,dissatisfied,Churn
9080,99514,Male,Loyal Customer,45,Business travel,Eco,584,1,1,1,1,1,1,1,1,1,5,4,4,4,1,0,0.0,dissatisfied,Not Churn
16887,126626,Male,Loyal Customer,36,Business travel,Business,1431,2,1,1,1,3,4,4,2,2,3,2,1,2,1,91,86.0,dissatisfied,Churn
90768,117542,Male,Loyal Customer,43,Personal Travel,Eco,2165,3,4,3,4,2,3,2,2,2,5,3,3,4,2,0,0.0,dissatisfied,Churn
3036,53335,Female,Loyal Customer,65,Personal Travel,Eco,229,4,4,4,5,2,5,5,3,3,4,1,4,3,3,0,0.0,dissatisfied,Churn
69508,132784,Female,Loyal Customer,62,Personal Travel,Eco,821,3,1,3,4,1,3,4,3,3,3,3,4,3,4,0,2.0,dissatisfied,Churn
37519,154933,Male,Loyal Customer,16,Personal Travel,Eco,342,3,5,3,3,3,3,3,3,2,2,3,4,4,3,4,0.0,dissatisfied,Not Churn
59085,99668,Female,Loyal Customer,51,Business travel,Eco Plus,599,3,2,5,2,2,3,4,2,2,3,2,1,2,3,1,0.0,dissatisfied,Churn
44885,168892,Male,Loyal Customer,13,Personal Travel,Eco Plus,296,2,4,2,2,5,2,5,5,4,4,3,5,4,5,13,5.0,dissatisfied,Churn
67693,172405,Male,Loyal Customer,49,Business travel,Business,268,1,5,5,5,4,2,2,1,1,1,1,3,1,4,0,8.0,dissatisfied,Churn
29137,81058,Male,Loyal Customer,58,Business travel,Eco,671,3,1,1,1,3,3,3,3,3,1,2,1,2,3,0,0.0,dissatisfied,Churn
94203,82980,Male,Loyal Customer,20,Business travel,Business,1546,3,2,2,2,3,3,3,3,3,1,4,4,3,3,11,8.0,dissatisfied,Churn
1051,179768,Male,Loyal Customer,55,Business travel,Business,2153,2,1,1,1,4,2,3,2,2,2,2,2,2,3,44,43.0,dissatisfied,Churn
56903,57534,Male,Loyal Customer,25,Business travel,Eco Plus,589,4,3,1,3,4,4,4,4,1,1,3,4,4,4,5,7.0,dissatisfied,Churn
76762,148625,Male,Loyal Customer,68,Personal Travel,Eco,436,2,5,2,5,5,2,5,5,4,5,5,5,5,5,110,92.0,dissatisfied,Churn
39826,55045,Female,Loyal Customer,26,Personal Travel,Eco,806,2,5,2,5,1,2,1,1,1,1,1,2,5,1,0,0.0,dissatisfied,Churn
70838,102136,Female,disloyal Customer,38,Business travel,Eco,89,4,4,4,4,3,4,3,3,1,1,3,4,4,3,0,0.0,dissatisfied,Churn
79034,164097,Female,Loyal Customer,67,Personal Travel,Eco,770,2,4,2,3,5,3,3,5,5,2,5,1,5,2,8,26.0,dissatisfied,Churn
35291,136325,Female,Loyal Customer,47,Business travel,Business,2758,4,5,5,5,5,3,2,4,4,4,4,4,4,3,0,7.0,dissatisfied,Churn
96035,77757,Male,Loyal Customer,41,Personal Travel,Eco,526,3,5,3,2,2,3,5,2,4,5,5,4,5,2,7,0.0,dissatisfied,Not Churn
27972,174387,Male,Loyal Customer,39,Personal Travel,Eco,544,4,5,4,4,2,4,2,2,5,3,2,1,2,2,2,15.0,dissatisfied,Churn
68906,146603,Female,Loyal Customer,38,Business travel,Eco,192,3,3,3,3,3,3,3,3,4,2,4,4,4,3,0,0.0,dissatisfied,Churn
100654,108596,Female,Loyal Customer,53,Personal Travel,Eco,746,3,5,3,4,5,5,4,5,5,3,5,4,5,3,0,9.0,dissatisfied,Churn
81698,162314,Female,disloyal Customer,40,Business travel,Business,588,3,3,3,1,1,3,1,1,3,2,4,5,5,1,11,9.0,dissatisfied,Churn
95646,76147,Male,Loyal Customer,15,Personal Travel,Eco,562,2,4,2,4,1,2,1,1,5,4,4,3,4,1,1,0.0,dissatisfied,Churn
71940,139465,Female,Loyal Customer,47,Business travel,Business,3401,4,2,2,2,3,3,3,4,4,4,4,1,4,4,0,0.0,dissatisfied,Churn
96705,106954,Male,Loyal Customer,58,Business travel,Eco,775,2,2,1,2,2,2,2,2,2,5,4,3,4,2,0,14.0,dissatisfied,Churn
11311,83006,Male,Loyal Customer,34,Personal Travel,Eco,841,4,2,4,4,4,4,3,1,3,4,3,3,4,3,166,174.0,dissatisfied,Churn
95753,124973,Male,Loyal Customer,48,Personal Travel,Eco,700,3,5,3,1,2,3,2,2,3,2,5,3,5,2,0,0.0,dissatisfied,Churn
97600,158306,Male,Loyal Customer,40,Personal Travel,Eco,302,3,1,3,3,2,3,1,2,3,4,3,4,4,2,1,0.0,dissatisfied,Churn
17402,115667,Male,Loyal Customer,70,Personal Travel,Eco Plus,1009,3,2,3,2,1,3,1,1,4,2,2,4,2,1,0,0.0,dissatisfied,Churn
79635,180289,Male,Loyal Customer,64,Personal Travel,Eco,1849,2,2,3,3,2,3,2,2,1,4,3,4,3,2,4,0.0,dissatisfied,Churn
2441,93451,Male,Loyal Customer,16,Personal Travel,Eco,689,1,2,1,2,4,1,4,4,2,2,3,3,2,4,1,0.0,dissatisfied,Churn
93918,152956,Female,Loyal Customer,7,Personal Travel,Eco,711,2,3,2,3,2,2,2,2,1,5,5,3,4,2,80,66.0,dissatisfied,Churn
64495,143669,Female,Loyal Customer,52,Personal Travel,Eco,680,2,5,2,4,5,5,5,1,1,2,1,3,1,5,77,67.0,dissatisfied,Churn
23421,132120,Male,Loyal Customer,59,Personal Travel,Eco,944,1,5,1,3,3,1,2,3,3,2,3,2,2,3,26,10.0,dissatisfied,Churn
19829,88792,Female,Loyal Customer,58,Personal Travel,Eco,1249,2,5,2,2,3,3,4,3,3,2,3,3,3,5,3,57.0,dissatisfied,Churn
18097,138598,Male,Loyal Customer,46,Personal Travel,Eco,762,2,4,2,3,5,2,5,5,4,3,5,3,5,5,17,5.0,dissatisfied,Churn
92839,74774,Female,Loyal Customer,24,Business travel,Business,589,3,5,5,5,3,3,3,3,3,4,2,1,3,3,2,2.0,dissatisfied,Churn
66691,141740,Female,disloyal Customer,30,Business travel,Eco,944,3,3,3,3,1,3,1,1,2,2,4,3,3,1,0,0.0,dissatisfied,Churn
37608,164814,Female,Loyal Customer,16,Business travel,Business,2843,3,3,2,3,3,3,3,3,3,5,3,4,4,3,17,26.0,dissatisfied,Churn
50281,166269,Female,Loyal Customer,29,Business travel,Business,2993,3,5,1,5,3,3,3,3,2,2,4,2,3,3,0,0.0,dissatisfied,Churn
42772,179021,Female,disloyal Customer,22,Business travel,Eco,370,3,4,3,5,2,3,4,2,4,2,4,5,5,2,0,0.0,dissatisfied,Not Churn
27932,66150,Male,Loyal Customer,31,Personal Travel,Eco Plus,1117,1,5,1,3,4,1,4,4,5,3,5,3,4,4,0,0.0,dissatisfied,Churn
100748,135578,Male,Loyal Customer,28,Business travel,Eco,946,2,5,5,5,2,2,2,2,3,3,4,4,3,2,0,13.0,dissatisfied,Churn
65682,162798,Male,Loyal Customer,47,Personal Travel,Eco,945,4,4,4,4,5,4,2,5,4,1,3,1,3,5,0,5.0,dissatisfied,Churn
84357,83700,Male,Loyal Customer,41,Business travel,Business,602,2,3,3,3,4,3,4,2,2,2,2,3,2,2,12,7.0,dissatisfied,Churn
38008,76291,Male,disloyal Customer,30,Business travel,Eco,302,2,5,2,5,4,2,4,4,5,2,1,3,2,4,0,0.0,dissatisfied,Churn
41594,81816,Female,Loyal Customer,69,Personal Travel,Eco,1542,4,5,4,2,3,4,5,5,5,4,5,5,5,4,0,0.0,dissatisfied,Churn
78584,63860,Male,disloyal Customer,39,Business travel,Eco,395,2,2,2,3,3,2,3,3,4,5,3,1,4,3,59,57.0,dissatisfied,Churn
21465,108996,Female,disloyal Customer,36,Business travel,Eco,1038,1,1,1,4,1,3,4,1,1,3,4,4,1,4,6,0.0,dissatisfied,Churn
80372,62356,Male,Loyal Customer,48,Personal Travel,Business,229,3,5,3,2,2,5,5,5,5,3,5,3,5,4,0,0.0,dissatisfied,Not Churn
75393,177040,Male,Loyal Customer,41,Personal Travel,Eco,728,4,2,4,3,2,4,2,2,3,3,2,4,3,2,0,0.0,dissatisfied,Churn
44109,110066,Male,Loyal Customer,15,Personal Travel,Eco,1062,3,4,3,3,3,3,3,3,3,3,4,4,4,3,0,0.0,dissatisfied,Churn
19032,71844,Male,Loyal Customer,62,Personal Travel,Eco,409,3,5,3,1,4,3,4,4,5,2,5,4,4,4,0,0.0,dissatisfied,Churn
46040,140496,Male,Loyal Customer,73,Business travel,Business,2736,1,5,5,5,2,3,2,1,1,1,1,4,1,3,0,0.0,dissatisfied,Churn
91813,106078,Male,Loyal Customer,16,Personal Travel,Eco,1117,3,4,3,2,4,3,4,4,4,3,5,4,5,4,6,0.0,dissatisfied,Churn
75279,107226,Female,Loyal Customer,56,Personal Travel,Eco,1303,3,4,3,2,5,4,4,2,2,3,2,5,2,5,2,0.0,dissatisfied,Churn
11706,120380,Male,Loyal Customer,65,Personal Travel,Eco,631,3,3,3,2,4,3,4,4,2,3,3,1,3,4,0,0.0,dissatisfied,Churn
48846,98627,Female,disloyal Customer,55,Business travel,Eco,125,3,4,3,4,5,3,5,5,2,5,3,1,2,5,60,56.0,dissatisfied,Churn
65424,117163,Female,Loyal Customer,21,Personal Travel,Eco,551,4,5,4,3,2,4,2,2,1,1,3,1,1,2,0,0.0,dissatisfied,Churn
73041,67397,Male,Loyal Customer,60,Personal Travel,Eco,500,4,5,3,3,5,3,5,5,5,3,5,5,5,5,0,8.0,dissatisfied,Churn
26487,131869,Female,disloyal Customer,24,Business travel,Eco,1076,4,5,5,3,3,5,3,3,3,3,5,5,5,3,0,0.0,dissatisfied,Churn
10409,58605,Female,Loyal Customer,69,Personal Travel,Eco,557,2,4,3,3,2,2,5,2,2,3,4,1,2,1,19,23.0,dissatisfied,Churn
19490,107522,Male,Loyal Customer,67,Personal Travel,Eco,1558,2,4,2,4,5,2,5,5,3,3,4,5,4,5,27,13.0,dissatisfied,Churn
103252,65032,Female,disloyal Customer,36,Business travel,Eco,274,2,0,2,4,3,2,3,3,5,2,5,4,3,3,0,0.0,dissatisfied,Churn
77862,102886,Female,Loyal Customer,57,Personal Travel,Eco,308,4,1,4,3,2,4,3,5,5,4,1,2,5,3,0,6.0,dissatisfied,Churn
79794,74662,Female,Loyal Customer,39,Business travel,Business,2930,4,2,2,2,2,3,4,2,2,2,4,2,2,1,7,6.0,dissatisfied,Churn
53890,77004,Male,Loyal Customer,27,Personal Travel,Eco,397,1,5,1,4,1,1,1,1,1,3,2,4,3,1,4,0.0,dissatisfied,Churn
79456,147275,Female,Loyal Customer,52,Personal Travel,Eco,248,4,5,0,3,2,4,5,4,4,0,4,4,4,4,1,2.0,dissatisfied,Churn
50166,166583,Male,disloyal Customer,23,Business travel,Business,446,1,1,1,3,3,1,1,3,2,4,2,2,3,3,66,64.0,dissatisfied,Churn
64866,127555,Female,disloyal Customer,17,Business travel,Eco,1240,2,2,2,4,4,2,4,4,4,4,2,4,3,4,2,0.0,dissatisfied,Churn
37426,158566,Male,Loyal Customer,42,Business travel,Eco,1670,2,1,1,1,2,2,2,2,4,4,3,4,2,2,0,40.0,dissatisfied,Churn
46699,143633,Male,Loyal Customer,60,Personal Travel,Eco Plus,1620,3,5,3,1,1,3,1,1,5,3,4,5,5,1,0,0.0,dissatisfied,Churn
95289,138971,Female,Loyal Customer,56,Personal Travel,Eco,484,4,4,4,4,2,3,3,1,1,4,1,3,1,4,15,10.0,dissatisfied,Churn
52051,104748,Female,Loyal Customer,52,Personal Travel,Eco,160,2,5,0,3,2,2,4,4,4,0,4,4,4,2,0,7.0,dissatisfied,Churn
21515,154679,Female,Loyal Customer,72,Business travel,Eco Plus,223,2,1,1,1,3,4,4,2,2,2,2,2,2,2,16,9.0,dissatisfied,Churn
45440,114724,Male,Loyal Customer,23,Personal Travel,Eco,1846,3,0,3,2,4,3,4,4,4,4,3,4,4,4,0,17.0,dissatisfied,Churn
11843,74027,Male,disloyal Customer,28,Business travel,Eco,503,2,4,2,3,2,2,2,2,3,2,3,4,4,2,0,0.0,dissatisfied,Churn
80180,69714,Male,disloyal Customer,33,Business travel,Eco,196,4,3,4,3,4,4,4,4,4,4,2,3,2,4,0,0.0,dissatisfied,Churn
29165,68989,Male,Loyal Customer,65,Business travel,Eco,746,2,4,1,4,2,2,2,2,4,5,3,1,4,2,0,8.0,dissatisfied,Churn
8562,146283,Female,Loyal Customer,28,Business travel,Business,562,4,2,2,2,4,4,4,4,2,1,3,1,3,4,0,0.0,dissatisfied,Churn
96731,118085,Female,disloyal Customer,21,Business travel,Eco,1372,3,3,3,3,5,3,5,5,3,1,3,1,4,5,10,0.0,dissatisfied,Churn
83562,63264,Female,Loyal Customer,41,Personal Travel,Eco,270,2,2,2,4,2,5,5,1,4,3,3,5,1,5,147,139.0,dissatisfied,Churn
31786,100620,Female,Loyal Customer,12,Business travel,Business,2667,3,2,2,2,3,3,3,3,4,1,4,1,4,3,0,0.0,dissatisfied,Churn
44581,171425,Male,Loyal Customer,30,Personal Travel,Eco,214,3,0,3,1,5,3,3,5,5,4,4,5,5,5,0,0.0,dissatisfied,Churn
96726,130527,Male,disloyal Customer,39,Business travel,Eco,453,1,4,1,4,3,1,3,3,2,4,4,3,4,3,71,70.0,dissatisfied,Churn
99291,136632,Female,Loyal Customer,47,Business travel,Eco,2556,2,4,4,4,4,2,2,2,2,2,2,4,2,4,0,2.0,dissatisfied,Churn
93444,88067,Male,Loyal Customer,35,Business travel,Eco,231,2,4,4,4,2,2,2,2,4,2,4,4,3,2,0,0.0,dissatisfied,Churn
23543,52334,Male,Loyal Customer,35,Personal Travel,Eco,290,3,4,3,1,2,3,2,2,4,3,4,4,5,2,0,24.0,dissatisfied,Churn
13935,152111,Male,disloyal Customer,37,Business travel,Business,220,2,2,2,5,5,2,2,5,3,2,5,5,5,5,3,0.0,dissatisfied,Churn
24073,116237,Female,Loyal Customer,48,Personal Travel,Eco,2288,4,4,3,3,2,4,4,3,3,3,3,2,3,2,0,0.0,dissatisfied,Churn
82928,153615,Female,disloyal Customer,45,Business travel,Eco,345,1,2,1,3,4,1,4,4,4,4,3,2,3,4,85,91.0,dissatisfied,Churn
102459,168760,Female,Loyal Customer,47,Business travel,Eco Plus,296,2,4,4,4,3,3,4,2,2,2,2,2,2,2,25,21.0,dissatisfied,Churn
59591,113091,Male,Loyal Customer,39,Personal Travel,Eco,888,3,3,3,3,2,3,2,2,5,2,4,1,1,2,2,0.0,dissatisfied,Not Churn
44207,113763,Female,Loyal Customer,39,Business travel,Eco,1635,2,2,2,2,2,2,2,2,3,2,3,3,4,2,1,9.0,dissatisfied,Churn
75299,99815,Female,Loyal Customer,9,Personal Travel,Eco,1464,2,5,2,1,4,2,4,4,3,4,4,5,4,4,18,0.0,dissatisfied,Churn
26863,163515,Male,Loyal Customer,42,Personal Travel,Eco,1050,2,5,3,2,5,3,5,5,4,5,5,3,4,5,2,21.0,dissatisfied,Churn
87856,145833,Female,disloyal Customer,27,Business travel,Eco,230,2,0,2,4,1,2,1,1,3,3,3,1,5,1,0,0.0,dissatisfied,Not Churn
15327,128817,Female,Loyal Customer,44,Personal Travel,Eco,547,2,4,2,3,3,3,2,3,3,2,2,4,3,5,0,0.0,dissatisfied,Churn
