,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
41737,211006,Female,Loyal Customer,29,Business travel,Business,2103,2,2,2,2,4,4,4,4,4,2,5,3,4,4,91,65.0,satisfied,Converted
31325,200698,Male,Loyal Customer,55,Business travel,Business,488,3,4,3,3,4,5,4,4,4,4,4,3,4,5,11,15.0,satisfied,Converted
92882,107781,Male,Loyal Customer,46,Business travel,Business,2747,1,1,1,1,5,5,2,4,4,4,4,5,4,3,28,27.0,satisfied,Converted
79550,137448,Female,Loyal Customer,37,Business travel,Business,599,3,3,3,3,5,1,1,4,4,4,4,1,4,5,0,0.0,satisfied,Converted
57923,205070,Male,Loyal Customer,39,Business travel,Business,2446,4,4,3,4,3,5,5,4,4,5,4,4,4,3,60,57.0,satisfied,Converted
29964,193060,Female,Loyal Customer,39,Business travel,Business,317,5,5,5,5,2,5,5,3,3,4,3,4,3,5,0,0.0,satisfied,Converted
28181,96486,Male,Loyal Customer,44,Business travel,Business,315,5,5,3,5,5,4,4,4,4,4,4,5,4,4,69,72.0,satisfied,Converted
26135,157833,Male,Loyal Customer,58,Business travel,Business,1431,4,4,5,4,5,4,4,4,4,4,4,3,4,3,7,11.0,satisfied,Converted
15380,158632,Male,Loyal Customer,33,Personal Travel,Eco,1303,4,4,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,satisfied,Converted
78695,98219,Female,Loyal Customer,47,Business travel,Business,294,2,2,2,2,4,4,5,5,5,4,5,3,5,5,0,0.0,satisfied,Not Converted
59925,203505,Female,Loyal Customer,49,Business travel,Business,414,1,1,3,1,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
58447,112746,Female,Loyal Customer,58,Business travel,Eco,223,5,5,5,5,1,4,3,5,5,5,5,2,5,5,26,20.0,satisfied,Not Converted
62272,144169,Male,Loyal Customer,41,Business travel,Business,1416,2,2,2,2,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
31069,195153,Female,Loyal Customer,47,Business travel,Business,2783,2,2,2,2,3,4,4,4,4,4,4,5,4,3,15,1.0,satisfied,Converted
38562,163730,Male,Loyal Customer,56,Business travel,Business,192,5,5,5,5,2,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
98881,163217,Female,Loyal Customer,27,Business travel,Business,3810,1,1,1,1,5,5,5,5,5,3,4,4,4,5,37,67.0,satisfied,Converted
63018,200174,Male,Loyal Customer,44,Business travel,Business,1741,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,15.0,satisfied,Converted
17988,193462,Female,disloyal Customer,21,Business travel,Eco,1139,5,5,5,3,5,5,5,5,5,3,5,5,2,5,0,0.0,satisfied,Converted
49654,165729,Female,Loyal Customer,71,Business travel,Eco,337,5,4,4,4,4,3,1,5,5,5,5,4,5,4,0,0.0,satisfied,Not Converted
74756,121283,Male,Loyal Customer,40,Business travel,Business,1502,5,5,5,5,1,4,3,4,4,4,4,2,4,4,0,0.0,satisfied,Converted
65531,215478,Male,Loyal Customer,51,Business travel,Business,2416,4,4,4,4,3,4,5,5,5,5,5,5,5,3,67,80.0,satisfied,Not Converted
44333,141340,Male,Loyal Customer,40,Business travel,Eco Plus,373,5,5,1,5,5,5,5,5,4,3,2,5,4,5,0,7.0,satisfied,Converted
30523,154838,Male,Loyal Customer,44,Business travel,Business,1510,1,1,4,1,3,5,4,4,4,4,4,3,4,4,21,20.0,satisfied,Not Converted
18806,138612,Female,Loyal Customer,38,Business travel,Business,916,5,2,5,5,5,4,2,2,2,2,2,2,2,2,0,0.0,satisfied,Converted
17147,195508,Male,Loyal Customer,45,Business travel,Business,2621,1,1,1,1,3,4,4,4,4,4,4,3,4,3,20,8.0,satisfied,Converted
58390,113090,Male,Loyal Customer,53,Business travel,Eco,817,5,2,2,2,5,5,5,5,2,3,4,2,5,5,0,0.0,satisfied,Converted
33541,144623,Female,Loyal Customer,25,Business travel,Business,925,4,4,4,4,4,5,4,4,3,2,3,3,5,4,3,0.0,satisfied,Converted
1928,215730,Male,Loyal Customer,60,Business travel,Business,1587,5,2,5,5,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,Not Converted
69132,203514,Female,Loyal Customer,51,Business travel,Business,414,1,1,1,1,5,5,5,2,2,2,2,3,2,4,127,124.0,satisfied,Converted
59649,147052,Male,Loyal Customer,39,Business travel,Business,2454,2,2,2,2,5,5,5,3,5,4,4,5,3,5,0,0.0,satisfied,Converted
49488,172368,Female,Loyal Customer,21,Business travel,Eco,405,0,3,0,3,5,0,5,5,2,4,4,5,5,5,0,0.0,satisfied,Converted
993,218269,Male,Loyal Customer,60,Business travel,Business,1587,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
12230,213936,Female,Loyal Customer,49,Business travel,Business,3714,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
16473,166139,Male,Loyal Customer,50,Business travel,Business,1822,0,0,0,2,5,5,4,2,2,2,2,3,2,5,0,0.0,satisfied,Not Converted
85757,107905,Female,Loyal Customer,40,Business travel,Eco,1214,4,3,3,3,4,4,4,4,2,2,4,3,1,4,110,,satisfied,Not Converted
60116,196578,Male,Loyal Customer,57,Business travel,Business,1914,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
12912,205190,Male,Loyal Customer,30,Business travel,Business,2115,0,0,0,2,5,5,5,5,3,4,4,4,5,5,2,0.0,satisfied,Converted
60609,117445,Male,Loyal Customer,25,Business travel,Business,954,3,3,3,3,4,4,4,4,2,3,2,1,1,4,0,0.0,satisfied,Converted
69627,187613,Male,Loyal Customer,54,Business travel,Business,484,3,3,3,3,3,5,5,5,5,5,5,5,5,5,0,1.0,satisfied,Converted
33392,195240,Female,Loyal Customer,34,Business travel,Business,3885,0,0,0,3,2,5,4,2,2,2,2,4,2,3,0,0.0,satisfied,Converted
22363,133658,Male,Loyal Customer,24,Business travel,Eco Plus,624,4,4,4,4,4,3,4,5,3,4,2,4,4,4,202,216.0,satisfied,Not Converted
81529,204993,Male,Loyal Customer,58,Business travel,Business,362,3,3,3,3,4,4,4,5,5,5,5,3,5,5,53,51.0,satisfied,Not Converted
53274,178143,Female,Loyal Customer,42,Business travel,Business,2066,5,5,5,5,5,5,5,4,4,4,4,5,4,5,23,10.0,satisfied,Converted
92187,155697,Female,disloyal Customer,24,Business travel,Business,175,5,0,5,2,3,0,4,3,3,2,4,4,5,3,3,0.0,satisfied,Converted
47805,201667,Male,disloyal Customer,38,Business travel,Business,794,2,3,3,2,2,3,2,2,3,4,5,3,5,2,20,14.0,satisfied,Not Converted
20210,90798,Male,Loyal Customer,57,Business travel,Business,2360,5,5,5,5,5,4,4,4,4,4,5,4,4,3,0,0.0,satisfied,Converted
15653,127172,Female,Loyal Customer,31,Business travel,Business,2814,5,5,2,5,4,4,4,4,5,1,1,3,3,4,0,0.0,satisfied,Converted
34992,132967,Male,Loyal Customer,41,Business travel,Eco,328,4,3,3,3,4,4,4,4,5,5,5,2,5,4,0,0.0,satisfied,Not Converted
83584,134770,Female,Loyal Customer,28,Business travel,Eco,160,0,0,0,5,2,0,2,2,4,5,2,5,2,2,11,12.0,satisfied,Converted
30112,183881,Female,Loyal Customer,42,Business travel,Business,368,5,5,5,5,4,4,4,5,5,5,5,3,5,5,17,9.0,satisfied,Not Converted
95456,172010,Male,Loyal Customer,42,Business travel,Business,1516,2,2,2,2,4,4,4,2,2,2,2,4,2,3,8,0.0,satisfied,Converted
31110,181423,Female,Loyal Customer,52,Business travel,Business,223,1,1,1,1,5,5,5,4,4,4,5,4,4,3,4,0.0,satisfied,Converted
59998,193889,Male,Loyal Customer,17,Business travel,Eco Plus,405,5,5,5,5,5,5,4,5,4,3,1,3,3,5,0,0.0,satisfied,Not Converted
90469,135654,Female,Loyal Customer,54,Business travel,Business,2396,3,3,3,3,5,3,2,3,3,3,3,4,3,3,0,0.0,satisfied,Converted
57957,153024,Male,Loyal Customer,29,Business travel,Business,2362,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,6.0,satisfied,Converted
98533,150007,Female,Loyal Customer,38,Business travel,Business,1085,1,1,1,1,3,5,4,4,4,4,4,4,4,5,8,0.0,satisfied,Converted
38710,199112,Male,Loyal Customer,56,Business travel,Business,3320,5,5,5,5,3,4,4,5,5,5,5,4,5,4,45,54.0,satisfied,Converted
46136,184656,Female,Loyal Customer,39,Business travel,Business,2336,5,5,5,5,3,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
78615,207981,Female,Loyal Customer,29,Business travel,Business,2133,4,4,4,4,2,2,2,2,3,5,4,4,4,2,5,0.0,satisfied,Converted
60235,123942,Female,Loyal Customer,36,Business travel,Business,1428,5,5,5,5,1,2,2,5,5,5,5,3,5,2,6,2.0,satisfied,Converted
88868,100516,Female,Loyal Customer,50,Business travel,Business,3777,5,1,5,5,5,4,4,4,4,5,5,4,4,4,47,34.0,satisfied,Converted
79052,186625,Male,Loyal Customer,44,Business travel,Business,444,3,3,3,3,4,5,4,5,5,4,5,5,5,5,5,0.0,satisfied,Converted
96069,176938,Female,Loyal Customer,25,Business travel,Business,1563,5,5,2,5,3,3,3,3,3,2,4,4,4,3,0,0.0,satisfied,Converted
42344,153100,Male,disloyal Customer,23,Business travel,Business,967,4,0,5,1,2,5,2,2,4,4,5,4,4,2,5,2.0,satisfied,Converted
102909,136795,Male,Loyal Customer,18,Business travel,Business,2942,0,3,0,5,4,4,4,4,5,3,1,3,2,4,0,0.0,satisfied,Converted
2866,166189,Female,Loyal Customer,25,Business travel,Business,3003,2,2,2,2,4,4,4,4,4,2,4,5,5,4,0,0.0,satisfied,Converted
23346,142846,Female,disloyal Customer,21,Business travel,Eco,1361,4,4,4,3,1,4,1,1,4,3,4,3,3,1,36,17.0,satisfied,Converted
68015,218350,Male,Loyal Customer,27,Business travel,Business,3122,3,3,3,3,4,4,4,4,5,2,5,4,5,4,1,0.0,satisfied,Not Converted
34881,215669,Female,Loyal Customer,37,Business travel,Business,2432,4,4,4,4,5,5,5,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
71384,182543,Male,Loyal Customer,36,Business travel,Business,1947,4,4,3,4,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
18828,140678,Male,Loyal Customer,52,Personal Travel,Eco,110,0,1,0,3,2,0,2,2,1,5,2,2,3,2,0,7.0,satisfied,Converted
6881,195148,Male,Loyal Customer,60,Business travel,Business,255,3,2,3,3,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,Not Converted
91115,174605,Female,Loyal Customer,29,Business travel,Business,2979,2,2,2,2,4,4,4,4,4,5,5,5,5,4,0,0.0,satisfied,Not Converted
66651,95282,Female,Loyal Customer,52,Business travel,Business,622,3,3,3,3,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
37923,189287,Female,Loyal Customer,36,Business travel,Eco Plus,237,5,5,5,5,5,5,5,5,3,1,5,4,2,5,25,9.0,satisfied,Converted
101238,144973,Male,Loyal Customer,54,Business travel,Business,641,1,1,1,1,4,5,5,5,5,5,5,3,5,5,12,8.0,satisfied,Converted
41739,205122,Female,Loyal Customer,47,Business travel,Business,3415,2,2,2,2,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
28898,142486,Female,Loyal Customer,49,Business travel,Eco,451,5,5,5,5,1,4,4,5,5,5,5,2,5,1,0,0.0,satisfied,Converted
79503,200995,Female,Loyal Customer,46,Business travel,Business,2149,5,5,5,5,3,4,5,4,4,4,4,4,4,4,82,57.0,satisfied,Converted
49280,92441,Male,Loyal Customer,45,Business travel,Business,3362,4,4,3,4,5,5,5,3,3,2,3,5,3,5,264,272.0,satisfied,Converted
16743,182028,Male,Loyal Customer,22,Business travel,Business,2475,2,2,2,2,4,4,4,4,4,3,5,4,4,4,0,10.0,satisfied,Converted
72176,190416,Male,Loyal Customer,44,Business travel,Business,2243,1,1,4,1,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
88171,155906,Female,disloyal Customer,46,Business travel,Business,1061,3,3,3,3,5,3,5,5,3,2,4,3,4,5,0,5.0,satisfied,Converted
1913,137462,Female,Loyal Customer,46,Business travel,Business,3460,4,4,4,4,4,2,2,4,4,5,4,2,4,1,0,0.0,satisfied,Converted
76666,93657,Female,Loyal Customer,42,Business travel,Business,2401,5,5,5,5,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
75918,145831,Male,Loyal Customer,56,Business travel,Business,895,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,5.0,satisfied,Converted
64232,200141,Male,Loyal Customer,55,Business travel,Business,2093,1,1,1,1,4,5,5,4,4,4,4,3,4,5,32,7.0,satisfied,Not Converted
20382,168531,Male,Loyal Customer,34,Personal Travel,Eco,726,0,1,0,3,4,0,4,4,1,1,2,3,2,4,0,0.0,satisfied,Converted
49411,151584,Male,Loyal Customer,39,Business travel,Business,2358,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
54889,90775,Male,disloyal Customer,23,Business travel,Business,229,4,0,4,4,1,4,1,1,5,4,4,5,4,1,0,0.0,satisfied,Converted
10286,104899,Male,Loyal Customer,65,Business travel,Business,463,4,4,1,4,5,1,2,5,5,4,5,5,5,2,0,0.0,satisfied,Not Converted
73243,191133,Female,Loyal Customer,18,Business travel,Business,867,4,4,4,4,5,5,5,5,3,2,5,5,4,5,63,47.0,satisfied,Converted
70637,148996,Male,disloyal Customer,23,Business travel,Eco,888,5,5,5,1,5,5,5,5,3,5,5,4,4,5,0,13.0,satisfied,Converted
102996,189476,Female,Loyal Customer,21,Business travel,Business,1771,3,3,2,3,2,2,2,2,5,2,5,5,5,2,10,11.0,satisfied,Converted
95903,136183,Female,Loyal Customer,26,Business travel,Business,991,1,1,3,1,5,5,5,5,4,3,5,4,5,5,0,0.0,satisfied,Not Converted
51549,107016,Male,Loyal Customer,47,Business travel,Eco,746,4,5,5,5,4,4,4,4,3,2,1,1,1,4,0,0.0,satisfied,Converted
27067,125551,Female,Loyal Customer,46,Business travel,Eco,544,4,3,3,3,4,4,3,4,4,4,4,1,4,2,0,0.0,satisfied,Converted
43651,209139,Female,Loyal Customer,51,Business travel,Business,3475,3,5,3,3,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
22563,97076,Female,Loyal Customer,54,Business travel,Business,588,3,3,3,3,4,5,5,5,5,5,5,4,5,4,1,14.0,satisfied,Converted
82275,115803,Female,Loyal Customer,51,Business travel,Eco,761,4,2,2,2,1,1,4,4,4,4,4,4,4,1,36,13.0,satisfied,Converted
4072,189012,Female,Loyal Customer,60,Business travel,Business,991,1,1,1,1,3,4,4,5,5,5,5,3,5,4,4,0.0,satisfied,Converted
5056,129813,Female,Loyal Customer,41,Business travel,Business,3517,1,1,5,1,4,4,4,5,3,2,4,4,5,4,438,438.0,satisfied,Not Converted
88923,177823,Male,Loyal Customer,8,Personal Travel,Eco,606,5,5,5,1,2,5,2,2,4,5,4,5,5,2,102,97.0,satisfied,Converted
49316,98994,Female,Loyal Customer,59,Business travel,Business,2222,5,2,5,5,5,4,5,3,3,4,3,4,3,3,0,0.0,satisfied,Converted
77393,124052,Male,Loyal Customer,36,Business travel,Eco,636,4,1,1,1,4,4,4,4,4,1,2,3,4,4,0,0.0,satisfied,Converted
98650,218390,Male,Loyal Customer,57,Business travel,Business,2286,2,5,2,2,4,5,4,4,4,4,4,4,4,3,0,1.0,satisfied,Not Converted
12237,197599,Male,Loyal Customer,41,Business travel,Business,1699,2,2,2,2,2,4,4,4,4,4,4,3,4,4,8,20.0,satisfied,Converted
70488,213164,Female,Loyal Customer,46,Business travel,Business,1584,3,3,3,3,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
53148,99116,Female,disloyal Customer,22,Business travel,Eco,325,5,3,5,5,2,5,2,2,1,4,1,4,4,2,81,85.0,satisfied,Converted
63285,216582,Male,disloyal Customer,41,Business travel,Business,1001,4,4,4,2,3,4,3,3,3,3,4,5,4,3,0,10.0,satisfied,Converted
49023,122801,Female,Loyal Customer,43,Business travel,Eco,101,5,4,4,4,2,3,1,5,5,5,5,1,5,1,0,0.0,satisfied,Converted
52500,196975,Male,Loyal Customer,53,Business travel,Business,1733,1,1,1,1,2,4,4,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
7639,168858,Male,Loyal Customer,42,Business travel,Business,1967,3,3,3,3,2,4,5,2,2,2,2,3,2,4,0,8.0,satisfied,Not Converted
57924,120997,Male,Loyal Customer,34,Business travel,Business,1506,2,2,2,2,5,1,1,5,5,4,5,1,5,5,0,0.0,satisfied,Converted
32233,90748,Male,Loyal Customer,23,Business travel,Business,2557,3,3,3,3,5,5,4,5,5,3,4,4,4,5,1,5.0,satisfied,Not Converted
71703,119899,Female,Loyal Customer,56,Business travel,Business,3240,2,2,2,2,5,4,5,4,4,4,5,4,4,4,100,119.0,satisfied,Converted
98318,180591,Male,Loyal Customer,43,Business travel,Business,1897,5,5,4,5,3,5,4,4,4,4,4,3,4,3,14,6.0,satisfied,Converted
58294,178469,Male,Loyal Customer,23,Business travel,Business,1659,3,3,3,3,5,5,5,5,3,3,5,4,4,5,0,0.0,satisfied,Converted
30792,123801,Male,Loyal Customer,60,Business travel,Eco Plus,399,5,4,4,4,5,5,5,5,2,4,3,2,3,5,0,0.0,satisfied,Converted
25619,178027,Female,Loyal Customer,53,Business travel,Business,3105,2,2,2,2,2,4,4,3,3,3,3,5,3,5,8,15.0,satisfied,Not Converted
18959,110255,Female,Loyal Customer,41,Business travel,Eco,416,5,2,2,2,5,5,5,5,4,1,1,4,4,5,10,5.0,satisfied,Converted
20559,138440,Male,disloyal Customer,39,Business travel,Eco,1499,4,4,4,4,4,4,4,4,5,4,4,5,2,4,0,12.0,satisfied,Converted
4835,156782,Male,Loyal Customer,55,Business travel,Business,3295,3,3,3,3,3,5,4,3,3,4,3,5,3,4,23,25.0,satisfied,Not Converted
92003,217035,Male,Loyal Customer,58,Business travel,Business,2296,2,2,2,2,5,3,4,4,4,4,4,3,4,5,0,8.0,satisfied,Converted
85045,131337,Female,Loyal Customer,36,Business travel,Eco,1091,4,4,4,4,4,4,4,4,2,2,2,4,4,4,0,0.0,satisfied,Converted
4594,153321,Female,Loyal Customer,40,Business travel,Business,2068,4,4,3,4,3,5,4,4,4,4,4,5,4,5,2,0.0,satisfied,Converted
77158,167124,Female,Loyal Customer,51,Business travel,Business,422,3,3,3,3,2,5,5,5,5,5,5,5,5,5,0,12.0,satisfied,Converted
55095,91320,Male,Loyal Customer,41,Personal Travel,Eco,247,5,5,5,5,4,5,4,4,3,3,4,3,5,4,0,0.0,satisfied,Converted
7630,134693,Male,Loyal Customer,49,Business travel,Eco Plus,157,4,5,5,5,4,4,4,4,4,2,1,4,1,4,0,0.0,satisfied,Not Converted
68343,208018,Female,Loyal Customer,34,Business travel,Business,2544,0,0,0,5,2,4,4,5,5,5,5,3,5,3,68,72.0,satisfied,Converted
61423,205350,Female,Loyal Customer,35,Business travel,Business,3943,2,2,2,2,4,5,5,3,3,3,3,3,3,3,10,2.0,satisfied,Converted
38903,125371,Female,Loyal Customer,27,Business travel,Business,2486,2,2,2,2,4,4,4,4,4,5,3,1,1,4,0,0.0,satisfied,Converted
7785,199478,Female,Loyal Customer,44,Business travel,Business,1072,1,1,1,1,4,4,5,5,5,5,5,3,5,5,8,0.0,satisfied,Converted
66005,130227,Male,Loyal Customer,45,Business travel,Eco,200,4,4,4,4,4,4,4,4,5,3,1,1,1,4,6,6.0,satisfied,Converted
98951,157527,Male,Loyal Customer,29,Business travel,Business,1832,1,1,1,1,4,5,4,4,4,5,4,5,5,4,1,0.0,satisfied,Converted
27567,186102,Female,Loyal Customer,39,Business travel,Business,2736,5,5,5,5,2,5,4,5,5,5,5,5,5,3,38,36.0,satisfied,Converted
42790,108138,Female,Loyal Customer,75,Business travel,Eco,332,4,1,4,1,2,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
40202,194663,Male,disloyal Customer,29,Business travel,Business,1256,0,0,0,4,1,0,1,1,5,5,4,5,5,1,6,0.0,satisfied,Converted
85426,100348,Male,Loyal Customer,34,Business travel,Business,3415,1,1,1,1,4,4,4,5,2,5,5,4,3,4,144,135.0,satisfied,Converted
56113,117202,Female,Loyal Customer,24,Business travel,Business,1399,5,5,2,5,5,5,5,5,3,5,1,1,3,5,0,0.0,satisfied,Converted
90914,131667,Male,Loyal Customer,23,Business travel,Business,1211,2,2,2,2,4,4,4,4,2,3,5,5,1,4,13,0.0,satisfied,Converted
90142,124835,Female,disloyal Customer,24,Business travel,Eco,209,5,5,5,1,3,5,3,3,1,3,5,2,1,3,12,25.0,satisfied,Converted
96551,104997,Female,Loyal Customer,54,Business travel,Eco,315,5,3,3,3,1,3,1,5,5,5,5,4,5,2,121,127.0,satisfied,Converted
74129,216957,Male,Loyal Customer,54,Business travel,Business,2296,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
92014,191578,Male,Loyal Customer,48,Business travel,Business,1793,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
85168,183031,Female,Loyal Customer,41,Business travel,Business,3039,0,4,0,5,4,5,5,1,1,1,1,5,1,3,45,40.0,satisfied,Not Converted
4961,188966,Female,Loyal Customer,25,Personal Travel,Eco,763,4,3,4,2,3,4,3,3,4,2,3,3,2,3,0,0.0,satisfied,Converted
43795,157496,Male,Loyal Customer,26,Business travel,Business,3766,5,5,5,5,5,5,5,5,5,2,5,4,4,5,0,0.0,satisfied,Not Converted
14264,207951,Female,Loyal Customer,11,Personal Travel,Eco,328,4,4,4,3,2,4,2,2,1,5,3,4,4,2,4,4.0,satisfied,Converted
80443,177376,Male,disloyal Customer,26,Business travel,Business,577,4,4,4,3,3,4,3,3,5,4,4,3,4,3,4,0.0,satisfied,Not Converted
78308,199093,Female,Loyal Customer,26,Business travel,Business,655,1,1,1,1,4,4,4,4,5,3,5,5,4,4,0,0.0,satisfied,Converted
2063,107993,Female,disloyal Customer,26,Business travel,Business,425,0,0,0,1,2,0,2,2,5,5,4,3,4,2,0,0.0,satisfied,Converted
98789,155739,Female,Loyal Customer,28,Business travel,Business,237,5,5,5,5,4,4,4,4,4,4,4,3,5,4,0,0.0,satisfied,Converted
96385,172677,Female,Loyal Customer,51,Business travel,Business,440,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
9067,162961,Male,disloyal Customer,22,Business travel,Business,1013,0,0,0,2,3,0,2,3,4,3,5,4,4,3,0,0.0,satisfied,Converted
22624,104053,Female,Loyal Customer,48,Business travel,Business,192,2,2,2,2,2,2,2,4,4,4,5,2,4,2,0,0.0,satisfied,Converted
31777,189594,Female,disloyal Customer,24,Business travel,Eco,283,5,4,5,2,4,5,4,4,3,3,4,5,4,4,0,0.0,satisfied,Converted
42672,184419,Male,disloyal Customer,26,Business travel,Business,189,0,4,0,2,5,0,5,5,5,2,5,4,5,5,0,0.0,satisfied,Not Converted
85552,171512,Female,disloyal Customer,24,Business travel,Business,874,5,4,5,4,5,5,5,5,4,2,5,3,4,5,0,0.0,satisfied,Not Converted
23837,193385,Female,Loyal Customer,42,Business travel,Business,2678,3,3,3,3,2,5,5,3,3,3,3,4,3,4,6,0.0,satisfied,Converted
50430,215921,Male,disloyal Customer,29,Business travel,Business,992,0,0,0,5,4,0,4,4,4,5,5,5,5,4,10,0.0,satisfied,Converted
61669,102543,Male,Loyal Customer,20,Business travel,Eco,201,5,4,4,4,5,5,5,5,4,3,5,5,1,5,0,5.0,satisfied,Not Converted
39586,157122,Female,Loyal Customer,49,Business travel,Business,964,4,4,4,4,5,4,4,5,5,5,5,4,5,3,1,0.0,satisfied,Converted
58045,193945,Male,Loyal Customer,44,Business travel,Business,1991,2,2,2,2,5,4,5,5,5,5,5,5,5,4,4,0.0,satisfied,Not Converted
87911,138179,Female,Loyal Customer,36,Business travel,Business,2481,4,4,4,4,5,2,5,4,4,4,4,2,4,1,0,1.0,satisfied,Converted
79348,112431,Female,Loyal Customer,50,Business travel,Business,3142,5,3,5,5,2,1,1,5,5,5,4,2,5,2,0,0.0,satisfied,Converted
97310,176700,Male,Loyal Customer,15,Personal Travel,Eco Plus,760,5,5,5,3,4,5,4,4,3,3,5,3,4,4,16,8.0,satisfied,Converted
9350,101961,Male,Loyal Customer,28,Business travel,Business,2680,4,4,4,4,4,5,4,4,5,4,4,4,4,4,1,0.0,satisfied,Converted
2786,182154,Female,Loyal Customer,41,Business travel,Business,1532,4,4,4,4,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
102396,104993,Male,Loyal Customer,24,Business travel,Eco,343,4,4,4,4,4,4,3,4,3,3,5,3,4,4,0,0.0,satisfied,Converted
11361,164489,Male,Loyal Customer,29,Business travel,Business,3883,5,5,5,5,4,5,4,4,3,3,4,5,4,4,0,0.0,satisfied,Converted
69829,201314,Female,Loyal Customer,56,Business travel,Business,1506,4,4,4,4,2,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
86153,166703,Male,Loyal Customer,54,Business travel,Business,1897,4,4,4,4,5,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,Not Converted
22009,211303,Male,Loyal Customer,61,Business travel,Business,1021,2,2,2,2,5,5,5,5,3,3,4,5,1,5,0,11.0,satisfied,Converted
