,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
42972,106334,Male,Loyal Customer,47,Business travel,Business,308,4,4,4,4,5,4,4,5,5,5,5,4,5,3,10,20.0,satisfied,Converted
79414,144675,Male,Loyal Customer,15,Personal Travel,Eco,844,5,4,5,3,4,5,4,4,5,3,5,3,5,4,0,0.0,satisfied,Converted
81563,151954,Male,disloyal Customer,20,Personal Travel,Eco,1416,4,2,4,4,3,4,3,3,1,2,3,3,4,3,0,0.0,satisfied,Converted
60931,174347,Female,Loyal Customer,59,Business travel,Business,3132,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,1.0,satisfied,Converted
66480,177207,Female,Loyal Customer,50,Business travel,Business,591,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
62648,219062,Female,Loyal Customer,47,Business travel,Business,507,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,1.0,satisfied,Not Converted
35824,132406,Female,disloyal Customer,23,Business travel,Eco,187,5,0,5,5,1,5,1,1,4,1,4,4,4,1,9,0.0,satisfied,Converted
51314,147934,Male,Loyal Customer,50,Business travel,Eco Plus,493,4,4,4,4,4,4,4,4,5,2,4,4,1,4,0,0.0,satisfied,Converted
56412,183824,Female,Loyal Customer,53,Business travel,Business,2180,4,4,4,4,2,5,4,5,5,5,5,4,5,4,90,99.0,satisfied,Not Converted
82403,121092,Male,Loyal Customer,28,Business travel,Business,2195,5,5,5,5,4,4,4,4,3,5,4,2,1,4,0,0.0,satisfied,Converted
93849,225567,Male,Loyal Customer,56,Business travel,Business,2764,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
44240,222114,Female,disloyal Customer,39,Business travel,Business,590,4,3,3,3,3,3,3,3,4,4,4,3,5,3,0,0.0,satisfied,Converted
10967,123652,Female,Loyal Customer,43,Personal Travel,Eco,937,5,4,5,4,2,4,4,4,4,4,4,5,4,3,0,4.0,satisfied,Converted
49552,201728,Female,Loyal Customer,57,Business travel,Business,3945,1,1,5,1,3,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
10731,208277,Female,Loyal Customer,63,Personal Travel,Eco,895,4,5,4,4,2,4,5,2,2,4,2,4,2,4,0,0.0,satisfied,Converted
21977,136450,Female,Loyal Customer,52,Business travel,Eco,920,4,1,1,1,3,3,3,4,4,4,4,1,4,4,0,3.0,satisfied,Converted
29864,193355,Female,disloyal Customer,21,Business travel,Business,296,4,2,4,2,1,4,1,1,5,3,5,3,5,1,0,0.0,satisfied,Converted
68451,184017,Female,Loyal Customer,49,Business travel,Business,444,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,3.0,satisfied,Converted
101166,99024,Female,Loyal Customer,26,Personal Travel,Eco Plus,409,4,5,4,2,4,4,4,4,5,3,1,1,2,4,0,0.0,satisfied,Converted
84183,148655,Male,Loyal Customer,41,Business travel,Business,2336,2,2,2,2,1,2,1,5,5,4,5,5,5,4,0,0.0,satisfied,Converted
31313,211468,Female,Loyal Customer,38,Business travel,Business,446,3,3,5,3,3,4,5,4,4,4,4,3,4,4,4,5.0,satisfied,Converted
29851,139847,Male,Loyal Customer,46,Business travel,Business,622,1,1,1,1,4,4,3,4,4,4,4,2,4,5,0,0.0,satisfied,Converted
45465,158527,Male,Loyal Customer,49,Business travel,Business,2457,2,2,2,2,4,3,5,5,5,5,5,3,5,4,2,0.0,satisfied,Not Converted
66848,199362,Male,Loyal Customer,53,Business travel,Business,667,3,2,3,3,2,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
77220,123016,Male,Loyal Customer,23,Business travel,Business,1660,2,2,2,2,5,5,5,5,1,3,3,2,4,5,1,5.0,satisfied,Converted
79786,164147,Male,Loyal Customer,8,Personal Travel,Business,868,4,1,4,3,1,4,1,1,3,5,3,4,4,1,6,0.0,satisfied,Converted
36726,102606,Male,Loyal Customer,58,Business travel,Business,3296,3,3,3,3,2,5,5,5,5,5,5,3,5,3,63,61.0,satisfied,Converted
64208,220654,Male,Loyal Customer,7,Personal Travel,Eco,1276,4,4,4,2,3,4,3,3,3,5,5,4,4,3,0,0.0,satisfied,Converted
19085,161949,Male,Loyal Customer,51,Business travel,Business,1389,1,1,1,1,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied,Converted
63433,197931,Female,Loyal Customer,13,Personal Travel,Eco,1521,0,5,1,3,2,1,2,2,4,5,4,5,4,2,0,0.0,satisfied,Not Converted
43937,189298,Male,Loyal Customer,42,Business travel,Business,2899,2,2,3,2,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
73241,156726,Male,Loyal Customer,57,Business travel,Business,3380,4,4,4,4,3,5,4,5,5,5,5,3,5,4,8,4.0,satisfied,Converted
54968,203277,Female,Loyal Customer,44,Business travel,Business,3519,2,2,2,2,5,4,5,3,3,3,3,3,3,3,45,42.0,satisfied,Converted
37345,158998,Female,Loyal Customer,44,Business travel,Business,948,5,5,5,5,5,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
36248,97169,Male,Loyal Customer,24,Personal Travel,Eco,113,5,1,0,2,1,0,1,1,4,5,2,1,2,1,0,0.0,satisfied,Not Converted
46997,201058,Male,Loyal Customer,60,Business travel,Business,2258,0,0,0,3,3,5,4,3,3,3,3,5,3,3,113,108.0,satisfied,Not Converted
35258,177070,Male,Loyal Customer,55,Business travel,Business,228,4,4,4,4,4,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
28690,127825,Female,Loyal Customer,39,Personal Travel,Eco,862,5,4,5,3,3,5,5,3,2,3,4,2,4,3,3,0.0,satisfied,Converted
50065,155357,Female,disloyal Customer,18,Business travel,Business,1261,5,0,5,1,5,2,2,3,2,3,4,2,5,2,18,39.0,satisfied,Converted
23082,219256,Female,Loyal Customer,28,Business travel,Business,3897,4,4,4,4,4,4,4,4,5,4,5,4,5,4,8,0.0,satisfied,Converted
102496,124751,Male,Loyal Customer,26,Business travel,Business,2466,4,4,4,4,3,4,3,3,1,4,4,4,2,3,0,0.0,satisfied,Converted
12364,198857,Male,Loyal Customer,49,Business travel,Business,3259,4,4,4,4,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
60848,202149,Female,Loyal Customer,60,Business travel,Business,452,5,5,5,5,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
34333,99275,Male,disloyal Customer,24,Business travel,Business,585,5,5,5,4,5,5,5,5,4,4,5,3,5,5,61,64.0,satisfied,Converted
21477,218993,Male,Loyal Customer,64,Personal Travel,Eco,226,0,5,0,5,5,0,5,5,4,5,5,3,5,5,0,0.0,satisfied,Converted
78956,99790,Female,Loyal Customer,37,Business travel,Business,3603,3,3,3,3,4,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
54046,156197,Male,Loyal Customer,30,Business travel,Business,1005,3,3,3,3,5,5,5,5,4,3,5,5,4,5,0,0.0,satisfied,Converted
4665,189010,Male,Loyal Customer,46,Business travel,Business,134,5,5,5,5,3,4,5,4,4,4,4,4,4,3,12,16.0,satisfied,Converted
57919,213985,Male,Loyal Customer,45,Business travel,Business,3801,4,4,4,4,3,4,5,4,4,4,4,3,4,5,11,2.0,satisfied,Converted
39094,175963,Female,Loyal Customer,49,Business travel,Business,3378,2,2,2,2,2,5,5,4,4,4,4,4,4,4,36,42.0,satisfied,Converted
15655,222198,Female,disloyal Customer,24,Business travel,Business,600,5,0,5,3,1,5,1,1,4,2,5,5,4,1,0,0.0,satisfied,Not Converted
55518,225480,Male,Loyal Customer,35,Business travel,Business,2565,3,3,3,3,5,5,5,5,5,5,5,3,5,4,21,0.0,satisfied,Converted
64797,215117,Female,Loyal Customer,47,Personal Travel,Eco,459,4,2,4,3,3,4,3,2,2,4,2,4,2,1,2,,satisfied,Converted
61267,98046,Female,Loyal Customer,60,Business travel,Business,3534,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
11497,217269,Male,disloyal Customer,22,Business travel,Business,2402,4,1,4,1,2,4,2,2,3,3,3,3,5,2,0,0.0,satisfied,Converted
91023,180469,Female,Loyal Customer,26,Business travel,Business,2709,2,2,2,2,5,5,5,5,4,2,5,5,5,5,0,11.0,satisfied,Converted
5789,97897,Male,Loyal Customer,50,Business travel,Business,500,3,5,3,3,5,5,4,5,5,5,5,4,5,5,25,31.0,satisfied,Converted
36675,117570,Female,Loyal Customer,56,Business travel,Eco,331,4,5,5,5,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
96596,223497,Female,Loyal Customer,25,Business travel,Business,1009,2,2,2,2,3,3,3,3,4,2,5,3,4,3,5,0.0,satisfied,Converted
32806,218842,Male,Loyal Customer,35,Business travel,Business,651,1,1,3,1,5,5,4,5,5,5,5,5,5,3,1,2.0,satisfied,Not Converted
39361,128538,Male,disloyal Customer,40,Business travel,Eco,163,4,0,4,1,1,4,1,1,3,1,2,5,2,1,0,0.0,satisfied,Converted
40791,201076,Female,Loyal Customer,32,Business travel,Business,337,3,3,3,3,4,4,4,4,5,5,5,3,5,4,0,0.0,satisfied,Converted
33851,136440,Female,Loyal Customer,23,Business travel,Eco Plus,463,5,1,1,1,5,5,3,5,1,3,2,1,1,5,0,0.0,satisfied,Converted
44749,193879,Female,Loyal Customer,55,Business travel,Business,471,1,4,1,1,2,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
34836,126558,Female,Loyal Customer,41,Business travel,Business,991,5,5,5,5,3,2,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
59947,135232,Male,Loyal Customer,36,Business travel,Business,190,4,5,4,4,4,1,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
49179,137958,Male,Loyal Customer,31,Business travel,Eco,483,5,4,4,4,5,5,5,2,2,1,4,5,3,5,126,139.0,satisfied,Converted
2097,111496,Male,Loyal Customer,33,Business travel,Business,1907,5,5,5,5,4,4,4,4,5,4,1,3,1,4,0,0.0,satisfied,Converted
84105,171208,Female,Loyal Customer,48,Business travel,Business,1744,2,2,2,2,3,5,4,4,4,4,4,5,4,5,50,63.0,satisfied,Converted
64087,166132,Male,Loyal Customer,53,Business travel,Business,3935,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
12433,159734,Male,disloyal Customer,23,Business travel,Business,602,4,3,4,1,5,4,5,5,3,5,4,3,5,5,3,0.0,satisfied,Not Converted
57326,209442,Female,Loyal Customer,52,Business travel,Business,3897,1,1,1,1,3,4,5,5,5,5,5,3,5,4,33,37.0,satisfied,Converted
51616,102671,Female,Loyal Customer,59,Business travel,Business,3795,1,1,3,1,3,4,4,4,4,4,4,5,4,3,9,0.0,satisfied,Converted
24273,169976,Female,Loyal Customer,30,Business travel,Business,2585,3,5,3,3,4,4,4,5,2,3,5,4,3,4,0,33.0,satisfied,Converted
86752,123478,Female,disloyal Customer,17,Business travel,Eco,671,0,0,0,3,1,0,1,1,1,5,3,4,5,1,0,0.0,satisfied,Converted
83906,170513,Female,Loyal Customer,18,Business travel,Business,1464,3,3,3,3,4,4,4,4,3,5,4,4,5,4,0,0.0,satisfied,Converted
20935,225040,Male,Loyal Customer,40,Business travel,Business,3177,5,5,5,5,4,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Not Converted
28304,143918,Male,Loyal Customer,27,Business travel,Business,748,5,5,5,5,2,2,2,2,5,3,4,5,5,2,0,10.0,satisfied,Converted
30903,168997,Female,Loyal Customer,45,Business travel,Business,3979,2,2,2,2,5,4,4,3,3,3,3,5,3,3,0,0.0,satisfied,Converted
79574,127926,Male,Loyal Customer,38,Business travel,Eco Plus,4983,4,4,4,4,4,4,4,3,4,3,5,4,5,4,2,0.0,satisfied,Converted
7785,205449,Female,Loyal Customer,44,Business travel,Business,1072,1,1,1,1,4,4,5,5,5,5,5,3,5,5,8,0.0,satisfied,Converted
29302,151072,Male,Loyal Customer,56,Business travel,Business,1379,5,5,4,5,3,4,4,4,4,4,4,5,4,4,0,13.0,satisfied,Not Converted
55654,105033,Female,Loyal Customer,52,Business travel,Eco Plus,261,5,4,4,4,4,3,4,4,4,5,4,4,4,5,0,0.0,satisfied,Converted
101754,115685,Female,Loyal Customer,37,Business travel,Eco,160,5,4,4,4,5,5,5,5,3,2,4,3,5,5,0,0.0,satisfied,Converted
23665,204199,Female,Loyal Customer,44,Business travel,Business,1166,3,3,3,3,2,4,5,4,4,4,4,5,4,4,5,27.0,satisfied,Converted
3478,109889,Male,Loyal Customer,39,Business travel,Business,837,1,1,1,1,5,2,1,4,4,4,4,3,4,2,0,4.0,satisfied,Converted
23721,117988,Male,Loyal Customer,35,Business travel,Business,2381,2,2,2,2,2,2,3,4,4,5,4,2,4,4,0,0.0,satisfied,Not Converted
35318,173735,Male,Loyal Customer,30,Business travel,Business,731,3,3,3,3,5,5,5,5,3,4,5,3,5,5,0,0.0,satisfied,Converted
53701,156252,Male,Loyal Customer,46,Business travel,Business,720,2,1,2,2,1,5,2,5,5,5,5,1,5,3,0,0.0,satisfied,Converted
21483,164672,Female,Loyal Customer,39,Business travel,Business,1616,4,4,1,4,4,4,5,5,5,5,5,4,5,4,0,4.0,satisfied,Converted
38081,165642,Female,Loyal Customer,58,Business travel,Business,2475,5,5,5,5,5,5,5,5,4,3,5,5,3,5,0,11.0,satisfied,Converted
85880,119632,Male,Loyal Customer,42,Personal Travel,Eco,303,4,3,4,4,3,4,3,3,2,2,3,3,4,3,0,0.0,satisfied,Not Converted
73922,106555,Female,Loyal Customer,47,Business travel,Business,3788,0,5,0,1,5,5,5,4,4,4,4,3,4,4,33,35.0,satisfied,Converted
73465,206977,Female,Loyal Customer,56,Business travel,Business,545,1,1,1,1,4,4,5,4,4,4,4,5,4,4,38,38.0,satisfied,Converted
38740,204084,Female,Loyal Customer,40,Business travel,Business,2300,5,5,5,5,1,1,4,4,4,4,4,4,4,4,89,88.0,satisfied,Converted
12413,187433,Female,Loyal Customer,59,Business travel,Business,3888,1,1,5,1,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
14825,223888,Female,Loyal Customer,57,Business travel,Business,2131,2,2,2,2,4,4,5,2,2,3,2,4,2,5,0,0.0,satisfied,Converted
5325,193992,Female,Loyal Customer,36,Business travel,Business,612,4,4,4,4,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
70324,125864,Female,Loyal Customer,50,Business travel,Business,3623,4,4,4,3,2,5,4,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
85528,209311,Male,Loyal Customer,55,Business travel,Business,1790,0,0,0,1,4,4,4,2,2,2,2,3,2,4,1,0.0,satisfied,Converted
22771,106542,Male,Loyal Customer,60,Business travel,Business,2496,3,3,5,3,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,Not Converted
1062,214019,Male,Loyal Customer,59,Business travel,Business,2511,1,1,1,1,5,4,5,4,4,5,4,4,4,4,0,1.0,satisfied,Converted
73934,115376,Male,Loyal Customer,22,Business travel,Business,3078,2,2,2,2,3,3,3,3,4,3,2,4,5,3,0,0.0,satisfied,Not Converted
60719,201622,Male,disloyal Customer,25,Business travel,Business,611,4,0,4,2,4,4,4,4,5,4,4,3,4,4,2,0.0,satisfied,Converted
77834,210889,Female,Loyal Customer,57,Business travel,Business,2275,2,2,4,2,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
84181,218465,Male,Loyal Customer,58,Business travel,Business,529,3,3,3,3,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
80788,172877,Female,Loyal Customer,58,Business travel,Business,2999,3,3,3,3,5,5,4,5,5,5,5,5,5,5,30,18.0,satisfied,Converted
73033,142955,Male,Loyal Customer,57,Business travel,Eco,845,5,2,2,2,5,5,5,5,2,3,5,4,5,5,0,0.0,satisfied,Converted
58401,105239,Female,Loyal Customer,41,Business travel,Business,765,5,5,5,5,3,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
72968,225373,Male,Loyal Customer,43,Business travel,Business,2402,2,2,2,2,4,3,5,4,4,4,4,4,4,5,0,0.0,satisfied,Not Converted
75918,151802,Male,Loyal Customer,56,Business travel,Business,895,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,5.0,satisfied,Converted
79454,113513,Female,Loyal Customer,57,Business travel,Eco,351,4,5,5,5,2,5,4,4,4,4,4,2,4,4,0,0.0,satisfied,Converted
4305,211827,Female,Loyal Customer,54,Business travel,Business,2154,4,4,4,4,4,4,4,3,3,3,3,5,3,4,0,0.0,satisfied,Not Converted
98229,150561,Male,Loyal Customer,56,Business travel,Business,1529,1,1,1,1,4,5,5,4,4,4,4,3,4,4,16,0.0,satisfied,Converted
12513,122609,Female,Loyal Customer,43,Business travel,Business,2089,5,5,2,5,2,3,1,4,4,4,4,2,4,3,0,0.0,satisfied,Converted
33654,216543,Male,Loyal Customer,60,Business travel,Eco,366,3,5,4,5,3,3,3,3,3,5,2,1,3,3,0,0.0,satisfied,Converted
92038,101602,Female,Loyal Customer,48,Business travel,Business,2589,4,4,4,4,4,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
28855,201221,Female,Loyal Customer,58,Business travel,Business,2441,1,1,5,1,3,4,5,5,5,5,5,3,5,4,5,0.0,satisfied,Converted
25060,138884,Female,Loyal Customer,58,Business travel,Eco Plus,493,2,4,4,4,2,3,2,2,2,2,2,4,2,5,0,0.0,satisfied,Converted
63637,157566,Male,Loyal Customer,39,Business travel,Business,2419,1,1,1,1,4,3,5,5,5,5,5,5,5,5,14,1.0,satisfied,Converted
97682,152138,Female,Loyal Customer,48,Business travel,Business,2586,4,4,4,4,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
24329,203235,Female,Loyal Customer,10,Personal Travel,Eco,842,4,5,4,2,4,4,4,4,3,3,5,4,5,4,32,27.0,satisfied,Not Converted
7042,205278,Female,Loyal Customer,59,Business travel,Business,483,2,2,2,2,4,5,5,3,3,4,3,5,3,5,0,0.0,satisfied,Converted
30553,166758,Male,Loyal Customer,54,Business travel,Business,3995,2,2,5,2,5,4,5,3,3,3,3,4,3,3,0,4.0,satisfied,Converted
44989,162517,Male,Loyal Customer,42,Business travel,Business,1733,1,1,3,1,4,4,1,5,5,5,5,5,5,2,0,0.0,satisfied,Converted
31066,149720,Male,Loyal Customer,25,Business travel,Eco,1874,5,1,1,1,5,5,5,5,4,2,4,5,3,5,1,0.0,satisfied,Not Converted
69004,158264,Male,Loyal Customer,40,Business travel,Business,2565,1,1,1,1,4,3,4,3,3,2,3,4,3,5,0,0.0,satisfied,Converted
17506,221945,Male,Loyal Customer,41,Business travel,Business,861,5,5,5,5,3,5,4,4,4,4,4,4,4,5,6,0.0,satisfied,Not Converted
686,192913,Male,disloyal Customer,23,Business travel,Business,1041,4,4,4,1,2,4,2,2,4,5,5,4,5,2,15,1.0,satisfied,Converted
65489,96692,Female,Loyal Customer,58,Business travel,Business,164,1,1,1,1,5,5,4,5,5,5,4,5,5,4,0,0.0,satisfied,Converted
93157,184271,Female,Loyal Customer,35,Business travel,Business,545,2,2,2,2,5,4,4,5,5,5,5,3,5,4,4,0.0,satisfied,Converted
45823,111276,Female,Loyal Customer,24,Business travel,Eco,430,4,5,5,5,4,4,4,4,5,4,1,1,3,4,42,32.0,satisfied,Converted
47464,105728,Male,Loyal Customer,30,Business travel,Business,2672,5,5,5,5,5,5,5,5,4,3,4,4,5,5,0,46.0,satisfied,Converted
26748,145737,Female,Loyal Customer,56,Business travel,Eco,109,5,1,1,1,5,4,3,5,5,5,5,5,5,1,47,46.0,satisfied,Converted
14036,215052,Male,Loyal Customer,53,Business travel,Business,1619,3,3,4,3,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied,Converted
31310,185697,Female,Loyal Customer,47,Business travel,Business,2339,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
30136,100943,Female,disloyal Customer,25,Business travel,Business,408,5,3,4,5,1,4,4,1,5,2,5,3,5,1,0,0.0,satisfied,Converted
78142,202841,Female,Loyal Customer,49,Business travel,Business,829,3,3,3,3,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
72029,96649,Male,Loyal Customer,57,Business travel,Business,2298,5,5,5,5,5,4,5,5,5,5,5,3,5,5,9,10.0,satisfied,Converted
73497,197103,Female,Loyal Customer,47,Business travel,Business,1809,5,5,5,5,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
9888,185993,Male,Loyal Customer,27,Business travel,Business,1310,1,4,1,1,2,2,2,2,4,3,4,5,5,2,0,1.0,satisfied,Converted
53778,153443,Female,Loyal Customer,46,Business travel,Business,2483,2,4,2,2,3,4,4,4,4,4,4,5,4,5,6,0.0,satisfied,Converted
66859,221663,Female,disloyal Customer,25,Business travel,Business,226,0,0,0,1,1,0,1,1,4,2,5,4,5,1,0,0.0,satisfied,Converted
47748,134614,Female,Loyal Customer,47,Business travel,Business,2586,4,4,4,4,3,4,3,4,4,4,4,4,4,2,0,0.0,satisfied,Converted
45629,219735,Male,Loyal Customer,33,Business travel,Business,214,4,4,4,4,5,5,4,5,5,5,4,3,5,5,0,0.0,satisfied,Converted
56623,134554,Male,Loyal Customer,13,Personal Travel,Eco,588,5,4,5,2,2,4,2,2,5,2,5,5,4,2,0,0.0,satisfied,Converted
48093,168525,Male,Loyal Customer,30,Business travel,Business,1119,4,4,4,4,5,4,5,5,3,4,4,4,5,5,0,18.0,satisfied,Converted
15366,173761,Male,Loyal Customer,26,Business travel,Business,3829,2,2,4,2,5,5,5,5,3,3,4,5,4,5,0,0.0,satisfied,Converted
23544,207252,Male,Loyal Customer,55,Business travel,Business,1577,4,4,5,4,3,5,1,5,5,5,5,3,5,5,72,52.0,satisfied,Converted
26334,184102,Male,Loyal Customer,51,Business travel,Business,442,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0.0,satisfied,Converted
10844,197571,Male,disloyal Customer,22,Business travel,Business,345,5,0,5,1,4,5,1,4,5,2,5,3,4,4,0,0.0,satisfied,Converted
7938,169728,Male,Loyal Customer,41,Business travel,Business,3329,4,3,4,4,3,4,4,4,4,4,4,3,4,3,29,24.0,satisfied,Converted
5979,122831,Male,Loyal Customer,25,Business travel,Eco Plus,406,5,1,1,1,5,5,3,5,2,4,3,1,5,5,0,0.0,satisfied,Converted
15653,133143,Female,Loyal Customer,31,Business travel,Business,2814,5,5,2,5,4,4,4,4,5,1,1,3,3,4,0,0.0,satisfied,Not Converted
55236,105952,Male,disloyal Customer,25,Business travel,Business,642,5,0,5,1,5,5,5,5,4,4,4,4,4,5,50,35.0,satisfied,Converted
63242,128907,Male,Loyal Customer,36,Business travel,Business,2737,1,1,1,1,2,4,1,4,4,4,3,1,4,2,0,4.0,satisfied,Converted
24649,137783,Female,Loyal Customer,52,Business travel,Business,2673,3,3,3,3,1,3,5,5,5,5,5,2,5,4,0,0.0,satisfied,Converted
13711,113502,Female,Loyal Customer,45,Business travel,Eco,351,4,4,2,4,4,4,4,2,2,1,5,4,5,4,147,163.0,satisfied,Converted
19961,215281,Female,Loyal Customer,36,Business travel,Business,3721,0,0,0,3,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
8382,159036,Female,Loyal Customer,51,Business travel,Business,2500,3,3,3,3,3,5,5,3,3,2,3,3,3,3,5,14.0,satisfied,Converted
37982,210693,Female,Loyal Customer,56,Business travel,Business,3561,1,1,1,1,2,5,4,5,5,5,5,3,5,5,43,40.0,satisfied,Converted
95334,113046,Male,Loyal Customer,28,Business travel,Business,820,3,3,3,3,4,4,4,4,3,3,1,3,1,4,0,2.0,satisfied,Converted
42483,118676,Female,Loyal Customer,31,Business travel,Business,223,4,4,2,4,5,5,3,5,3,3,1,2,4,5,12,9.0,satisfied,Converted
23579,122045,Male,Loyal Customer,28,Personal Travel,Eco,594,4,2,4,4,4,4,4,4,3,5,4,3,3,4,2,0.0,satisfied,Converted
73785,192296,Male,Loyal Customer,46,Business travel,Business,546,1,1,1,1,3,5,5,5,5,5,5,5,5,4,6,0.0,satisfied,Converted
98211,179507,Female,Loyal Customer,44,Business travel,Business,2093,1,1,1,1,5,4,4,3,3,4,3,3,3,3,0,7.0,satisfied,Converted
38585,185639,Male,Loyal Customer,51,Business travel,Business,2735,3,4,3,3,3,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
1921,148229,Female,Loyal Customer,23,Business travel,Eco Plus,438,4,5,5,5,4,4,5,4,5,3,4,3,2,4,0,2.0,satisfied,Converted
14189,167155,Male,Loyal Customer,52,Business travel,Business,1593,5,5,5,5,4,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
