,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
98020,107000,Female,Loyal Customer,58,Business travel,Business,2086,1,1,1,1,3,5,5,4,4,4,4,5,4,5,40,27.0,satisfied,Converted
637,49217,Female,disloyal Customer,41,Business travel,Business,369,4,4,4,3,3,4,3,3,2,5,5,5,1,3,0,0.0,satisfied,Converted
13986,40088,Male,Loyal Customer,45,Business travel,Eco,987,4,1,1,1,4,4,4,4,3,1,4,3,2,4,0,7.0,satisfied,Converted
68577,107740,Male,Loyal Customer,36,Business travel,Business,2965,4,4,3,4,2,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
11929,46770,Male,Loyal Customer,43,Business travel,Business,1598,4,4,4,4,5,5,3,5,5,5,5,2,5,4,0,0.0,satisfied,Converted
93693,91257,Female,disloyal Customer,39,Business travel,Business,666,5,5,5,1,5,5,5,5,3,5,4,4,4,5,0,44.0,satisfied,Converted
55389,123118,Female,Loyal Customer,41,Business travel,Business,787,2,2,2,2,3,5,4,5,5,5,5,5,5,3,7,14.0,satisfied,Converted
11901,64331,Male,Loyal Customer,48,Business travel,Business,451,5,5,5,5,5,5,5,5,5,5,3,5,1,5,154,154.0,satisfied,Converted
98616,31012,Male,Loyal Customer,41,Business travel,Business,2740,5,5,5,5,1,4,1,4,4,4,4,2,4,5,0,0.0,satisfied,Converted
22279,38906,Male,disloyal Customer,10,Business travel,Eco,591,4,0,4,3,2,4,3,2,4,4,5,4,5,2,0,3.0,satisfied,Converted
100749,136196,Male,Loyal Customer,30,Business travel,Business,1337,5,5,5,5,3,4,3,3,5,4,5,4,5,3,0,0.0,satisfied,Converted
13672,62880,Female,Loyal Customer,33,Business travel,Business,1724,4,4,4,4,2,2,2,3,3,4,3,1,3,2,0,0.0,satisfied,Converted
67302,142102,Female,Loyal Customer,58,Business travel,Business,2586,5,5,5,5,5,3,5,2,2,2,2,3,2,4,0,0.0,satisfied,Converted
65073,37846,Male,disloyal Customer,20,Business travel,Eco,594,5,3,5,2,1,5,1,1,2,3,3,1,1,1,1,0.0,satisfied,Not Converted
77662,123445,Female,Loyal Customer,50,Business travel,Business,2260,1,1,1,1,5,5,5,5,5,5,5,4,5,5,21,16.0,satisfied,Converted
12900,62111,Female,Loyal Customer,47,Business travel,Eco,363,4,4,4,4,2,2,5,5,5,4,5,4,5,3,87,80.0,satisfied,Converted
27656,109307,Male,Loyal Customer,36,Business travel,Business,2332,1,2,1,1,5,5,3,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
24190,33409,Female,Loyal Customer,54,Business travel,Eco,864,5,2,2,2,4,4,5,5,5,5,5,3,5,4,0,33.0,satisfied,Converted
60405,26774,Female,Loyal Customer,48,Business travel,Eco Plus,192,5,5,5,5,3,1,4,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
87732,112906,Male,Loyal Customer,45,Business travel,Business,3879,2,2,3,2,4,5,5,4,4,4,4,5,4,3,0,1.0,satisfied,Converted
71738,110792,Female,Loyal Customer,55,Business travel,Business,612,1,1,1,1,5,5,4,4,4,5,4,3,4,3,0,0.0,satisfied,Converted
102928,74778,Female,Loyal Customer,45,Business travel,Business,2586,4,3,4,4,4,5,5,5,2,5,5,5,5,5,242,221.0,satisfied,Converted
78448,98537,Male,disloyal Customer,43,Business travel,Business,666,4,4,4,4,3,4,3,3,5,4,5,4,5,3,88,72.0,satisfied,Converted
97357,134536,Male,Loyal Customer,41,Business travel,Eco,1475,5,3,2,3,5,5,5,5,1,2,1,2,1,5,7,0.0,satisfied,Converted
53214,123916,Male,Loyal Customer,53,Business travel,Business,2947,1,1,4,1,2,4,4,4,4,4,4,3,4,3,39,17.0,satisfied,Converted
4128,98910,Female,Loyal Customer,41,Business travel,Business,226,1,1,4,1,4,5,4,5,5,5,5,3,5,4,12,0.0,satisfied,Converted
96799,64693,Female,Loyal Customer,47,Business travel,Business,1885,4,4,4,4,2,3,5,5,5,4,5,2,5,1,0,0.0,satisfied,Converted
92035,40054,Male,Loyal Customer,39,Business travel,Business,2448,5,5,5,5,5,4,5,4,4,4,4,4,4,4,0,0.0,satisfied,Not Converted
78304,98697,Female,Loyal Customer,50,Business travel,Business,2435,3,3,3,3,4,4,5,5,5,5,5,5,5,3,0,4.0,satisfied,Converted
19128,101246,Female,Loyal Customer,42,Business travel,Business,515,4,4,4,4,2,4,5,4,4,4,4,5,4,5,0,0.0,satisfied,Not Converted
50946,82434,Female,Loyal Customer,57,Business travel,Business,2600,5,5,5,5,5,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
37207,77034,Female,disloyal Customer,27,Business travel,Business,1660,0,1,1,3,3,1,3,3,3,4,4,4,4,3,0,0.0,satisfied,Converted
48100,140396,Female,Loyal Customer,47,Business travel,Business,1773,5,5,5,5,4,4,4,4,4,4,4,5,4,4,2,0.0,satisfied,Converted
96563,78770,Male,disloyal Customer,49,Business travel,Business,1372,4,4,4,5,4,4,4,4,3,4,4,4,5,4,13,0.0,satisfied,Converted
53616,25436,Female,Loyal Customer,40,Business travel,Business,844,5,5,5,5,4,5,3,3,3,4,3,1,3,3,4,0.0,satisfied,Converted
29418,82355,Female,Loyal Customer,53,Business travel,Business,2475,3,3,5,3,2,3,3,4,4,4,5,3,4,3,0,3.0,satisfied,Converted
67085,135003,Female,Loyal Customer,39,Business travel,Business,3601,1,1,1,1,3,5,4,4,4,4,4,5,4,3,5,0.0,satisfied,Converted
11523,31566,Male,Loyal Customer,43,Business travel,Business,448,3,3,3,3,2,5,4,5,5,5,5,3,5,5,130,119.0,satisfied,Converted
58307,89645,Male,Loyal Customer,53,Business travel,Business,1902,4,4,4,4,2,4,4,3,3,4,3,3,3,5,0,0.0,satisfied,Converted
9443,78701,Female,Loyal Customer,51,Business travel,Business,569,2,2,2,2,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
90671,136129,Female,Loyal Customer,42,Business travel,Eco Plus,250,5,2,1,2,5,5,2,5,5,5,5,5,5,4,0,0.0,satisfied,Not Converted
66090,31615,Female,Loyal Customer,51,Business travel,Business,3003,4,4,4,4,3,3,4,3,3,3,3,3,3,1,0,0.0,satisfied,Converted
97100,75746,Male,Loyal Customer,27,Business travel,Business,862,2,2,3,2,5,5,5,5,5,3,4,3,5,5,0,0.0,satisfied,Converted
93146,96958,Male,Loyal Customer,42,Business travel,Business,1355,3,3,3,3,5,5,5,4,5,5,4,5,5,5,423,403.0,satisfied,Converted
36246,20971,Female,Loyal Customer,55,Business travel,Business,2383,2,2,5,2,3,4,5,4,4,4,5,3,4,4,0,0.0,satisfied,Converted
50077,119578,Male,Loyal Customer,43,Business travel,Business,2927,2,2,2,2,5,4,4,4,4,5,4,5,4,4,0,3.0,satisfied,Converted
92175,97503,Male,Loyal Customer,30,Business travel,Business,3875,5,2,5,5,5,5,5,5,5,4,4,4,4,5,0,0.0,satisfied,Not Converted
54620,111408,Male,Loyal Customer,48,Business travel,Business,994,2,2,2,2,4,4,5,3,3,4,3,4,3,5,0,0.0,satisfied,Converted
47631,47826,Male,Loyal Customer,49,Business travel,Eco Plus,740,5,4,4,4,5,5,5,5,4,1,1,4,3,5,2,9.0,satisfied,Converted
83778,106043,Male,Loyal Customer,40,Business travel,Business,2330,3,3,3,3,5,5,4,4,4,4,4,4,4,3,11,7.0,satisfied,Not Converted
63151,131782,Male,disloyal Customer,25,Business travel,Business,479,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,0.0,satisfied,Converted
23880,51645,Male,Loyal Customer,33,Business travel,Eco Plus,353,0,0,0,4,5,0,5,5,1,4,4,3,2,5,0,0.0,satisfied,Not Converted
80822,136651,Female,Loyal Customer,56,Business travel,Business,3687,2,2,1,2,2,5,4,4,4,5,4,5,4,5,1,2.0,satisfied,Converted
33775,79285,Male,Loyal Customer,52,Business travel,Business,2382,2,2,2,2,2,4,4,5,5,5,5,4,5,5,16,7.0,satisfied,Not Converted
92707,124068,Female,Loyal Customer,34,Business travel,Business,459,4,4,2,4,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
91867,67696,Male,Loyal Customer,66,Personal Travel,Eco,862,0,4,0,3,2,0,2,2,4,5,5,4,5,2,3,0.0,satisfied,Converted
4156,47967,Male,Loyal Customer,28,Business travel,Business,1010,2,2,2,2,4,4,4,4,2,5,2,4,1,4,31,88.0,satisfied,Converted
37228,132085,Male,Loyal Customer,57,Business travel,Business,3167,2,2,2,2,5,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
52715,137569,Male,Loyal Customer,56,Business travel,Business,2108,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,33.0,satisfied,Not Converted
89614,45559,Female,Loyal Customer,62,Business travel,Eco,163,5,5,5,5,1,3,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
48928,125855,Male,Loyal Customer,44,Business travel,Business,2084,4,4,4,4,4,4,5,5,5,5,5,4,5,5,2,0.0,satisfied,Not Converted
53101,41638,Female,Loyal Customer,49,Business travel,Business,954,4,4,4,4,2,5,2,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
11661,141118,Male,Loyal Customer,54,Business travel,Business,325,0,0,0,1,3,4,4,2,2,2,3,4,2,4,0,0.0,satisfied,Converted
50876,47568,Male,Loyal Customer,35,Business travel,Eco,301,5,1,1,1,5,5,5,5,5,1,2,1,1,5,0,0.0,satisfied,Converted
32906,49424,Female,Loyal Customer,40,Business travel,Business,3044,1,1,4,1,3,3,2,4,4,4,4,5,4,1,1,17.0,satisfied,Converted
83347,83635,Female,Loyal Customer,39,Business travel,Business,761,4,4,4,4,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
28645,38789,Female,Loyal Customer,24,Business travel,Eco,577,4,5,5,5,4,5,4,4,4,4,3,3,3,4,0,0.0,satisfied,Converted
41173,54805,Male,Loyal Customer,47,Business travel,Eco,106,4,5,5,5,4,4,4,4,5,2,4,5,3,4,0,0.0,satisfied,Converted
57634,22830,Male,Loyal Customer,28,Business travel,Business,667,3,3,3,3,5,5,5,5,4,5,4,5,4,5,0,0.0,satisfied,Converted
21484,98224,Male,Loyal Customer,42,Business travel,Business,3123,0,0,0,1,4,4,5,5,5,5,5,5,5,3,0,0.0,satisfied,Not Converted
61633,66349,Male,Loyal Customer,26,Business travel,Eco,1956,5,5,5,5,5,5,5,5,5,3,5,3,5,5,0,0.0,satisfied,Converted
32462,124341,Male,Loyal Customer,60,Business travel,Business,3983,2,2,2,2,5,4,5,3,3,3,3,5,3,4,34,20.0,satisfied,Converted
6877,125944,Male,Loyal Customer,39,Business travel,Business,2964,3,3,3,3,3,4,4,5,5,5,5,4,5,4,26,27.0,satisfied,Not Converted
77425,138912,Male,disloyal Customer,25,Business travel,Business,631,5,0,4,4,2,4,4,2,4,4,5,5,4,2,0,0.0,satisfied,Not Converted
21149,128529,Female,Loyal Customer,53,Business travel,Business,3430,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
31125,88389,Female,Loyal Customer,40,Business travel,Business,3312,5,5,2,5,2,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
20613,31988,Male,Loyal Customer,39,Business travel,Business,2633,3,3,3,3,1,1,5,5,5,5,5,4,5,1,71,75.0,satisfied,Converted
64416,137628,Female,Loyal Customer,35,Business travel,Eco,280,4,5,5,5,4,5,4,4,5,2,1,5,4,4,52,59.0,satisfied,Converted
3700,140623,Female,Loyal Customer,41,Personal Travel,Eco,1262,5,5,5,3,1,5,1,1,3,3,4,4,5,1,0,0.0,satisfied,Converted
44564,77863,Male,Loyal Customer,13,Personal Travel,Eco,224,5,4,0,4,4,0,3,4,3,4,4,5,4,4,1,5.0,satisfied,Converted
100299,44560,Female,Loyal Customer,24,Business travel,Business,2809,3,3,3,3,5,5,5,5,1,1,1,3,4,5,17,14.0,satisfied,Converted
79250,33027,Male,Loyal Customer,33,Business travel,Business,235,1,1,1,1,4,4,4,4,1,3,1,4,3,4,18,8.0,satisfied,Converted
23766,48828,Female,Loyal Customer,46,Business travel,Eco,399,2,2,2,2,1,2,3,2,2,2,2,4,2,2,0,0.0,satisfied,Converted
48709,50399,Male,Loyal Customer,66,Business travel,Eco,550,3,3,3,3,3,3,3,3,5,2,3,1,1,3,0,0.0,satisfied,Converted
48794,102330,Male,Loyal Customer,38,Business travel,Business,3164,3,3,3,3,5,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
70244,21128,Male,Loyal Customer,32,Business travel,Business,661,2,2,2,2,4,4,4,4,3,3,4,4,4,4,101,108.0,satisfied,Converted
66984,33859,Male,Loyal Customer,43,Business travel,Business,227,1,1,3,1,5,5,3,4,4,4,4,4,4,5,1,5.0,satisfied,Converted
63850,56210,Female,disloyal Customer,39,Business travel,Business,402,4,4,4,3,4,4,1,4,1,4,4,5,3,4,0,0.0,satisfied,Converted
56331,34857,Female,Loyal Customer,48,Business travel,Business,2133,1,1,1,1,4,4,1,5,5,5,5,3,5,4,72,61.0,satisfied,Converted
32552,44849,Female,Loyal Customer,55,Business travel,Business,102,4,4,4,4,5,3,3,5,5,5,4,3,5,3,7,7.0,satisfied,Not Converted
72955,140876,Female,Loyal Customer,39,Business travel,Business,2917,1,1,2,1,4,4,4,4,3,4,5,4,5,4,45,28.0,satisfied,Converted
64419,109895,Female,disloyal Customer,20,Business travel,Business,1242,4,0,4,2,4,4,4,4,5,2,5,4,5,4,25,24.0,satisfied,Not Converted
89529,44060,Male,Loyal Customer,38,Business travel,Business,533,1,4,1,1,5,2,2,4,4,4,4,3,4,5,4,3.0,satisfied,Not Converted
53647,112682,Male,disloyal Customer,43,Business travel,Business,338,3,3,3,3,3,3,3,3,5,2,4,4,4,3,0,0.0,satisfied,Converted
25369,14613,Female,Loyal Customer,57,Business travel,Business,408,5,5,5,5,2,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Not Converted
99449,118426,Male,Loyal Customer,56,Business travel,Business,1555,2,2,2,2,4,5,5,5,5,5,5,5,5,5,4,0.0,satisfied,Converted
91894,80095,Male,Loyal Customer,48,Business travel,Business,3373,3,3,3,3,2,5,5,5,5,5,5,4,5,5,75,63.0,satisfied,Converted
8717,123011,Male,Loyal Customer,31,Business travel,Business,2451,2,2,2,2,4,4,4,4,3,3,5,4,4,4,2,0.0,satisfied,Converted
79796,121643,Female,Loyal Customer,60,Business travel,Business,1947,3,3,3,3,5,4,5,4,4,4,4,3,4,4,107,118.0,satisfied,Not Converted
76912,59121,Female,Loyal Customer,36,Business travel,Business,420,4,4,4,4,1,5,4,4,4,4,4,1,4,2,2,4.0,satisfied,Converted
33795,91176,Female,Loyal Customer,30,Business travel,Business,2553,2,2,2,2,5,5,5,5,3,5,4,4,5,5,0,0.0,satisfied,Not Converted
75728,56357,Female,Loyal Customer,58,Business travel,Eco Plus,438,4,3,3,3,1,1,2,4,4,4,4,4,4,4,0,0.0,satisfied,Not Converted
43446,29892,Male,Loyal Customer,36,Business travel,Business,1998,5,5,5,5,2,1,3,4,4,4,4,5,4,2,0,0.0,satisfied,Converted
97283,124433,Female,Loyal Customer,57,Business travel,Business,1558,4,4,4,4,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
81721,118878,Female,Loyal Customer,52,Business travel,Business,3458,1,1,1,1,4,5,4,4,4,4,4,4,4,5,22,18.0,satisfied,Converted
13885,41975,Male,Loyal Customer,36,Business travel,Eco Plus,697,5,4,4,4,5,5,5,5,2,4,1,2,4,5,0,0.0,satisfied,Converted
50721,75487,Male,Loyal Customer,26,Business travel,Business,2399,2,2,2,2,4,4,4,4,3,4,4,4,5,4,55,80.0,satisfied,Converted
83482,50595,Female,Loyal Customer,30,Business travel,Eco Plus,1069,4,5,5,5,4,4,4,4,1,5,5,3,1,4,3,8.0,satisfied,Converted
46251,34468,Male,Loyal Customer,49,Business travel,Business,746,3,3,3,3,2,3,2,4,4,4,4,3,4,1,76,72.0,satisfied,Converted
65771,20909,Female,Loyal Customer,43,Business travel,Business,3150,2,2,2,2,2,4,5,4,4,4,5,3,4,5,0,0.0,satisfied,Not Converted
100887,124413,Male,Loyal Customer,40,Business travel,Business,1014,1,1,2,1,3,4,4,4,4,4,4,4,4,4,21,14.0,satisfied,Not Converted
97646,96848,Male,Loyal Customer,52,Business travel,Business,2394,5,5,5,5,4,4,4,3,4,5,5,4,5,4,189,185.0,satisfied,Converted
30549,49200,Female,Loyal Customer,56,Business travel,Business,632,2,2,2,2,2,4,4,4,4,5,4,5,4,3,0,0.0,satisfied,Converted
21324,66196,Male,Loyal Customer,51,Business travel,Business,2442,2,2,3,2,4,4,4,5,4,4,5,4,4,4,0,1.0,satisfied,Converted
81630,58663,Male,Loyal Customer,57,Business travel,Business,563,1,1,1,1,4,4,5,5,5,5,5,3,5,4,19,20.0,satisfied,Converted
65535,135975,Female,Loyal Customer,61,Business travel,Business,2388,0,5,0,1,3,1,2,2,2,2,2,3,2,1,4,0.0,satisfied,Not Converted
3703,57271,Male,Loyal Customer,23,Personal Travel,Eco,196,0,5,0,1,2,0,2,2,4,1,5,1,5,2,18,13.0,satisfied,Converted
86706,29120,Male,Loyal Customer,23,Business travel,Business,1787,4,4,4,4,5,5,5,5,4,5,2,5,3,5,8,5.0,satisfied,Converted
55265,85705,Male,Loyal Customer,44,Business travel,Business,2029,2,2,5,2,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
84615,45444,Female,Loyal Customer,51,Business travel,Business,2481,2,2,2,2,5,5,1,4,4,4,4,5,4,1,1,3.0,satisfied,Converted
81840,14569,Male,Loyal Customer,45,Business travel,Business,408,5,5,5,5,2,5,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
64337,96622,Female,Loyal Customer,54,Business travel,Business,425,3,3,5,3,5,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,Not Converted
67834,88911,Female,Loyal Customer,59,Business travel,Business,2142,4,4,2,4,5,5,5,4,4,4,4,3,4,3,0,2.0,satisfied,Not Converted
17807,131712,Female,Loyal Customer,42,Personal Travel,Eco,587,4,5,4,3,3,5,4,3,3,4,3,4,3,3,5,0.0,satisfied,Converted
53297,31827,Male,Loyal Customer,50,Personal Travel,Eco,788,5,3,5,3,3,5,3,3,1,1,3,4,2,3,0,0.0,satisfied,Not Converted
5645,106276,Female,Loyal Customer,31,Business travel,Business,1595,2,2,4,2,4,5,4,4,3,2,4,5,5,4,0,0.0,satisfied,Converted
85520,123144,Male,disloyal Customer,25,Business travel,Business,883,4,5,3,4,3,3,3,3,3,2,5,4,5,3,5,0.0,satisfied,Not Converted
55647,26244,Female,Loyal Customer,39,Business travel,Business,1763,2,2,2,2,4,5,3,4,4,4,4,2,4,2,0,0.0,satisfied,Converted
74702,62996,Female,Loyal Customer,37,Business travel,Eco,266,4,2,2,2,4,4,4,4,2,4,2,2,1,4,0,0.0,satisfied,Converted
77279,103521,Male,Loyal Customer,53,Business travel,Business,3038,0,0,0,3,2,5,5,3,3,4,4,3,3,5,3,0.0,satisfied,Not Converted
1113,19765,Male,disloyal Customer,26,Business travel,Business,196,5,1,5,4,2,5,2,2,3,2,4,3,4,2,27,40.0,satisfied,Converted
77886,110954,Male,Loyal Customer,31,Business travel,Business,1588,5,5,3,5,4,4,4,4,4,5,5,4,4,4,3,0.0,satisfied,Converted
26697,88479,Female,Loyal Customer,40,Business travel,Business,868,1,1,1,1,3,5,4,4,4,4,4,5,4,3,2,4.0,satisfied,Converted
34060,78583,Male,Loyal Customer,33,Business travel,Business,1389,3,3,3,3,5,5,5,5,4,2,4,3,4,5,6,0.0,satisfied,Converted
96192,69211,Female,disloyal Customer,26,Business travel,Business,719,5,5,5,3,4,5,4,4,4,4,5,4,5,4,6,5.0,satisfied,Converted
24802,56780,Female,Loyal Customer,52,Business travel,Eco,411,4,4,4,4,1,1,1,4,4,4,4,5,4,5,7,0.0,satisfied,Converted
64192,104314,Female,Loyal Customer,31,Business travel,Eco,1620,5,1,1,1,5,5,5,5,3,4,5,3,1,5,15,38.0,satisfied,Converted
8383,79293,Female,disloyal Customer,24,Business travel,Business,447,0,2,1,3,1,1,1,1,4,5,4,3,4,1,0,0.0,satisfied,Converted
16411,33590,Female,disloyal Customer,52,Business travel,Eco,515,5,0,5,4,3,5,3,3,3,2,2,4,2,3,0,0.0,satisfied,Converted
23972,135823,Female,disloyal Customer,22,Business travel,Business,507,0,5,0,2,3,0,3,3,3,2,5,4,5,3,0,0.0,satisfied,Converted
50576,125165,Male,Loyal Customer,52,Business travel,Business,2063,2,2,2,2,3,5,5,4,4,4,4,5,4,5,123,130.0,satisfied,Converted
63822,21551,Male,disloyal Customer,38,Business travel,Business,1147,4,4,4,5,4,4,3,4,3,2,5,3,4,4,1,0.0,satisfied,Converted
63705,79402,Female,Loyal Customer,59,Business travel,Business,3652,5,5,5,5,5,4,5,5,5,4,5,4,5,5,0,0.0,satisfied,Converted
53218,31195,Female,Loyal Customer,44,Business travel,Business,378,3,3,3,3,2,5,1,4,4,4,4,2,4,4,0,0.0,satisfied,Converted
441,130526,Male,Loyal Customer,44,Business travel,Business,833,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1.0,satisfied,Converted
23752,71852,Female,disloyal Customer,39,Business travel,Business,907,5,5,5,2,5,5,5,5,4,5,4,4,5,5,0,0.0,satisfied,Not Converted
24733,71042,Female,Loyal Customer,41,Business travel,Business,3646,5,5,5,5,5,5,4,2,2,2,2,4,2,3,0,0.0,satisfied,Converted
24485,137547,Male,Loyal Customer,66,Business travel,Business,280,4,4,4,4,5,4,5,4,4,4,4,5,4,4,60,50.0,satisfied,Converted
82704,114426,Male,Loyal Customer,20,Personal Travel,Eco,1139,4,1,4,3,5,4,5,5,3,5,2,1,4,5,0,0.0,satisfied,Converted
9999,14666,Female,Loyal Customer,41,Business travel,Business,3938,4,4,4,4,2,4,5,5,5,4,5,5,5,4,0,0.0,satisfied,Not Converted
62498,79421,Male,Loyal Customer,50,Business travel,Business,802,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,Not Converted
86846,64020,Female,Loyal Customer,45,Business travel,Eco Plus,193,5,1,1,1,2,4,1,5,5,5,5,2,5,5,0,0.0,satisfied,Converted
26131,25591,Male,Loyal Customer,69,Business travel,Eco,528,4,2,2,2,4,4,4,4,4,5,4,5,3,4,10,,satisfied,Converted
99443,15458,Female,Loyal Customer,42,Business travel,Business,597,2,1,2,2,3,4,4,3,3,4,3,3,3,3,0,0.0,satisfied,Converted
81995,68101,Female,Loyal Customer,51,Business travel,Business,2072,3,3,3,3,5,4,4,2,2,2,2,5,2,5,0,0.0,satisfied,Converted
25273,67839,Female,Loyal Customer,59,Business travel,Business,1379,2,2,2,2,2,5,5,5,5,5,5,5,5,5,10,2.0,satisfied,Converted
59245,141919,Male,disloyal Customer,24,Business travel,Eco,679,5,5,5,3,3,5,5,3,4,4,5,5,5,3,0,0.0,satisfied,Not Converted
99311,25079,Female,Loyal Customer,54,Business travel,Business,1994,3,3,3,3,5,5,5,5,5,5,3,4,5,4,0,0.0,satisfied,Converted
68117,75178,Female,Loyal Customer,43,Business travel,Business,2704,4,4,4,4,5,4,5,5,5,5,5,3,5,3,2,0.0,satisfied,Converted
33326,77425,Female,Loyal Customer,39,Business travel,Business,551,5,5,5,5,3,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
21148,110528,Male,Loyal Customer,60,Business travel,Business,1758,4,4,4,4,3,5,4,4,4,4,4,3,4,4,10,0.0,satisfied,Converted
