,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
13869,86434,Male,Loyal Customer,44,Business travel,Eco,308,5,1,1,1,4,5,4,4,1,3,1,5,1,4,7,9.0,satisfied,Converted
61,105323,Female,Loyal Customer,52,Business travel,Business,3475,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
78345,40656,Male,Loyal Customer,49,Business travel,Business,2037,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
47410,75673,Male,Loyal Customer,45,Business travel,Business,3038,2,2,2,2,5,3,2,4,4,4,4,5,4,2,0,0.0,satisfied,Converted
50267,43093,Female,Loyal Customer,44,Personal Travel,Eco,665,5,2,5,1,2,2,1,3,3,5,3,3,3,3,0,0.0,satisfied,Converted
102228,80294,Male,disloyal Customer,37,Business travel,Eco,259,4,0,4,3,2,4,2,2,2,4,5,3,3,2,0,0.0,satisfied,Converted
82640,99214,Male,Loyal Customer,34,Business travel,Business,2521,2,2,2,2,2,5,5,5,5,5,5,4,5,3,97,78.0,satisfied,Converted
23534,85963,Female,Loyal Customer,40,Business travel,Business,250,5,5,5,5,5,5,5,3,3,4,3,5,3,5,0,0.0,satisfied,Converted
11424,122059,Male,Loyal Customer,51,Business travel,Business,534,5,5,5,5,5,5,5,4,4,4,4,4,4,3,2,0.0,satisfied,Converted
276,141115,Male,Loyal Customer,30,Business travel,Business,3131,1,1,1,1,5,4,5,5,5,5,4,5,5,5,7,0.0,satisfied,Converted
78597,57191,Male,disloyal Customer,37,Business travel,Business,296,4,4,4,1,1,4,1,1,5,4,5,5,5,1,36,36.0,satisfied,Converted
8471,166520,Male,Loyal Customer,35,Business travel,Business,2442,3,2,3,3,2,3,5,2,2,2,2,3,2,3,0,0.0,satisfied,Converted
96769,68355,Female,disloyal Customer,23,Business travel,Eco,775,4,4,4,1,2,4,2,2,5,4,5,4,3,2,46,68.0,satisfied,Converted
6755,131935,Female,Loyal Customer,39,Business travel,Business,3327,1,1,1,1,4,4,5,4,4,4,4,3,4,4,75,69.0,satisfied,Converted
51236,84350,Female,Loyal Customer,21,Business travel,Eco,639,5,1,1,1,5,5,5,5,3,2,1,4,3,5,82,85.0,satisfied,Not Converted
44398,142291,Female,Loyal Customer,59,Business travel,Business,314,2,2,2,2,4,5,4,5,5,5,5,3,5,3,80,69.0,satisfied,Converted
12815,78333,Male,Loyal Customer,46,Business travel,Business,3930,1,1,1,1,3,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,Not Converted
62208,108315,Female,Loyal Customer,59,Business travel,Business,978,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Not Converted
82479,88787,Female,Loyal Customer,34,Business travel,Eco Plus,373,4,1,1,1,4,4,4,4,4,2,2,1,5,4,0,0.0,satisfied,Converted
98656,109701,Male,Loyal Customer,36,Business travel,Business,2657,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
40388,102132,Male,Loyal Customer,56,Business travel,Business,469,5,5,5,5,3,4,5,4,4,4,4,4,4,4,2,0.0,satisfied,Converted
93294,63706,Female,Loyal Customer,11,Personal Travel,Eco Plus,861,4,1,4,2,2,4,2,2,2,2,3,1,2,2,16,11.0,satisfied,Converted
23161,75658,Female,Loyal Customer,24,Business travel,Business,2700,3,3,3,3,5,5,5,5,3,2,4,5,2,5,0,20.0,satisfied,Converted
12779,95582,Male,Loyal Customer,18,Business travel,Business,2072,4,4,4,4,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied,Not Converted
46124,93203,Female,Loyal Customer,28,Business travel,Business,733,1,1,1,1,4,4,4,4,4,2,5,4,4,4,0,0.0,satisfied,Converted
374,74547,Male,Loyal Customer,49,Business travel,Business,1938,2,2,2,2,3,4,5,4,4,4,4,5,4,4,22,21.0,satisfied,Converted
100122,47073,Female,Loyal Customer,69,Business travel,Business,2642,4,2,4,4,2,4,5,2,2,2,2,5,2,3,0,0.0,satisfied,Converted
50649,50029,Male,Loyal Customer,31,Business travel,Business,1888,4,4,4,4,4,4,4,4,5,1,3,4,4,4,37,26.0,satisfied,Converted
60906,158494,Female,Loyal Customer,60,Personal Travel,Eco,2402,5,4,5,3,5,2,2,5,2,4,5,2,4,2,4,4.0,satisfied,Not Converted
17657,110906,Male,Loyal Customer,38,Business travel,Business,192,4,4,4,4,4,4,4,5,5,5,4,4,5,3,0,0.0,satisfied,Not Converted
7355,80630,Male,Loyal Customer,45,Business travel,Business,3908,5,5,2,5,5,4,1,4,4,4,4,2,4,2,0,0.0,satisfied,Converted
34731,64730,Male,Loyal Customer,34,Business travel,Business,1050,5,5,5,5,3,5,3,5,5,5,5,4,5,2,7,0.0,satisfied,Converted
77235,120910,Female,Loyal Customer,30,Business travel,Business,2755,3,3,3,3,5,5,5,5,5,3,5,5,4,5,6,12.0,satisfied,Not Converted
20257,56863,Male,Loyal Customer,38,Business travel,Eco,173,5,3,3,3,5,5,5,5,3,2,3,4,5,5,36,33.0,satisfied,Converted
40216,158185,Female,Loyal Customer,33,Business travel,Business,920,3,3,3,3,4,5,5,5,5,5,5,4,5,4,1,20.0,satisfied,Not Converted
37168,88908,Female,Loyal Customer,44,Business travel,Eco,370,4,1,1,1,3,2,4,4,4,4,4,4,4,2,0,0.0,satisfied,Not Converted
23926,52467,Male,Loyal Customer,49,Business travel,Business,2649,1,1,1,1,2,2,3,2,2,2,2,3,2,1,0,0.0,satisfied,Converted
102087,90056,Female,Loyal Customer,45,Business travel,Business,2306,5,5,5,5,1,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,Not Converted
43593,120509,Male,Loyal Customer,51,Business travel,Business,1123,4,4,1,4,5,4,4,5,5,5,5,4,5,3,0,22.0,satisfied,Converted
35833,84074,Male,Loyal Customer,42,Business travel,Eco Plus,125,4,5,5,5,5,4,5,5,5,1,3,3,4,5,16,22.0,satisfied,Converted
88441,99436,Female,disloyal Customer,21,Business travel,Business,2434,5,0,5,2,3,0,3,3,3,4,4,4,5,3,0,30.0,satisfied,Converted
2796,148072,Female,Loyal Customer,53,Business travel,Business,1105,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,6.0,satisfied,Converted
81630,83184,Male,Loyal Customer,57,Business travel,Business,563,1,1,1,1,4,4,5,5,5,5,5,3,5,4,19,20.0,satisfied,Not Converted
41043,65595,Female,Loyal Customer,32,Business travel,Business,2402,5,5,5,5,4,4,4,3,5,4,4,4,4,4,0,13.0,satisfied,Converted
95613,85213,Female,Loyal Customer,32,Business travel,Business,315,1,1,1,1,5,5,5,5,2,4,4,5,4,5,5,0.0,satisfied,Converted
18700,47458,Female,Loyal Customer,39,Business travel,Business,1201,5,2,5,5,4,5,5,4,4,4,4,3,4,3,5,1.0,satisfied,Converted
9199,65824,Female,Loyal Customer,28,Business travel,Business,2677,5,5,5,5,5,5,5,5,3,4,3,1,1,5,0,0.0,satisfied,Converted
2460,64716,Female,Loyal Customer,25,Business travel,Business,1563,4,4,4,4,4,5,4,4,5,3,4,4,3,4,0,0.0,satisfied,Converted
48745,43541,Male,Loyal Customer,54,Business travel,Business,413,4,4,1,4,3,5,4,4,4,4,4,4,4,4,39,26.0,satisfied,Not Converted
30365,90670,Male,Loyal Customer,46,Business travel,Business,1476,3,3,3,3,1,2,3,4,4,4,4,1,4,1,1,0.0,satisfied,Converted
77337,115838,Female,Loyal Customer,45,Personal Travel,Eco,666,0,2,0,3,1,2,3,3,3,0,3,1,3,2,3,1.0,satisfied,Converted
28264,110026,Female,Loyal Customer,53,Business travel,Business,2054,2,2,1,2,2,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,Converted
24998,45791,Male,Loyal Customer,47,Business travel,Business,1187,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,Not Converted
15380,105816,Male,Loyal Customer,33,Personal Travel,Eco,1303,4,4,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,satisfied,Converted
103900,110419,Male,Loyal Customer,49,Business travel,Business,2347,4,4,4,4,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
38427,87381,Female,Loyal Customer,46,Business travel,Eco,109,3,4,4,4,5,4,3,3,3,3,3,1,3,3,0,0.0,satisfied,Not Converted
51799,163351,Male,Loyal Customer,53,Business travel,Business,507,3,3,3,3,2,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
7228,82867,Male,Loyal Customer,69,Personal Travel,Eco,508,5,5,5,3,3,5,3,3,4,5,5,4,5,3,0,0.0,satisfied,Not Converted
58200,110025,Female,disloyal Customer,26,Business travel,Business,929,5,5,5,1,4,0,4,4,3,3,5,5,4,4,0,0.0,satisfied,Converted
10179,73618,Male,Loyal Customer,47,Business travel,Business,187,3,3,5,3,5,3,2,4,4,4,5,4,4,2,11,17.0,satisfied,Converted
54645,138557,Male,Loyal Customer,50,Business travel,Business,1587,3,3,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,Not Converted
40777,94773,Male,Loyal Customer,53,Business travel,Business,334,3,5,3,3,4,5,5,5,5,5,5,4,5,5,5,0.0,satisfied,Converted
53799,121716,Male,Loyal Customer,60,Business travel,Business,2079,4,4,4,4,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
51036,47333,Female,Loyal Customer,24,Business travel,Business,3682,1,1,1,1,2,2,2,2,4,2,4,3,4,2,0,0.0,satisfied,Converted
39053,94462,Female,Loyal Customer,49,Business travel,Business,3239,3,1,3,3,3,4,5,5,5,4,5,3,5,5,0,0.0,satisfied,Converted
12619,57660,Male,Loyal Customer,33,Business travel,Business,2175,5,5,5,5,5,5,5,5,1,5,3,3,2,5,6,18.0,satisfied,Not Converted
22461,51060,Female,Loyal Customer,51,Business travel,Eco,401,5,1,1,1,5,5,5,4,4,5,4,2,4,1,117,97.0,satisfied,Converted
73773,60973,Male,Loyal Customer,17,Personal Travel,Business,212,5,4,5,5,2,5,2,2,3,3,5,4,4,2,0,0.0,satisfied,Not Converted
49812,135909,Female,disloyal Customer,23,Business travel,Eco,834,4,4,4,2,2,4,2,2,5,5,4,3,4,2,0,0.0,satisfied,Converted
45722,79366,Female,Loyal Customer,59,Business travel,Business,2250,4,4,4,4,4,5,3,5,5,5,3,2,5,4,0,0.0,satisfied,Not Converted
53004,42855,Female,disloyal Customer,17,Business travel,Eco,404,0,0,0,2,5,0,5,5,2,4,1,3,1,5,0,0.0,satisfied,Converted
21365,45431,Female,Loyal Customer,46,Business travel,Business,3286,1,1,1,1,2,5,4,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
10502,93641,Female,Loyal Customer,58,Business travel,Business,3087,2,2,2,2,5,4,5,5,5,5,4,3,5,4,3,5.0,satisfied,Converted
48959,61367,Male,Loyal Customer,22,Personal Travel,Eco,562,4,1,4,2,3,4,3,3,3,1,2,1,3,3,0,0.0,satisfied,Converted
14734,63753,Female,disloyal Customer,38,Business travel,Eco,919,4,4,4,3,5,4,5,5,5,4,3,4,4,5,0,0.0,satisfied,Converted
28707,103491,Male,Loyal Customer,52,Business travel,Business,2105,5,5,5,5,5,4,5,5,5,5,5,4,5,3,0,4.0,satisfied,Converted
49641,108641,Male,Loyal Customer,57,Business travel,Business,1671,2,2,2,2,2,4,5,4,4,4,4,3,4,3,88,81.0,satisfied,Converted
90156,91612,Male,Loyal Customer,28,Business travel,Business,1075,2,2,2,2,4,4,4,4,1,2,3,2,3,4,0,0.0,satisfied,Converted
97677,166902,Male,Loyal Customer,31,Business travel,Business,2691,4,4,4,4,5,5,5,5,4,3,5,5,4,5,0,0.0,satisfied,Converted
48574,89949,Female,Loyal Customer,32,Business travel,Business,2416,5,5,5,5,4,4,5,4,2,5,3,3,2,4,0,3.0,satisfied,Converted
13466,97907,Female,Loyal Customer,36,Business travel,Eco,1158,5,5,5,5,5,5,5,5,2,3,3,5,4,5,0,0.0,satisfied,Converted
38215,156370,Female,Loyal Customer,55,Business travel,Business,2279,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
24323,86938,Male,Loyal Customer,55,Business travel,Eco,337,2,4,5,5,2,2,2,2,2,3,2,4,1,2,0,0.0,satisfied,Converted
39480,138594,Female,disloyal Customer,19,Business travel,Eco,1206,4,4,4,1,5,4,5,5,5,2,4,5,4,5,0,0.0,satisfied,Not Converted
2051,151374,Female,Loyal Customer,40,Business travel,Business,1947,3,3,5,3,4,3,4,5,5,5,5,5,5,3,21,7.0,satisfied,Converted
25619,125211,Female,Loyal Customer,53,Business travel,Business,3105,2,2,2,2,2,4,4,3,3,3,3,5,3,5,8,15.0,satisfied,Converted
71099,152016,Female,Loyal Customer,39,Business travel,Business,3606,3,3,5,3,2,5,4,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
74907,123227,Male,Loyal Customer,59,Business travel,Business,761,4,4,4,4,4,4,5,4,4,5,4,3,4,4,0,0.0,satisfied,Not Converted
74905,124824,Male,Loyal Customer,37,Business travel,Eco,321,5,1,1,1,5,5,5,5,1,2,2,5,2,5,1,0.0,satisfied,Converted
97831,101212,Female,Loyal Customer,58,Business travel,Business,1192,2,2,1,2,2,5,4,4,4,4,4,3,4,3,0,3.0,satisfied,Converted
27518,87916,Female,Loyal Customer,11,Personal Travel,Eco,326,4,2,4,2,5,4,1,5,2,5,2,4,3,5,0,0.0,satisfied,Not Converted
15920,39234,Male,Loyal Customer,40,Business travel,Business,3504,0,1,1,4,5,5,5,4,4,4,4,3,4,4,29,32.0,satisfied,Converted
95788,131458,Male,disloyal Customer,21,Business travel,Business,189,4,5,4,4,3,4,4,3,4,4,4,4,4,3,0,0.0,satisfied,Not Converted
17664,166866,Male,Loyal Customer,51,Business travel,Business,2342,5,5,5,5,2,3,4,5,5,5,5,4,5,5,2,15.0,satisfied,Not Converted
75006,100163,Female,disloyal Customer,9,Business travel,Business,2556,4,0,4,4,4,3,3,4,4,5,4,3,5,3,0,4.0,satisfied,Converted
76456,95458,Female,Loyal Customer,48,Personal Travel,Eco Plus,589,4,4,4,2,5,4,5,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
54834,41132,Male,disloyal Customer,22,Business travel,Eco,650,5,0,5,2,2,5,4,2,5,3,5,3,4,2,39,36.0,satisfied,Not Converted
27202,98981,Female,Loyal Customer,51,Business travel,Business,1635,2,2,4,2,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,Not Converted
87809,159501,Female,Loyal Customer,40,Business travel,Business,546,4,4,4,4,4,4,4,5,5,5,5,3,5,3,3,0.0,satisfied,Converted
12624,86743,Male,Loyal Customer,32,Business travel,Business,109,0,4,0,5,4,4,4,4,3,4,1,1,3,4,0,0.0,satisfied,Converted
92133,133782,Female,Loyal Customer,50,Business travel,Business,302,3,3,1,3,3,5,5,4,4,4,4,4,4,5,6,4.0,satisfied,Converted
33842,115780,Male,disloyal Customer,26,Business travel,Business,526,4,4,4,4,5,4,5,5,3,3,4,3,5,5,51,65.0,satisfied,Converted
84762,151713,Female,disloyal Customer,38,Business travel,Business,417,5,5,5,5,2,5,2,2,4,5,4,4,5,2,0,0.0,satisfied,Converted
75814,40962,Male,Loyal Customer,56,Business travel,Business,2289,4,1,4,4,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Not Converted
58401,46452,Female,Loyal Customer,41,Business travel,Business,765,5,5,5,5,3,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
63562,160585,Female,Loyal Customer,9,Personal Travel,Eco,590,5,4,5,1,1,5,1,1,3,5,2,2,3,1,0,0.0,satisfied,Not Converted
53603,130356,Male,disloyal Customer,39,Business travel,Business,317,5,5,5,3,3,5,2,3,4,5,4,4,5,3,21,12.0,satisfied,Converted
102215,53629,Male,disloyal Customer,26,Business travel,Eco,628,5,0,5,3,5,5,5,5,3,1,5,4,5,5,21,23.0,satisfied,Not Converted
37541,113690,Female,Loyal Customer,43,Business travel,Business,2915,5,5,5,5,2,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
85669,150716,Male,disloyal Customer,40,Business travel,Business,407,4,4,4,4,5,4,5,5,5,2,5,3,4,5,16,10.0,satisfied,Not Converted
43445,92173,Female,Loyal Customer,54,Business travel,Business,2400,5,5,5,5,5,4,5,4,4,4,4,3,4,5,43,25.0,satisfied,Converted
8585,134447,Male,Loyal Customer,25,Business travel,Business,2744,3,3,3,3,5,4,5,5,5,5,5,4,5,5,5,0.0,satisfied,Converted
87888,123098,Female,Loyal Customer,45,Business travel,Business,2689,3,3,3,3,5,5,5,2,2,2,2,5,2,3,0,0.0,satisfied,Not Converted
103129,64569,Female,disloyal Customer,28,Business travel,Eco Plus,1024,0,0,0,3,3,0,3,3,2,4,3,5,4,3,30,24.0,satisfied,Converted
6775,152074,Male,Loyal Customer,55,Business travel,Business,296,3,4,3,3,5,5,4,4,4,4,4,4,4,5,27,19.0,satisfied,Converted
80503,162000,Male,Loyal Customer,47,Business travel,Business,399,5,5,5,5,4,5,5,3,3,3,3,3,3,3,130,129.0,satisfied,Converted
16826,88948,Male,Loyal Customer,72,Business travel,Eco,493,5,1,4,1,5,5,5,5,3,1,1,1,2,5,0,0.0,satisfied,Converted
65303,109495,Male,Loyal Customer,41,Business travel,Business,594,2,2,2,2,3,4,4,3,3,4,3,3,3,3,0,0.0,satisfied,Converted
50084,69069,Male,Loyal Customer,14,Personal Travel,Eco Plus,967,0,5,1,1,3,1,3,3,3,5,5,3,5,3,4,0.0,satisfied,Converted
37583,135495,Female,Loyal Customer,42,Business travel,Business,327,2,2,2,2,5,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
1046,152225,Female,Loyal Customer,41,Business travel,Business,2097,2,2,2,2,2,4,4,4,4,4,4,4,4,4,55,43.0,satisfied,Converted
52946,136623,Female,Loyal Customer,55,Business travel,Business,448,5,5,5,5,2,4,5,2,2,2,2,3,2,5,64,49.0,satisfied,Converted
2210,136345,Male,Loyal Customer,52,Business travel,Business,1564,1,1,1,1,5,5,5,3,3,3,3,3,3,5,0,0.0,satisfied,Converted
26113,120607,Female,Loyal Customer,36,Personal Travel,Eco,2079,5,2,5,3,5,5,5,5,3,4,3,2,3,5,2,0.0,satisfied,Converted
42999,72972,Female,Loyal Customer,20,Business travel,Business,2465,4,4,1,4,5,5,5,3,1,4,1,5,5,5,0,20.0,satisfied,Converted
36765,72300,Female,Loyal Customer,22,Business travel,Business,273,3,3,3,3,4,4,4,4,2,4,2,4,4,4,8,2.0,satisfied,Not Converted
30344,103103,Male,Loyal Customer,23,Business travel,Business,1389,2,2,2,2,5,5,5,5,4,5,5,4,4,5,0,0.0,satisfied,Converted
98018,155627,Male,Loyal Customer,31,Business travel,Business,602,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
19689,90624,Male,Loyal Customer,40,Business travel,Eco,811,4,1,4,1,4,4,4,4,4,5,4,5,2,4,2,0.0,satisfied,Converted
32081,160733,Female,Loyal Customer,50,Business travel,Business,1337,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
32324,144945,Female,Loyal Customer,36,Business travel,Business,1860,1,1,1,1,4,4,1,4,4,4,4,5,4,1,35,75.0,satisfied,Converted
46071,99660,Female,disloyal Customer,20,Business travel,Business,414,0,5,0,1,5,0,5,5,5,3,5,5,4,5,0,0.0,satisfied,Converted
6832,107703,Male,Loyal Customer,39,Business travel,Business,1162,1,1,1,1,3,4,4,3,3,3,3,5,3,4,0,0.0,satisfied,Not Converted
86457,58619,Male,Loyal Customer,45,Business travel,Business,292,5,5,5,5,3,2,3,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
22593,104149,Female,Loyal Customer,58,Business travel,Business,731,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
85730,96590,Male,Loyal Customer,26,Personal Travel,Eco,4963,4,4,3,1,3,1,1,4,1,4,5,1,3,1,0,0.0,satisfied,Not Converted
96073,166683,Male,Loyal Customer,43,Business travel,Business,2454,3,5,3,3,3,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,Not Converted
28238,61423,Male,Loyal Customer,39,Business travel,Business,2415,2,2,2,2,2,2,5,5,5,5,5,1,5,5,0,6.0,satisfied,Not Converted
82194,148445,Male,Loyal Customer,58,Business travel,Business,1111,5,5,5,5,5,5,5,4,4,4,4,3,4,5,27,13.0,satisfied,Converted
95110,119579,Female,Loyal Customer,44,Business travel,Business,1481,1,1,5,1,5,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
97161,69149,Female,Loyal Customer,41,Business travel,Business,2762,4,4,4,4,4,4,4,1,4,5,1,4,5,4,0,23.0,satisfied,Converted
8946,80765,Male,Loyal Customer,57,Business travel,Business,2409,4,4,4,4,2,2,3,4,4,4,4,5,4,3,39,28.0,satisfied,Converted
40568,164230,Female,disloyal Customer,17,Business travel,Eco,651,0,4,1,3,1,1,1,1,3,5,4,3,4,1,0,0.0,satisfied,Converted
37834,107381,Female,Loyal Customer,59,Business travel,Business,2499,1,1,3,1,4,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
