,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
100726,105341,Female,Loyal Customer,65,Personal Travel,Eco,1192,4,2,4,3,2,2,2,2,2,4,2,1,2,1,4,0.0,satisfied,Converted
69428,112063,Male,Loyal Customer,49,Business travel,Business,2002,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
91024,154289,Male,Loyal Customer,58,Business travel,Business,2746,4,4,4,4,4,5,5,5,5,5,5,3,5,3,22,12.0,satisfied,Converted
97168,57537,Female,Loyal Customer,29,Business travel,Eco,1092,4,5,5,5,4,4,4,4,2,5,4,5,4,4,0,0.0,satisfied,Not Converted
46121,155975,Male,Loyal Customer,55,Business travel,Business,3737,2,2,2,2,3,5,4,4,4,4,4,4,4,4,13,3.0,satisfied,Converted
86862,159446,Male,Loyal Customer,43,Business travel,Business,3385,5,5,5,5,4,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
20899,134031,Male,Loyal Customer,49,Business travel,Business,1614,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
38290,71540,Female,Loyal Customer,30,Business travel,Business,1570,1,2,1,1,2,2,2,2,4,3,2,5,2,2,0,0.0,satisfied,Not Converted
35575,161364,Female,Loyal Customer,44,Business travel,Business,366,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
87503,123024,Female,Loyal Customer,52,Business travel,Eco Plus,1122,4,5,5,5,2,3,2,4,4,4,4,2,4,1,15,0.0,satisfied,Converted
86626,121424,Male,Loyal Customer,27,Business travel,Business,2772,5,5,5,5,4,4,4,4,5,5,4,4,5,4,5,0.0,satisfied,Converted
31403,111744,Female,Loyal Customer,41,Business travel,Business,328,2,2,2,2,2,5,5,4,4,4,4,5,4,4,2,0.0,satisfied,Converted
60977,150621,Male,Loyal Customer,23,Business travel,Business,3449,5,5,5,5,4,4,4,4,4,4,4,5,5,4,0,0.0,satisfied,Converted
81008,126773,Male,Loyal Customer,43,Business travel,Eco,266,4,5,5,5,4,4,4,4,5,2,1,3,1,4,0,0.0,satisfied,Converted
89660,158841,Male,Loyal Customer,53,Business travel,Business,255,4,4,3,4,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
68903,115569,Female,Loyal Customer,58,Business travel,Business,1431,5,5,5,5,2,4,5,4,4,4,4,4,4,4,1,0.0,satisfied,Converted
22823,141679,Male,disloyal Customer,22,Business travel,Business,328,5,0,5,1,2,5,1,2,5,4,4,4,4,2,29,26.0,satisfied,Converted
43479,147516,Female,Loyal Customer,45,Business travel,Business,1674,3,3,4,3,5,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
57957,103855,Male,Loyal Customer,29,Business travel,Business,2362,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,6.0,satisfied,Converted
70189,92996,Male,Loyal Customer,42,Personal Travel,Eco,328,4,4,4,4,4,4,4,4,3,5,5,4,5,4,0,0.0,satisfied,Converted
20424,70900,Female,Loyal Customer,36,Business travel,Business,571,1,1,1,1,4,2,5,5,5,5,5,2,5,3,0,6.0,satisfied,Converted
60149,109347,Female,Loyal Customer,44,Business travel,Business,1507,1,1,1,1,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
19563,78089,Male,Loyal Customer,52,Business travel,Business,3502,5,5,5,5,4,2,4,5,5,5,5,1,5,2,0,7.0,satisfied,Converted
15871,64247,Female,Loyal Customer,57,Business travel,Eco,809,4,2,2,2,5,1,5,4,4,4,4,5,4,3,126,111.0,satisfied,Not Converted
103565,109491,Female,Loyal Customer,59,Business travel,Business,3881,2,2,2,2,4,5,5,2,2,2,2,5,2,3,0,0.0,satisfied,Converted
16161,41110,Female,Loyal Customer,55,Business travel,Business,227,4,4,4,4,3,4,4,4,4,4,4,3,4,4,7,1.0,satisfied,Converted
16535,130298,Female,Loyal Customer,44,Business travel,Business,1587,5,5,5,5,5,3,4,4,4,4,4,3,4,3,7,0.0,satisfied,Not Converted
66885,98321,Male,Loyal Customer,33,Business travel,Business,3600,2,2,4,2,5,5,5,5,4,4,1,3,5,5,0,0.0,satisfied,Converted
46568,84540,Male,Loyal Customer,41,Business travel,Eco,1499,4,4,4,4,4,4,4,4,4,4,3,1,1,4,25,40.0,satisfied,Not Converted
43607,152606,Female,Loyal Customer,52,Business travel,Business,1558,4,4,2,4,3,5,5,5,5,5,5,5,5,5,3,0.0,satisfied,Converted
82373,64364,Female,Loyal Customer,45,Business travel,Business,483,4,4,4,4,4,5,2,5,5,5,5,3,5,2,0,0.0,satisfied,Converted
102555,96502,Female,Loyal Customer,49,Business travel,Business,3852,2,2,2,2,4,4,4,5,5,5,5,4,5,4,30,9.0,satisfied,Converted
68589,142794,Female,Loyal Customer,22,Personal Travel,Eco,1521,4,4,4,4,1,4,5,1,3,2,4,1,4,1,0,0.0,satisfied,Converted
27216,170390,Male,Loyal Customer,33,Business travel,Business,3698,1,1,1,1,4,4,4,4,4,4,5,5,4,4,1,0.0,satisfied,Converted
57680,118530,Male,Loyal Customer,43,Business travel,Business,2444,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
62324,42931,Male,Loyal Customer,33,Business travel,Business,383,3,3,3,3,4,4,4,4,3,5,4,4,3,4,6,25.0,satisfied,Converted
77295,121378,Male,Loyal Customer,54,Business travel,Business,1416,5,5,5,5,2,4,5,4,4,4,4,5,4,4,2,0.0,satisfied,Not Converted
26989,154782,Female,Loyal Customer,46,Business travel,Eco Plus,386,4,2,1,2,2,5,5,4,4,4,4,3,4,1,3,0.0,satisfied,Not Converted
43518,49640,Male,Loyal Customer,21,Business travel,Business,280,2,2,2,2,4,4,4,4,4,2,5,4,4,4,0,0.0,satisfied,Converted
67798,93873,Male,Loyal Customer,24,Business travel,Business,679,5,5,5,5,5,5,5,5,3,1,4,3,5,5,0,24.0,satisfied,Converted
62164,66164,Male,Loyal Customer,23,Business travel,Eco Plus,577,5,2,2,2,5,5,5,5,3,1,2,2,2,5,0,0.0,satisfied,Not Converted
48687,139049,Female,Loyal Customer,56,Business travel,Business,3033,1,1,1,1,3,4,4,2,2,2,2,5,2,5,0,0.0,satisfied,Converted
45917,98089,Female,Loyal Customer,19,Business travel,Eco,1222,4,4,4,4,4,4,3,4,3,4,3,1,1,4,5,0.0,satisfied,Converted
34448,152992,Female,Loyal Customer,60,Business travel,Business,680,2,2,2,2,2,5,4,4,4,4,4,5,4,5,30,2.0,satisfied,Converted
98109,115366,Female,Loyal Customer,45,Business travel,Business,2875,3,3,3,3,5,4,5,5,5,5,5,5,5,4,16,0.0,satisfied,Not Converted
51814,139165,Female,Loyal Customer,59,Business travel,Business,327,2,2,2,2,1,2,3,4,4,4,4,2,4,3,1,0.0,satisfied,Converted
95627,52677,Male,disloyal Customer,45,Business travel,Business,429,5,5,5,5,3,5,3,3,5,5,4,5,4,3,0,0.0,satisfied,Converted
37556,72157,Female,Loyal Customer,34,Business travel,Business,1511,2,2,2,2,1,5,3,4,4,4,4,3,4,3,1,64.0,satisfied,Converted
200,155008,Female,Loyal Customer,45,Business travel,Business,3732,5,5,5,5,5,5,5,5,5,5,5,3,5,4,17,0.0,satisfied,Converted
101234,109509,Male,Loyal Customer,59,Business travel,Business,2802,3,3,3,3,4,5,5,5,5,4,5,4,5,5,0,0.0,satisfied,Converted
2427,107279,Female,Loyal Customer,51,Business travel,Business,852,1,2,1,1,4,5,5,4,4,5,4,4,4,3,0,0.0,satisfied,Converted
95006,121067,Male,Loyal Customer,21,Business travel,Business,1620,5,5,5,5,3,4,3,3,3,5,4,4,5,3,0,0.0,satisfied,Converted
19837,68967,Female,Loyal Customer,38,Business travel,Business,2235,1,1,3,1,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
10652,116033,Male,Loyal Customer,37,Business travel,Business,2611,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,Not Converted
68366,61692,Male,Loyal Customer,14,Personal Travel,Eco,707,4,5,4,4,5,4,3,5,4,1,5,3,4,5,18,1.0,satisfied,Converted
21318,80796,Male,Loyal Customer,24,Business travel,Business,272,1,1,1,1,5,5,5,5,4,5,3,2,2,5,0,0.0,satisfied,Not Converted
62003,167013,Female,Loyal Customer,31,Business travel,Business,3234,1,1,5,1,5,5,5,5,4,2,5,3,4,5,0,0.0,satisfied,Converted
24793,90165,Male,Loyal Customer,42,Business travel,Eco,134,4,5,5,5,4,4,4,4,3,3,4,2,5,4,0,0.0,satisfied,Not Converted
77472,144502,Female,Loyal Customer,53,Business travel,Business,3590,3,3,3,3,4,5,4,4,4,4,4,5,4,4,19,3.0,satisfied,Converted
9647,112221,Male,Loyal Customer,56,Business travel,Business,2154,4,2,4,4,5,5,2,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
18061,62164,Female,Loyal Customer,25,Business travel,Business,3322,1,1,1,1,4,4,4,4,5,2,3,1,2,4,0,4.0,satisfied,Not Converted
102762,82406,Male,Loyal Customer,38,Business travel,Eco Plus,641,5,1,1,1,5,5,5,5,3,4,4,1,2,5,44,53.0,satisfied,Not Converted
92481,61829,Female,Loyal Customer,55,Personal Travel,Eco,457,0,4,0,1,5,5,5,3,3,0,3,3,3,5,0,0.0,satisfied,Converted
88518,42623,Female,Loyal Customer,53,Business travel,Business,2230,3,3,3,3,3,5,5,3,3,3,3,5,3,3,6,3.0,satisfied,Converted
49514,134487,Male,Loyal Customer,20,Business travel,Business,1569,5,5,5,5,4,4,4,4,3,2,4,3,5,4,1,14.0,satisfied,Converted
17160,81155,Male,Loyal Customer,44,Business travel,Business,2621,4,4,4,4,2,1,3,5,5,5,5,4,5,2,2,60.0,satisfied,Not Converted
97161,72796,Female,Loyal Customer,41,Business travel,Business,2762,4,4,4,4,4,4,4,1,4,5,1,4,5,4,0,23.0,satisfied,Converted
32333,102085,Male,Loyal Customer,40,Business travel,Business,1639,5,5,5,5,5,5,4,4,4,4,4,3,4,4,5,14.0,satisfied,Not Converted
46296,140039,Female,Loyal Customer,60,Business travel,Business,181,2,2,2,2,4,4,5,5,5,5,4,4,5,4,70,77.0,satisfied,Converted
60875,140642,Male,Loyal Customer,52,Business travel,Business,3229,4,4,4,4,3,5,5,4,4,4,4,4,4,4,20,6.0,satisfied,Converted
88802,151172,Female,Loyal Customer,39,Business travel,Business,1756,3,3,3,3,2,4,5,5,5,5,5,3,5,3,7,0.0,satisfied,Converted
27586,164588,Female,Loyal Customer,51,Business travel,Business,214,3,3,3,3,4,4,5,4,4,4,4,3,4,3,0,14.0,satisfied,Converted
90565,163973,Male,Loyal Customer,53,Business travel,Business,3876,4,4,4,4,3,4,4,3,3,3,3,5,3,4,76,71.0,satisfied,Converted
913,66059,Female,Loyal Customer,38,Business travel,Business,1947,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
135,132715,Male,Loyal Customer,27,Business travel,Business,588,2,2,2,2,5,5,5,5,5,2,5,3,5,5,0,0.0,satisfied,Converted
85047,133111,Female,Loyal Customer,48,Business travel,Business,1535,5,5,5,5,3,4,5,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
46381,86427,Female,Loyal Customer,39,Business travel,Eco,587,4,2,2,2,4,4,4,4,3,3,4,3,3,4,0,0.0,satisfied,Not Converted
15869,107932,Female,Loyal Customer,48,Business travel,Business,2318,3,3,3,3,5,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
67965,124011,Male,Loyal Customer,31,Business travel,Business,1022,2,2,2,2,3,4,3,3,4,2,5,5,5,3,5,25.0,satisfied,Converted
96192,97379,Female,disloyal Customer,26,Business travel,Business,719,5,5,5,3,4,5,4,4,4,4,5,4,5,4,6,5.0,satisfied,Not Converted
5463,166181,Female,Loyal Customer,51,Personal Travel,Eco,651,5,2,5,4,5,2,4,4,4,2,1,1,4,3,1,0.0,satisfied,Converted
69701,129760,Male,Loyal Customer,56,Business travel,Business,1946,5,1,5,5,3,5,4,2,2,2,2,4,2,5,5,2.0,satisfied,Not Converted
78735,135134,Male,Loyal Customer,52,Business travel,Business,239,4,4,4,4,5,4,5,5,5,5,5,5,5,3,28,30.0,satisfied,Converted
51975,124354,Male,disloyal Customer,19,Business travel,Business,632,4,0,5,3,5,5,4,5,5,4,4,4,5,5,115,107.0,satisfied,Converted
90071,170667,Male,Loyal Customer,47,Business travel,Business,308,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
89927,43643,Female,Loyal Customer,60,Personal Travel,Eco,597,4,4,4,3,3,4,1,5,5,4,1,4,5,1,0,3.0,satisfied,Converted
54790,74574,Female,Loyal Customer,39,Business travel,Business,399,3,3,3,3,5,1,3,4,4,5,4,3,4,3,0,0.0,satisfied,Converted
80884,137285,Male,Loyal Customer,7,Personal Travel,Eco Plus,687,0,5,0,2,1,0,1,1,4,5,5,5,4,1,0,0.0,satisfied,Converted
63886,79614,Female,Loyal Customer,26,Business travel,Business,2611,4,4,4,4,4,4,4,4,3,5,5,2,2,4,6,9.0,satisfied,Converted
81831,40975,Male,Loyal Customer,43,Business travel,Business,3788,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
38835,60005,Female,Loyal Customer,40,Business travel,Eco Plus,788,3,4,4,4,3,4,3,3,1,1,3,5,5,3,0,35.0,satisfied,Converted
32380,153177,Male,Loyal Customer,58,Personal Travel,Business,1199,4,2,4,4,1,4,3,4,4,4,3,1,4,1,3,0.0,satisfied,Converted
19812,169516,Male,Loyal Customer,49,Business travel,Business,1818,4,4,4,4,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
64665,107157,Male,Loyal Customer,29,Business travel,Business,3833,3,3,3,3,5,5,5,5,3,3,5,3,5,5,0,0.0,satisfied,Converted
19221,116496,Female,Loyal Customer,41,Business travel,Business,3619,1,1,1,1,4,4,4,5,5,5,5,3,5,4,0,0.0,satisfied,Converted
54072,61995,Female,Loyal Customer,44,Business travel,Eco,106,4,2,2,2,1,1,5,4,4,4,4,4,4,4,43,42.0,satisfied,Converted
13111,147548,Male,Loyal Customer,54,Personal Travel,Eco Plus,1506,4,3,4,3,4,4,4,4,4,1,2,3,3,4,0,0.0,satisfied,Converted
47321,163860,Male,Loyal Customer,44,Business travel,Business,3343,3,3,3,3,2,5,5,5,5,5,5,4,5,3,0,0.0,satisfied,Not Converted
4899,145626,Female,Loyal Customer,46,Business travel,Business,3389,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,0.0,satisfied,Converted
27997,167643,Female,Loyal Customer,40,Business travel,Business,2276,4,4,4,4,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
58284,83652,Female,Loyal Customer,38,Business travel,Eco,516,4,4,5,4,4,4,4,4,2,5,1,1,1,4,0,5.0,satisfied,Converted
59775,61130,Female,disloyal Customer,39,Business travel,Business,258,4,4,4,3,5,4,5,5,4,5,3,3,5,5,0,0.0,satisfied,Not Converted
49642,47424,Female,disloyal Customer,24,Business travel,Business,296,4,5,4,1,2,4,2,2,5,4,5,4,4,2,0,0.0,satisfied,Not Converted
32802,122706,Female,Loyal Customer,47,Business travel,Business,1487,2,2,4,2,5,5,4,5,5,5,5,5,5,3,0,6.0,satisfied,Not Converted
51138,140285,Female,disloyal Customer,62,Business travel,Business,337,2,1,1,4,3,2,3,3,4,3,4,5,4,3,0,0.0,satisfied,Converted
48479,165254,Male,Loyal Customer,54,Business travel,Business,2671,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
92392,84266,Female,Loyal Customer,60,Business travel,Eco,402,3,4,4,4,3,3,2,3,3,3,3,1,3,4,0,0.0,satisfied,Converted
71220,104777,Female,Loyal Customer,42,Personal Travel,Eco,2724,0,3,0,3,5,5,5,5,5,0,5,3,5,3,0,0.0,satisfied,Converted
98510,104310,Male,Loyal Customer,35,Business travel,Business,447,4,4,4,4,5,1,2,4,4,4,4,1,4,3,0,0.0,satisfied,Converted
29786,130279,Male,Loyal Customer,49,Business travel,Business,1807,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
49344,47719,Male,Loyal Customer,40,Business travel,Business,2145,4,4,4,4,3,4,5,3,3,4,5,4,3,5,0,0.0,satisfied,Converted
39243,45492,Male,Loyal Customer,23,Business travel,Business,2793,2,2,2,2,4,4,4,4,4,4,5,3,5,4,0,0.0,satisfied,Converted
9610,169120,Male,Loyal Customer,49,Business travel,Business,1788,1,1,1,1,4,5,4,3,3,3,3,5,3,5,0,1.0,satisfied,Converted
54141,117912,Male,Loyal Customer,22,Business travel,Business,1990,5,5,5,5,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied,Converted
65757,144755,Male,Loyal Customer,39,Business travel,Business,1072,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
26,59479,Female,Loyal Customer,33,Business travel,Business,1561,1,1,1,1,1,5,3,4,4,4,3,5,4,2,0,0.0,satisfied,Converted
90561,90657,Female,Loyal Customer,42,Business travel,Business,1780,1,1,1,1,4,4,3,5,5,5,5,1,5,2,0,7.0,satisfied,Converted
86032,143747,Male,Loyal Customer,49,Business travel,Business,3568,1,1,1,1,4,4,4,3,3,4,5,4,3,4,358,357.0,satisfied,Not Converted
30005,141190,Male,Loyal Customer,40,Business travel,Business,2011,5,5,3,5,3,4,5,3,3,4,3,5,3,4,0,4.0,satisfied,Converted
80713,137275,Male,Loyal Customer,35,Business travel,Business,2069,2,2,2,2,2,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
9951,81514,Male,Loyal Customer,45,Business travel,Eco,391,4,2,2,2,4,4,4,4,3,2,2,5,1,4,1,14.0,satisfied,Converted
82704,142594,Male,Loyal Customer,20,Personal Travel,Eco,1139,4,1,4,3,5,4,5,5,3,5,2,1,4,5,0,0.0,satisfied,Converted
43834,54624,Female,Loyal Customer,39,Business travel,Business,1711,0,4,0,3,1,3,3,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
27753,84563,Male,Loyal Customer,44,Business travel,Eco,119,4,3,4,3,4,4,4,4,3,4,3,5,5,4,32,40.0,satisfied,Not Converted
81029,66222,Male,Loyal Customer,45,Business travel,Business,1529,1,1,1,1,4,4,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
86421,125774,Male,Loyal Customer,51,Business travel,Business,2987,2,2,2,2,5,4,5,3,3,3,3,4,3,5,0,3.0,satisfied,Converted
24527,148305,Female,Loyal Customer,57,Business travel,Business,2023,2,2,2,2,2,5,5,5,5,5,5,4,5,5,5,0.0,satisfied,Converted
69646,140367,Male,Loyal Customer,68,Business travel,Business,3190,1,1,5,1,3,4,4,3,3,4,3,4,3,5,7,2.0,satisfied,Not Converted
81134,121645,Male,Loyal Customer,45,Personal Travel,Eco,821,5,2,4,3,1,4,1,1,2,4,3,1,4,1,2,5.0,satisfied,Converted
96060,153003,Male,Loyal Customer,27,Business travel,Business,3615,3,5,3,3,4,4,4,4,3,2,4,3,5,4,31,29.0,satisfied,Converted
32247,139531,Male,Loyal Customer,9,Personal Travel,Business,834,5,5,5,4,3,5,3,3,5,5,4,5,5,3,6,3.0,satisfied,Converted
56015,115344,Female,Loyal Customer,56,Business travel,Business,1431,5,5,5,5,3,4,4,4,4,5,4,5,4,3,0,0.0,satisfied,Converted
102392,67596,Female,Loyal Customer,56,Business travel,Business,3312,4,4,4,4,2,4,2,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
90337,140575,Female,Loyal Customer,44,Business travel,Business,808,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
5869,74170,Female,Loyal Customer,50,Business travel,Eco Plus,216,4,1,1,1,3,4,5,4,4,4,4,4,4,1,0,0.0,satisfied,Not Converted
35792,105493,Female,disloyal Customer,23,Business travel,Business,247,5,5,5,1,2,5,2,2,3,2,4,4,4,2,0,0.0,satisfied,Converted
55386,52659,Male,disloyal Customer,24,Business travel,Business,429,5,0,5,5,3,5,3,3,3,2,4,5,4,3,0,0.0,satisfied,Converted
19739,57952,Male,Loyal Customer,19,Business travel,Eco,610,4,2,2,2,4,4,4,4,4,4,1,2,5,4,0,0.0,satisfied,Converted
10069,167429,Male,Loyal Customer,47,Business travel,Business,1849,4,4,4,4,4,4,5,4,4,4,4,4,4,3,9,0.0,satisfied,Not Converted
76714,145804,Female,Loyal Customer,37,Business travel,Business,472,5,5,5,5,1,3,5,3,3,3,3,5,3,2,32,19.0,satisfied,Converted
39451,74174,Male,Loyal Customer,33,Business travel,Eco Plus,102,4,4,4,4,4,4,4,4,2,4,3,2,3,4,0,0.0,satisfied,Converted
96348,93828,Female,Loyal Customer,40,Business travel,Eco Plus,1721,5,5,5,5,5,5,5,5,5,2,4,3,1,5,5,0.0,satisfied,Converted
52797,108848,Male,Loyal Customer,40,Personal Travel,Eco,1188,4,4,4,3,4,4,4,4,4,2,4,4,4,4,3,12.0,satisfied,Not Converted
31041,93511,Female,Loyal Customer,63,Business travel,Eco,119,4,4,4,4,3,5,5,4,4,4,4,2,4,1,0,0.0,satisfied,Not Converted
9462,105269,Male,Loyal Customer,34,Business travel,Business,1192,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
38269,53260,Male,Loyal Customer,39,Business travel,Eco,192,5,4,4,4,5,5,5,5,2,2,1,2,5,5,0,0.0,satisfied,Not Converted
34770,126421,Male,Loyal Customer,49,Business travel,Business,214,3,3,4,3,5,5,4,4,4,4,5,4,4,4,28,25.0,satisfied,Converted
101728,79209,Female,Loyal Customer,31,Business travel,Business,1173,4,4,4,4,4,4,4,4,3,3,4,3,1,4,18,12.0,satisfied,Converted
75508,139362,Female,Loyal Customer,43,Business travel,Business,675,4,4,4,4,5,4,5,5,5,5,5,3,5,4,15,10.0,satisfied,Converted
33016,127110,Male,Loyal Customer,38,Business travel,Business,3256,1,2,1,1,3,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
39588,148201,Male,Loyal Customer,20,Business travel,Business,1983,2,2,2,2,5,5,5,5,3,4,4,4,4,5,0,0.0,satisfied,Converted
29062,105109,Male,Loyal Customer,50,Business travel,Business,2719,1,2,1,1,3,5,4,5,5,4,5,3,5,5,3,0.0,satisfied,Converted
51743,116021,Male,Loyal Customer,24,Personal Travel,Eco,1592,0,3,0,1,3,0,3,3,4,2,5,5,5,3,93,86.0,satisfied,Not Converted
48972,115867,Male,Loyal Customer,58,Business travel,Business,2475,2,5,2,2,3,5,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
90452,119138,Female,Loyal Customer,49,Business travel,Business,259,2,2,2,2,4,4,4,5,5,5,5,3,5,3,2,0.0,satisfied,Converted
20573,149219,Female,Loyal Customer,52,Business travel,Business,2654,4,5,4,4,2,4,5,4,4,4,4,5,4,5,14,10.0,satisfied,Converted
85581,55270,Male,Loyal Customer,35,Business travel,Business,3192,3,3,3,3,3,2,1,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
93395,154252,Female,Loyal Customer,66,Business travel,Business,2103,4,4,4,4,4,5,5,5,5,5,5,3,5,5,74,,satisfied,Not Converted
88560,135024,Male,Loyal Customer,37,Business travel,Business,239,4,4,4,4,5,4,4,4,4,4,4,4,4,4,1,0.0,satisfied,Converted
40399,70519,Female,Loyal Customer,33,Business travel,Business,1448,2,2,2,2,5,1,3,4,4,4,4,2,4,1,1,0.0,satisfied,Converted
99151,54594,Female,Loyal Customer,53,Business travel,Business,1162,3,3,3,3,5,4,4,4,4,4,4,5,4,1,0,0.0,satisfied,Converted
85908,119572,Male,Loyal Customer,41,Business travel,Business,1426,4,4,4,4,3,5,5,5,5,4,5,3,5,3,3,0.0,satisfied,Converted
59710,147981,Male,Loyal Customer,47,Business travel,Business,3827,3,3,3,3,3,5,5,4,4,4,4,3,4,3,10,13.0,satisfied,Converted
103295,153998,Female,Loyal Customer,29,Business travel,Business,3586,3,3,5,3,4,4,4,4,4,5,5,5,4,4,53,46.0,satisfied,Converted
1881,164706,Male,Loyal Customer,39,Business travel,Business,3264,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,Not Converted
66585,161727,Male,Loyal Customer,58,Business travel,Business,678,3,3,3,3,3,4,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
100189,134385,Female,Loyal Customer,44,Business travel,Business,605,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
13522,50518,Male,Loyal Customer,52,Business travel,Business,296,5,5,5,5,5,5,4,5,5,5,5,4,5,5,19,6.0,satisfied,Not Converted
10377,105142,Female,Loyal Customer,26,Business travel,Business,2916,2,2,2,2,4,4,4,4,5,3,5,4,4,4,0,0.0,satisfied,Converted
46353,74647,Male,Loyal Customer,34,Business travel,Business,759,5,5,5,5,5,1,4,5,5,5,5,2,5,1,5,20.0,satisfied,Converted
82820,51294,Female,Loyal Customer,33,Business travel,Business,1763,3,3,3,3,3,4,5,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
