,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
10681,165780,Female,Loyal Customer,49,Business travel,Business,1391,2,2,2,2,5,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
58407,183827,Male,Loyal Customer,57,Business travel,Business,1551,4,4,2,4,5,5,5,4,4,4,4,4,4,4,23,32.0,satisfied,Converted
82619,158406,Female,disloyal Customer,50,Business travel,Business,1333,4,4,4,3,4,4,4,4,3,5,4,3,4,4,14,4.0,satisfied,Converted
94992,142100,Female,Loyal Customer,40,Business travel,Business,188,5,5,5,5,1,3,4,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
4380,136817,Female,Loyal Customer,42,Business travel,Business,3436,3,3,3,3,1,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
51609,209643,Male,Loyal Customer,31,Business travel,Business,1497,4,4,4,4,4,4,4,4,5,2,5,5,4,4,0,0.0,satisfied,Converted
15542,169347,Male,Loyal Customer,41,Business travel,Business,3829,3,5,3,3,1,3,4,5,5,5,5,5,5,5,1,0.0,satisfied,Converted
36894,129149,Male,Loyal Customer,59,Business travel,Eco,163,5,2,2,2,4,5,4,4,5,1,1,2,1,4,1,2.0,satisfied,Converted
39723,115389,Male,Loyal Customer,46,Personal Travel,Eco,285,5,4,5,4,2,5,2,2,4,4,5,5,4,2,9,0.0,satisfied,Converted
1163,149680,Male,Loyal Customer,48,Business travel,Business,3020,5,5,5,5,5,3,1,5,5,5,5,3,5,1,54,41.0,satisfied,Converted
16581,128261,Female,Loyal Customer,56,Business travel,Business,2842,3,3,3,3,4,1,5,4,4,4,4,2,4,3,9,7.0,satisfied,Not Converted
103444,200900,Female,Loyal Customer,53,Business travel,Business,3732,5,5,5,5,2,4,4,4,4,4,4,5,4,3,81,71.0,satisfied,Converted
46711,215763,Male,Loyal Customer,31,Business travel,Business,3354,4,4,4,4,4,5,4,4,3,4,5,4,4,4,38,47.0,satisfied,Converted
30504,105284,Male,Loyal Customer,57,Business travel,Business,737,4,4,4,4,3,4,5,4,4,4,4,3,4,5,12,,satisfied,Converted
20497,174940,Female,Loyal Customer,56,Business travel,Business,192,0,4,0,2,5,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
42775,199989,Female,Loyal Customer,32,Business travel,Business,3693,2,2,2,2,2,2,2,2,3,5,4,3,5,2,0,1.0,satisfied,Converted
37732,216224,Male,Loyal Customer,46,Business travel,Business,1837,5,5,5,5,2,4,5,4,4,4,4,3,4,4,1,14.0,satisfied,Not Converted
78599,105081,Male,Loyal Customer,42,Business travel,Business,3592,3,3,3,3,5,5,4,5,5,4,5,5,5,5,0,0.0,satisfied,Converted
59764,121572,Female,Loyal Customer,31,Personal Travel,Eco,432,5,5,5,4,2,5,2,2,3,3,5,2,1,2,0,0.0,satisfied,Converted
31527,148327,Female,Loyal Customer,56,Business travel,Business,3405,5,4,5,5,5,5,4,3,3,4,3,5,3,3,0,11.0,satisfied,Converted
100691,186292,Female,Loyal Customer,37,Business travel,Business,1010,5,3,5,5,2,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Not Converted
45093,177188,Female,Loyal Customer,34,Business travel,Business,2248,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,1.0,satisfied,Converted
48278,146484,Male,Loyal Customer,42,Business travel,Business,199,5,5,5,5,4,2,1,4,4,4,5,5,4,3,0,0.0,satisfied,Converted
15397,165520,Male,Loyal Customer,40,Business travel,Business,926,2,2,2,2,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
17957,184947,Male,Loyal Customer,40,Business travel,Business,406,3,3,3,3,5,4,4,5,5,5,5,5,5,4,7,0.0,satisfied,Converted
17904,170464,Male,disloyal Customer,25,Business travel,Business,204,4,0,4,1,1,4,1,1,4,5,5,4,4,1,0,0.0,satisfied,Converted
96869,146289,Male,Loyal Customer,60,Business travel,Eco,373,5,2,3,2,5,5,5,5,5,3,1,1,2,5,0,0.0,satisfied,Not Converted
88077,181498,Male,Loyal Customer,55,Business travel,Business,3325,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Not Converted
51479,222301,Female,Loyal Customer,46,Business travel,Business,226,0,0,0,2,3,5,5,5,5,5,5,3,5,5,36,33.0,satisfied,Converted
50503,108995,Male,Loyal Customer,36,Personal Travel,Business,201,4,4,4,3,1,3,3,3,3,4,3,4,3,4,0,0.0,satisfied,Converted
54884,142568,Female,Loyal Customer,59,Business travel,Business,3617,0,5,0,4,1,1,4,1,1,1,1,4,1,1,0,0.0,satisfied,Converted
48268,152724,Male,disloyal Customer,20,Business travel,Business,1620,5,0,5,3,4,5,4,4,3,2,4,3,4,4,1,0.0,satisfied,Converted
3588,191328,Female,Loyal Customer,58,Business travel,Business,2880,5,5,5,5,4,5,4,4,4,4,4,4,4,5,11,9.0,satisfied,Not Converted
89111,154029,Male,Loyal Customer,51,Business travel,Business,2113,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,1.0,satisfied,Converted
81827,163286,Female,Loyal Customer,49,Personal Travel,Eco,447,0,5,0,2,3,5,5,2,2,0,5,5,2,5,0,0.0,satisfied,Converted
56157,155639,Female,Loyal Customer,46,Business travel,Business,888,1,1,1,1,5,4,4,4,4,5,4,3,4,5,10,20.0,satisfied,Not Converted
71076,127722,Male,Loyal Customer,49,Business travel,Eco,1024,4,2,2,2,4,4,4,4,2,2,1,5,2,4,5,17.0,satisfied,Not Converted
87233,110277,Female,Loyal Customer,62,Business travel,Eco,106,5,3,3,3,1,4,3,5,5,5,5,3,5,2,0,0.0,satisfied,Converted
91529,130884,Female,Loyal Customer,40,Business travel,Eco,1189,2,1,1,1,2,2,2,2,3,3,4,2,4,2,0,8.0,satisfied,Converted
63685,217573,Female,Loyal Customer,39,Business travel,Business,2890,4,4,4,4,4,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
8197,212055,Male,Loyal Customer,52,Business travel,Business,325,2,2,1,2,5,5,5,4,4,4,4,5,4,5,17,15.0,satisfied,Converted
80304,137255,Male,Loyal Customer,24,Business travel,Eco,175,5,5,4,5,5,5,3,5,1,1,1,2,4,5,0,0.0,satisfied,Converted
14875,145115,Male,disloyal Customer,23,Business travel,Eco,522,5,5,5,5,5,5,2,5,2,2,4,1,3,5,0,0.0,satisfied,Converted
60769,142552,Male,Loyal Customer,35,Business travel,Business,391,1,1,1,1,2,3,3,5,5,5,5,4,5,5,3,0.0,satisfied,Converted
83881,144031,Male,Loyal Customer,39,Business travel,Business,590,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
64712,99030,Female,Loyal Customer,44,Business travel,Business,2736,4,4,4,4,5,4,4,5,5,5,5,3,5,5,10,15.0,satisfied,Converted
5320,117323,Male,Loyal Customer,29,Business travel,Business,3065,1,1,1,1,5,5,5,5,4,3,2,4,1,5,0,7.0,satisfied,Not Converted
96955,163914,Male,disloyal Customer,11,Business travel,Business,985,5,0,5,1,5,0,5,5,3,4,5,3,4,5,18,4.0,satisfied,Converted
100581,171007,Female,Loyal Customer,41,Business travel,Business,888,3,3,3,3,4,5,4,4,4,4,4,5,4,4,6,0.0,satisfied,Converted
51141,215773,Male,Loyal Customer,50,Business travel,Business,2211,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
58419,222841,Male,Loyal Customer,38,Business travel,Business,3428,4,4,4,4,2,5,5,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
40231,133706,Male,Loyal Customer,47,Business travel,Eco,867,4,5,5,5,4,4,4,4,1,4,3,2,1,4,0,28.0,satisfied,Converted
83990,207117,Male,Loyal Customer,49,Business travel,Business,787,4,4,4,4,4,4,4,4,4,4,4,4,4,4,35,34.0,satisfied,Converted
8419,197931,Female,Loyal Customer,58,Business travel,Business,3422,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
31784,198802,Male,Loyal Customer,25,Business travel,Business,3277,2,2,2,2,5,5,5,5,4,2,4,3,5,5,124,113.0,satisfied,Not Converted
88614,172816,Female,disloyal Customer,29,Business travel,Business,669,5,5,5,3,4,5,4,4,3,2,4,4,4,4,61,39.0,satisfied,Not Converted
66249,161097,Male,Loyal Customer,32,Business travel,Business,1158,5,5,5,5,5,5,5,5,3,4,5,4,5,5,0,0.0,satisfied,Converted
50809,178912,Female,Loyal Customer,49,Business travel,Business,2235,3,3,3,3,3,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Not Converted
38723,115306,Male,Loyal Customer,56,Business travel,Business,253,4,4,4,4,1,2,1,3,3,4,3,1,3,2,0,0.0,satisfied,Converted
64288,146047,Male,disloyal Customer,21,Business travel,Eco,308,5,0,5,3,1,5,5,1,2,4,2,4,2,1,0,0.0,satisfied,Not Converted
10129,163014,Male,Loyal Customer,39,Business travel,Eco,150,2,5,5,5,2,2,2,2,2,5,3,3,3,2,0,0.0,satisfied,Converted
66184,203162,Male,Loyal Customer,59,Business travel,Business,2391,2,2,2,2,3,4,4,4,4,5,4,5,4,5,0,0.0,satisfied,Converted
2637,120354,Female,Loyal Customer,30,Business travel,Business,2846,2,2,2,2,5,5,5,5,5,3,1,2,2,5,0,0.0,satisfied,Converted
26498,115106,Male,Loyal Customer,40,Business travel,Business,3954,3,3,3,3,2,2,2,4,4,4,4,1,4,3,0,7.0,satisfied,Converted
76337,130888,Male,Loyal Customer,27,Business travel,Business,1046,5,5,4,5,5,5,5,5,1,2,3,1,2,5,0,5.0,satisfied,Converted
95577,100797,Female,Loyal Customer,46,Business travel,Business,483,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
99093,218734,Female,Loyal Customer,25,Business travel,Business,430,1,1,1,1,3,3,3,3,3,5,4,5,5,3,9,5.0,satisfied,Not Converted
63341,168990,Male,Loyal Customer,47,Business travel,Business,2221,2,2,2,2,2,5,5,4,4,4,4,4,4,4,26,13.0,satisfied,Converted
74039,103242,Female,disloyal Customer,23,Business travel,Business,296,4,0,4,3,2,4,1,2,3,3,4,5,5,2,0,0.0,satisfied,Not Converted
40829,202456,Male,Loyal Customer,48,Business travel,Business,1836,1,1,1,1,3,4,4,4,4,4,4,4,4,4,12,0.0,satisfied,Converted
19883,218565,Female,disloyal Customer,21,Business travel,Business,449,4,0,4,4,4,2,2,3,2,4,4,2,4,2,185,180.0,satisfied,Converted
69896,127452,Female,Loyal Customer,25,Business travel,Business,1775,3,3,5,3,5,5,5,5,5,4,2,2,4,5,0,10.0,satisfied,Converted
81945,154842,Male,Loyal Customer,59,Business travel,Business,612,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
7212,170872,Male,Loyal Customer,60,Business travel,Business,641,2,2,2,2,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
98742,112336,Male,Loyal Customer,57,Business travel,Business,2951,0,0,0,2,3,5,2,5,5,5,5,1,5,1,16,20.0,satisfied,Converted
2249,97556,Male,Loyal Customer,42,Business travel,Business,247,1,1,1,1,4,5,5,4,4,4,4,3,4,3,0,4.0,satisfied,Not Converted
45458,210668,Female,Loyal Customer,30,Business travel,Business,2329,4,4,4,4,3,3,3,3,5,3,4,3,5,3,6,29.0,satisfied,Converted
98656,169156,Male,Loyal Customer,36,Business travel,Business,2657,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
26801,188558,Male,Loyal Customer,40,Personal Travel,Eco,626,4,5,4,2,5,4,4,5,5,4,4,3,5,5,0,0.0,satisfied,Converted
82591,110509,Female,Loyal Customer,33,Business travel,Eco,384,4,5,5,5,4,4,4,4,3,1,1,1,4,4,0,6.0,satisfied,Converted
89824,142786,Male,Loyal Customer,29,Business travel,Eco Plus,483,4,2,2,2,4,4,4,4,3,2,2,2,2,4,16,4.0,satisfied,Converted
46050,155355,Male,Loyal Customer,66,Personal Travel,Eco,403,4,5,4,3,4,4,4,4,4,3,5,4,5,4,1,0.0,satisfied,Converted
76075,190733,Male,Loyal Customer,54,Business travel,Business,2252,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
34845,172480,Female,Loyal Customer,59,Business travel,Business,1663,1,1,1,1,2,5,4,5,5,5,5,4,5,5,47,78.0,satisfied,Converted
17390,194605,Male,Loyal Customer,45,Business travel,Business,480,4,4,4,4,2,5,5,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
90651,123352,Male,Loyal Customer,52,Business travel,Eco,406,4,3,3,3,4,4,4,4,4,4,3,5,3,4,0,0.0,satisfied,Converted
24794,146312,Male,Loyal Customer,37,Business travel,Business,2599,4,4,4,4,4,4,2,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
49822,131037,Female,Loyal Customer,17,Personal Travel,Business,496,5,5,5,3,4,5,4,4,4,2,5,3,4,4,0,0.0,satisfied,Converted
23691,188308,Female,Loyal Customer,54,Business travel,Business,3295,3,3,3,3,4,4,5,5,5,5,5,3,5,5,3,0.0,satisfied,Converted
95482,111992,Male,Loyal Customer,46,Business travel,Business,2723,4,4,4,4,2,3,2,4,4,4,4,4,4,5,0,11.0,satisfied,Converted
98340,180874,Female,Loyal Customer,55,Business travel,Business,3578,1,1,1,1,2,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
86484,215194,Male,disloyal Customer,23,Business travel,Business,647,0,5,0,2,5,0,5,5,3,5,4,5,5,5,14,9.0,satisfied,Converted
25889,149799,Male,disloyal Customer,29,Business travel,Eco,1208,4,5,5,2,2,5,2,2,5,1,2,2,2,2,0,0.0,satisfied,Converted
3475,118885,Female,Loyal Customer,33,Business travel,Business,3432,2,2,2,2,5,3,2,4,4,4,4,3,4,2,0,0.0,satisfied,Converted
3976,207091,Male,Loyal Customer,36,Business travel,Business,2041,5,5,5,5,4,4,4,5,5,5,5,4,5,3,0,1.0,satisfied,Converted
67591,184383,Female,Loyal Customer,35,Business travel,Business,2319,4,4,4,4,2,5,4,3,3,3,3,3,3,3,0,0.0,satisfied,Not Converted
65825,145669,Female,Loyal Customer,55,Business travel,Eco,363,4,5,5,5,4,1,3,5,5,4,5,3,5,5,0,0.0,satisfied,Converted
55852,133319,Female,Loyal Customer,37,Business travel,Eco,1249,5,3,3,3,5,5,5,5,5,4,4,3,3,5,0,0.0,satisfied,Converted
48207,211428,Male,Loyal Customer,58,Business travel,Business,1842,2,2,2,2,2,5,4,5,5,5,5,5,5,3,0,0.0,satisfied,Converted
43518,105448,Male,Loyal Customer,21,Business travel,Business,280,2,2,2,2,4,4,4,4,4,2,5,4,4,4,0,0.0,satisfied,Converted
81003,222643,Female,Loyal Customer,45,Business travel,Business,3324,5,1,5,5,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
14804,112144,Female,Loyal Customer,60,Business travel,Eco,331,4,5,5,5,4,1,5,4,4,4,4,5,4,3,36,18.0,satisfied,Converted
26061,202367,Male,Loyal Customer,40,Business travel,Business,3467,1,1,1,1,5,4,5,5,5,5,5,4,5,5,29,30.0,satisfied,Not Converted
4358,168497,Male,Loyal Customer,29,Business travel,Business,2566,1,1,1,1,5,5,5,5,3,5,5,5,4,5,1,0.0,satisfied,Converted
76491,165404,Female,Loyal Customer,48,Business travel,Business,1700,0,4,0,4,3,5,4,2,2,2,2,3,2,3,0,0.0,satisfied,Converted
33585,142572,Male,Loyal Customer,57,Business travel,Eco,391,4,1,1,1,5,4,5,5,4,4,2,1,1,5,0,0.0,satisfied,Not Converted
43134,221696,Male,Loyal Customer,38,Business travel,Business,3369,4,4,4,4,3,1,5,4,4,4,4,5,4,4,0,0.0,satisfied,Converted
547,177390,Female,Loyal Customer,38,Business travel,Business,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
35928,141222,Male,Loyal Customer,62,Business travel,Eco Plus,420,4,1,1,1,4,4,4,4,1,5,2,2,3,4,5,0.0,satisfied,Converted
31284,193530,Female,Loyal Customer,57,Business travel,Business,781,2,2,2,2,3,5,5,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
50486,156976,Male,Loyal Customer,40,Business travel,Business,1709,1,1,1,1,4,3,5,4,4,4,4,4,4,4,0,19.0,satisfied,Not Converted
24621,217572,Male,Loyal Customer,27,Business travel,Business,2916,3,3,3,3,5,5,5,5,5,4,4,3,4,5,0,0.0,satisfied,Converted
62833,217456,Female,Loyal Customer,62,Business travel,Business,3673,4,4,3,4,3,5,1,4,4,4,4,2,4,3,0,0.0,satisfied,Not Converted
55565,157455,Male,Loyal Customer,55,Business travel,Business,1728,4,4,4,4,3,4,5,5,5,5,5,5,5,5,6,0.0,satisfied,Converted
47571,179750,Female,Loyal Customer,36,Business travel,Business,3918,3,3,1,3,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,Converted
15977,145488,Female,Loyal Customer,43,Business travel,Business,199,5,5,5,5,4,4,5,5,5,5,5,4,5,3,0,7.0,satisfied,Converted
84412,182973,Male,Loyal Customer,39,Business travel,Business,3605,1,1,1,1,4,5,4,3,3,3,3,3,3,3,0,0.0,satisfied,Not Converted
98035,139727,Male,Loyal Customer,32,Business travel,Business,3985,0,0,0,4,3,3,3,3,2,3,2,2,4,3,0,0.0,satisfied,Converted
31768,210280,Female,Loyal Customer,54,Business travel,Business,236,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
16686,110591,Female,Loyal Customer,27,Business travel,Business,594,4,4,4,4,5,5,5,5,4,2,5,4,4,5,0,3.0,satisfied,Converted
629,209976,Female,disloyal Customer,20,Business travel,Business,386,5,0,5,3,4,5,2,4,3,5,5,3,5,4,0,0.0,satisfied,Converted
100114,145997,Female,Loyal Customer,55,Business travel,Eco,158,4,5,5,5,2,5,1,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
35251,151395,Female,Loyal Customer,31,Business travel,Business,3347,4,4,4,4,5,5,5,5,4,4,3,5,4,5,21,5.0,satisfied,Converted
5471,146745,Male,Loyal Customer,21,Business travel,Business,3679,2,2,2,2,4,4,3,4,4,3,3,4,2,4,0,0.0,satisfied,Converted
77450,181851,Male,disloyal Customer,24,Business travel,Eco,874,5,5,5,4,2,5,2,2,4,2,5,4,5,2,5,0.0,satisfied,Converted
31277,173317,Female,Loyal Customer,38,Business travel,Business,516,5,5,3,5,5,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
28069,181426,Male,Loyal Customer,60,Business travel,Business,363,2,2,2,2,3,5,5,4,4,4,4,5,4,4,1,4.0,satisfied,Converted
3053,175349,Female,disloyal Customer,21,Business travel,Eco,630,5,0,5,1,3,5,3,3,3,2,5,4,5,3,0,0.0,satisfied,Converted
78495,197633,Male,Loyal Customer,44,Business travel,Business,3107,1,1,1,1,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied,Converted
102556,165705,Male,Loyal Customer,49,Business travel,Business,646,4,3,4,4,5,5,5,3,2,5,5,5,4,5,216,235.0,satisfied,Not Converted
68031,213397,Female,Loyal Customer,40,Business travel,Business,2292,1,1,1,1,3,4,4,4,4,4,4,3,4,3,6,0.0,satisfied,Converted
27438,214900,Male,Loyal Customer,37,Business travel,Business,1506,3,3,5,3,4,5,4,4,4,4,4,4,4,5,47,43.0,satisfied,Converted
47387,191677,Female,Loyal Customer,38,Business travel,Eco,239,2,2,3,2,2,2,2,2,3,1,2,5,4,2,1,0.0,satisfied,Converted
78943,197017,Female,Loyal Customer,30,Business travel,Business,1205,2,2,2,2,5,5,5,5,5,5,5,4,5,5,1,4.0,satisfied,Not Converted
58398,218949,Male,disloyal Customer,24,Business travel,Eco,544,5,0,5,3,4,5,4,4,5,4,4,4,5,4,0,20.0,satisfied,Converted
39981,208353,Male,Loyal Customer,61,Business travel,Business,375,3,3,3,3,1,2,5,4,4,4,4,2,4,1,1,0.0,satisfied,Converted
37257,136962,Male,Loyal Customer,43,Business travel,Eco,402,4,5,5,5,4,4,4,4,5,4,2,1,3,4,5,15.0,satisfied,Converted
32604,132467,Female,Loyal Customer,25,Business travel,Business,1892,5,5,5,5,5,5,5,5,4,3,2,5,2,5,8,13.0,satisfied,Not Converted
91923,146695,Male,Loyal Customer,56,Business travel,Business,3778,0,0,0,1,5,3,4,5,5,5,5,1,5,1,0,0.0,satisfied,Converted
95235,218407,Male,Loyal Customer,22,Business travel,Business,2876,4,4,4,4,5,4,5,5,4,3,5,3,4,5,0,0.0,satisfied,Converted
79177,138955,Female,Loyal Customer,37,Business travel,Business,3256,4,4,4,4,4,4,4,1,4,1,1,4,4,4,353,370.0,satisfied,Converted
41673,106120,Male,Loyal Customer,29,Business travel,Business,441,1,1,1,1,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied,Not Converted
40436,197033,Female,disloyal Customer,22,Business travel,Business,1165,5,0,5,1,2,5,2,2,3,5,4,3,5,2,53,37.0,satisfied,Converted
60121,126217,Female,Loyal Customer,45,Business travel,Eco,421,4,3,3,3,2,3,4,3,3,4,3,3,3,1,0,0.0,satisfied,Converted
72537,180076,Male,Loyal Customer,45,Business travel,Business,1979,1,1,1,1,3,4,5,4,4,4,4,5,4,3,5,10.0,satisfied,Converted
49762,149579,Female,Loyal Customer,38,Business travel,Eco Plus,1874,4,1,1,1,4,4,4,4,4,2,3,5,1,4,0,0.0,satisfied,Converted
50030,208323,Female,Loyal Customer,44,Business travel,Business,2297,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0,satisfied,Not Converted
69595,202434,Female,Loyal Customer,33,Business travel,Business,2235,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied,Converted
8631,129807,Male,Loyal Customer,62,Personal Travel,Eco,101,0,3,0,2,3,0,3,3,1,4,4,2,1,3,0,2.0,satisfied,Not Converted
72748,124041,Female,Loyal Customer,57,Business travel,Business,679,5,5,5,5,5,5,4,5,5,5,5,3,5,3,2,0.0,satisfied,Not Converted
85436,152183,Male,Loyal Customer,39,Business travel,Business,1558,3,3,3,3,3,4,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
47199,106740,Female,Loyal Customer,40,Business travel,Eco,108,4,4,4,4,4,5,4,4,2,5,4,2,3,4,0,0.0,satisfied,Converted
4882,215389,Female,Loyal Customer,26,Business travel,Business,3493,3,3,3,3,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied,Converted
59762,185107,Male,Loyal Customer,39,Business travel,Business,515,3,3,3,3,5,5,4,5,5,5,5,3,5,4,1,0.0,satisfied,Not Converted
100918,204157,Female,Loyal Customer,59,Business travel,Business,1938,3,3,3,3,2,5,5,4,4,4,4,5,4,4,5,0.0,satisfied,Converted
82656,143081,Female,Loyal Customer,10,Personal Travel,Eco,680,4,5,3,5,4,3,4,4,3,5,5,5,4,4,0,0.0,satisfied,Not Converted
21368,175678,Female,Loyal Customer,45,Personal Travel,Eco,2026,4,4,4,5,5,5,4,2,2,4,2,3,2,4,0,0.0,satisfied,Converted
