,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,conversion
98378,82810,Female,Loyal Customer,60,Business travel,Eco Plus,391,4,1,1,1,2,1,4,4,4,4,4,3,4,1,0,0.0,satisfied,Converted
53824,57120,Female,Loyal Customer,32,Business travel,Business,403,4,4,4,4,5,5,5,5,4,2,3,5,4,5,0,0.0,satisfied,Not Converted
47639,165577,Male,disloyal Customer,28,Business travel,Business,679,0,0,0,4,2,0,2,2,5,2,4,3,5,2,3,0.0,satisfied,Converted
66052,51820,Male,Loyal Customer,43,Business travel,Business,2146,0,0,0,3,1,5,5,3,3,3,3,2,3,3,0,0.0,satisfied,Converted
48518,123153,Female,Loyal Customer,18,Business travel,Business,2872,5,5,5,5,5,5,5,5,4,2,4,4,4,5,0,0.0,satisfied,Not Converted
103045,70151,Female,Loyal Customer,31,Business travel,Eco Plus,101,5,5,5,5,5,5,5,5,3,2,5,2,4,5,0,0.0,satisfied,Converted
81595,131402,Female,Loyal Customer,55,Business travel,Business,3244,2,4,2,2,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied,Converted
96929,142855,Male,Loyal Customer,45,Business travel,Business,283,5,5,5,5,3,4,4,5,5,5,5,4,5,4,0,0.0,satisfied,Converted
21618,39077,Male,disloyal Customer,20,Business travel,Business,431,4,0,4,1,3,4,3,3,4,3,5,5,4,3,5,0.0,satisfied,Converted
36679,44419,Female,Loyal Customer,9,Personal Travel,Eco Plus,522,5,4,5,2,2,5,2,2,3,4,4,4,4,2,0,0.0,satisfied,Converted
86912,103846,Male,Loyal Customer,22,Business travel,Business,3398,3,3,3,3,4,4,4,4,4,4,4,4,5,4,12,0.0,satisfied,Converted
69373,116238,Male,Loyal Customer,50,Business travel,Business,2248,1,1,1,1,4,4,4,4,3,4,5,4,5,4,0,0.0,satisfied,Converted
23495,45367,Male,Loyal Customer,48,Business travel,Business,2278,5,5,5,5,3,5,5,5,5,5,5,4,5,5,70,85.0,satisfied,Converted
36964,42745,Male,Loyal Customer,48,Business travel,Business,2768,0,5,0,4,4,4,4,2,2,2,2,4,2,4,29,35.0,satisfied,Not Converted
40285,86077,Female,Loyal Customer,38,Business travel,Business,89,5,1,5,5,5,4,3,4,4,4,5,1,4,5,0,0.0,satisfied,Converted
40552,72331,Male,Loyal Customer,55,Business travel,Eco,1028,4,3,3,3,4,4,4,4,4,1,3,4,4,4,0,0.0,satisfied,Not Converted
2404,45296,Male,Loyal Customer,43,Business travel,Business,1815,3,3,3,3,3,5,4,5,5,5,5,5,5,4,0,0.0,satisfied,Not Converted
45652,116853,Female,Loyal Customer,9,Business travel,Business,2240,2,2,2,2,5,5,5,5,4,5,5,3,4,5,0,0.0,satisfied,Converted
57381,130085,Female,Loyal Customer,39,Business travel,Business,1066,5,5,5,5,3,5,4,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
21180,155796,Female,Loyal Customer,57,Business travel,Business,646,5,5,5,5,5,5,4,4,4,3,4,3,4,5,14,0.0,satisfied,Not Converted
38526,127978,Female,Loyal Customer,43,Personal Travel,Eco,270,0,4,0,3,5,4,4,2,2,0,2,3,2,1,1,7.0,satisfied,Converted
1118,133658,Female,Loyal Customer,58,Business travel,Business,696,4,4,3,4,4,5,4,4,4,5,4,5,4,5,126,116.0,satisfied,Not Converted
54224,161164,Female,Loyal Customer,50,Business travel,Business,2176,1,1,1,1,3,3,5,4,4,3,4,4,4,5,11,0.0,satisfied,Converted
31921,152880,Male,Loyal Customer,47,Business travel,Eco,446,4,2,2,2,4,4,4,4,5,3,4,4,2,4,0,0.0,satisfied,Converted
18082,66377,Female,Loyal Customer,19,Business travel,Eco Plus,2378,5,4,4,4,5,5,4,5,4,1,4,2,1,5,0,0.0,satisfied,Converted
60710,82841,Male,Loyal Customer,42,Business travel,Business,2788,4,4,4,4,4,3,4,3,3,4,3,5,3,4,16,4.0,satisfied,Converted
102671,141518,Male,Loyal Customer,48,Business travel,Business,1778,4,4,4,4,2,4,5,5,5,5,5,3,5,4,9,25.0,satisfied,Converted
10803,58812,Male,Loyal Customer,20,Business travel,Business,2938,3,3,3,3,4,4,4,4,4,4,1,3,3,4,0,0.0,satisfied,Converted
88596,86375,Female,Loyal Customer,37,Business travel,Business,2441,5,5,5,5,1,4,1,5,5,5,5,5,5,5,0,0.0,satisfied,Converted
60836,67522,Female,Loyal Customer,43,Business travel,Business,2754,3,3,3,3,3,5,2,4,4,4,4,5,4,4,0,0.0,satisfied,Not Converted
70436,51593,Female,disloyal Customer,40,Business travel,Business,363,4,4,4,4,4,4,4,4,2,1,3,3,3,4,115,109.0,satisfied,Converted
96713,151458,Male,disloyal Customer,24,Business travel,Eco,446,0,4,0,1,2,0,2,2,3,2,5,4,5,2,63,63.0,satisfied,Converted
83127,89696,Female,Loyal Customer,49,Business travel,Eco,2306,4,4,5,4,5,5,5,4,4,4,4,5,4,5,3,0.0,satisfied,Converted
76441,163733,Female,Loyal Customer,45,Business travel,Business,2402,4,4,4,4,4,3,5,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
98185,95958,Female,Loyal Customer,41,Business travel,Business,1726,1,1,1,1,5,4,5,3,3,3,3,4,3,5,13,13.0,satisfied,Converted
85900,73725,Male,Loyal Customer,34,Business travel,Business,2704,1,1,2,1,5,5,5,3,5,4,2,5,4,5,0,0.0,satisfied,Converted
75099,81817,Male,Loyal Customer,33,Business travel,Business,693,5,5,5,5,4,4,4,4,4,2,5,2,3,4,11,15.0,satisfied,Converted
46505,71025,Male,Loyal Customer,30,Personal Travel,Eco,1674,4,3,4,1,5,4,5,5,4,1,1,3,4,5,0,0.0,satisfied,Converted
63503,160428,Female,Loyal Customer,52,Business travel,Business,2077,4,4,4,4,5,4,5,4,4,4,4,5,4,3,0,0.0,satisfied,Converted
78595,68195,Female,Loyal Customer,35,Business travel,Eco,472,5,2,2,2,5,5,5,5,2,2,5,5,4,5,0,1.0,satisfied,Converted
48410,65964,Male,Loyal Customer,52,Business travel,Business,2342,1,1,1,1,4,5,4,4,4,5,4,1,4,4,1,0.0,satisfied,Converted
4092,154438,Female,Loyal Customer,57,Business travel,Business,507,4,4,4,4,2,5,5,4,4,4,4,3,4,5,26,18.0,satisfied,Converted
101096,150895,Female,Loyal Customer,52,Business travel,Business,1838,1,1,1,1,4,4,4,5,3,4,5,4,3,4,151,385.0,satisfied,Converted
55427,56806,Male,Loyal Customer,36,Business travel,Eco,585,5,2,2,2,5,5,5,5,1,3,5,5,5,5,31,63.0,satisfied,Not Converted
29736,151846,Male,Loyal Customer,32,Business travel,Business,3456,4,3,4,4,3,3,3,3,4,4,5,3,5,3,1,0.0,satisfied,Converted
8234,61500,Male,Loyal Customer,40,Business travel,Eco,696,5,2,2,2,5,5,5,5,5,4,4,5,4,5,0,0.0,satisfied,Converted
41515,98343,Male,Loyal Customer,55,Business travel,Business,679,3,3,5,3,2,5,5,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
83474,115472,Female,Loyal Customer,34,Business travel,Business,2353,4,4,4,4,3,4,4,2,5,4,2,4,2,4,410,435.0,satisfied,Converted
9436,61696,Male,Loyal Customer,51,Business travel,Business,1597,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,31.0,satisfied,Not Converted
49372,51084,Female,Loyal Customer,41,Business travel,Eco,528,5,3,4,3,5,5,5,5,3,5,5,4,2,5,75,73.0,satisfied,Converted
77991,111266,Male,disloyal Customer,15,Business travel,Eco,1205,4,3,3,4,5,3,5,5,4,5,4,4,5,5,0,2.0,satisfied,Not Converted
28351,80444,Male,Loyal Customer,25,Business travel,Business,3397,4,4,4,4,5,5,5,5,5,2,1,2,3,5,14,5.0,satisfied,Converted
34714,138645,Male,Loyal Customer,40,Business travel,Business,1500,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0.0,satisfied,Converted
42993,152094,Male,Loyal Customer,43,Business travel,Business,3007,1,1,1,1,2,4,4,5,5,4,5,5,5,5,1,4.0,satisfied,Converted
90437,83742,Female,Loyal Customer,17,Business travel,Business,850,4,4,4,4,5,5,5,5,5,4,4,3,5,5,11,4.0,satisfied,Converted
80069,112521,Female,Loyal Customer,46,Business travel,Business,337,2,2,2,2,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
34268,89110,Female,Loyal Customer,51,Business travel,Business,3513,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0,satisfied,Not Converted
36136,109209,Male,Loyal Customer,41,Business travel,Business,1551,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
24536,114527,Male,disloyal Customer,29,Business travel,Business,731,5,5,5,3,4,5,4,4,3,4,4,4,5,4,27,21.0,satisfied,Converted
1315,65021,Male,Loyal Customer,55,Business travel,Business,2607,5,5,5,5,4,4,4,1,5,3,1,4,3,4,0,0.0,satisfied,Converted
46210,127525,Female,disloyal Customer,22,Business travel,Business,404,5,0,5,5,2,5,3,2,4,3,4,4,4,2,0,6.0,satisfied,Converted
47926,166312,Male,Loyal Customer,57,Personal Travel,Eco,2475,4,4,4,4,1,4,1,1,3,2,4,4,3,1,0,1.0,satisfied,Converted
31590,79793,Female,Loyal Customer,40,Business travel,Eco,328,2,5,5,5,2,2,2,2,2,5,4,1,1,2,0,0.0,satisfied,Converted
32441,46924,Male,disloyal Customer,20,Business travel,Eco,134,5,1,5,3,1,5,1,1,4,3,2,2,1,1,4,0.0,satisfied,Converted
87977,42706,Female,disloyal Customer,46,Business travel,Business,859,4,4,4,2,1,4,1,1,5,5,4,5,5,1,0,0.0,satisfied,Converted
81587,121417,Male,Loyal Customer,44,Business travel,Eco,290,4,5,5,5,4,4,4,4,3,3,1,3,3,4,0,0.0,satisfied,Converted
17715,70542,Male,Loyal Customer,57,Business travel,Eco,399,4,4,4,4,4,4,4,4,5,3,4,4,3,4,0,0.0,satisfied,Converted
42027,64597,Female,Loyal Customer,48,Business travel,Eco Plus,554,5,1,1,1,1,3,3,5,5,5,5,5,5,2,0,0.0,satisfied,Converted
5708,83827,Female,disloyal Customer,27,Business travel,Eco,909,5,5,5,3,1,5,1,1,3,5,3,4,1,1,0,0.0,satisfied,Not Converted
13986,64247,Male,Loyal Customer,45,Business travel,Eco,987,4,1,1,1,4,4,4,4,3,1,4,3,2,4,0,7.0,satisfied,Converted
14529,149812,Female,Loyal Customer,22,Business travel,Business,715,5,5,5,5,2,2,2,2,4,4,5,3,5,2,12,0.0,satisfied,Converted
2702,98346,Male,disloyal Customer,20,Business travel,Business,679,4,0,4,5,2,4,2,2,4,5,5,4,4,2,25,6.0,satisfied,Converted
17275,121530,Female,Loyal Customer,58,Business travel,Business,2486,2,2,2,2,5,5,4,4,4,4,4,5,4,5,0,0.0,satisfied,Converted
103747,115854,Female,Loyal Customer,47,Business travel,Business,1727,2,2,2,2,4,4,4,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
68090,92919,Female,Loyal Customer,33,Business travel,Business,1620,3,3,3,3,3,4,5,4,4,4,4,5,4,5,60,60.0,satisfied,Converted
79855,103885,Female,Loyal Customer,54,Business travel,Business,1583,5,5,5,5,2,4,5,4,4,4,4,4,4,5,0,0.0,satisfied,Converted
57201,113428,Female,Loyal Customer,49,Business travel,Business,534,1,1,1,1,5,5,5,3,3,4,3,5,3,3,0,0.0,satisfied,Converted
58240,123653,Female,Loyal Customer,43,Business travel,Business,1747,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0,0.0,satisfied,Converted
9834,49000,Female,Loyal Customer,44,Business travel,Business,376,1,1,1,1,3,5,5,3,3,3,3,2,3,1,0,0.0,satisfied,Converted
68722,46726,Male,disloyal Customer,22,Business travel,Eco,383,5,4,5,1,1,5,1,1,3,2,5,3,4,1,0,12.0,satisfied,Not Converted
95777,129376,Female,Loyal Customer,27,Business travel,Business,1919,5,5,5,5,4,4,4,4,5,5,3,5,5,4,0,24.0,satisfied,Converted
41707,109565,Female,Loyal Customer,15,Personal Travel,Eco,964,5,5,5,3,5,5,3,5,4,4,4,3,5,5,5,0.0,satisfied,Converted
658,53214,Male,disloyal Customer,22,Business travel,Eco,748,4,4,4,3,3,4,3,3,2,5,3,4,1,3,0,0.0,satisfied,Converted
80950,94455,Female,Loyal Customer,42,Business travel,Business,1525,4,4,4,4,4,5,5,4,4,4,4,5,4,5,3,0.0,satisfied,Converted
26479,155590,Male,Loyal Customer,54,Business travel,Business,304,2,2,2,2,2,5,5,5,5,5,5,5,5,5,15,0.0,satisfied,Converted
68492,125756,Male,Loyal Customer,56,Business travel,Business,444,3,3,3,3,5,5,4,5,5,4,5,5,5,5,1,0.0,satisfied,Converted
35730,130976,Female,Loyal Customer,72,Business travel,Business,2198,0,1,1,4,2,5,4,4,4,4,4,3,4,4,0,0.0,satisfied,Not Converted
47133,72519,Female,Loyal Customer,23,Business travel,Eco Plus,950,0,4,0,2,2,4,2,2,4,1,5,2,5,2,0,0.0,satisfied,Converted
27013,124430,Male,Loyal Customer,48,Business travel,Business,2692,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0.0,satisfied,Converted
72834,86494,Male,Loyal Customer,38,Business travel,Business,190,0,5,0,4,5,3,3,3,3,3,3,2,3,5,0,0.0,satisfied,Converted
9061,145257,Male,Loyal Customer,38,Business travel,Business,1750,1,1,1,1,4,4,5,4,4,4,4,4,4,5,3,0.0,satisfied,Converted
31797,100149,Male,Loyal Customer,50,Business travel,Business,337,0,0,0,1,4,5,5,3,3,3,3,3,3,5,4,0.0,satisfied,Converted
4069,70530,Male,Loyal Customer,31,Business travel,Business,413,4,4,4,4,4,4,4,4,4,1,3,1,1,4,6,2.0,satisfied,Converted
83944,139771,Female,Loyal Customer,49,Business travel,Business,342,0,0,0,4,4,5,4,4,4,4,4,5,4,5,22,17.0,satisfied,Not Converted
69756,119469,Female,disloyal Customer,48,Business travel,Business,1345,5,4,4,3,2,5,2,2,5,5,4,3,5,2,0,6.0,satisfied,Not Converted
70786,93837,Male,Loyal Customer,51,Business travel,Business,2565,4,4,4,4,4,4,4,5,3,4,5,4,5,4,93,93.0,satisfied,Not Converted
96231,52072,Female,Loyal Customer,19,Business travel,Business,1042,5,5,5,5,3,4,3,3,1,3,4,1,4,3,0,2.0,satisfied,Converted
47838,81127,Male,Loyal Customer,45,Business travel,Eco Plus,229,3,1,1,1,4,3,4,4,3,5,4,3,4,4,0,3.0,satisfied,Converted
28869,161769,Male,Loyal Customer,58,Business travel,Business,2744,2,2,2,2,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied,Converted
39982,51387,Male,Loyal Customer,35,Business travel,Eco Plus,585,5,1,1,1,5,5,5,5,4,3,3,1,4,5,95,112.0,satisfied,Converted
64739,140483,Male,Loyal Customer,29,Business travel,Business,1641,1,1,5,1,4,4,4,4,4,5,5,3,4,4,0,0.0,satisfied,Converted
4906,148729,Female,disloyal Customer,22,Business travel,Business,753,4,0,4,1,4,4,4,4,4,3,5,3,5,4,0,0.0,satisfied,Converted
88505,114544,Female,Loyal Customer,31,Business travel,Business,689,1,1,1,1,5,5,5,5,3,5,4,5,5,5,0,0.0,satisfied,Converted
10211,149213,Female,Loyal Customer,28,Business travel,Business,1703,4,4,4,4,4,4,4,4,4,5,4,5,4,4,22,2.0,satisfied,Converted
23820,149104,Male,Loyal Customer,48,Business travel,Business,895,3,3,3,3,4,5,4,5,5,5,5,5,5,5,0,0.0,satisfied,Not Converted
64,94125,Female,Loyal Customer,59,Business travel,Business,2227,5,5,5,5,2,4,4,4,4,4,4,3,4,4,30,15.0,satisfied,Converted
15867,105064,Male,Loyal Customer,46,Business travel,Eco,413,4,1,1,1,4,4,4,4,4,5,2,5,2,4,0,0.0,satisfied,Converted
10177,116444,Female,disloyal Customer,47,Business travel,Business,762,5,5,5,1,2,5,2,2,4,5,5,4,5,2,0,0.0,satisfied,Converted
16883,96845,Male,Loyal Customer,42,Business travel,Business,3293,3,3,3,3,4,4,5,5,5,4,5,5,5,4,0,30.0,satisfied,Converted
84028,76802,Female,Loyal Customer,43,Business travel,Eco,272,4,3,3,3,2,1,4,4,4,4,4,3,4,2,0,0.0,satisfied,Converted
65839,88896,Male,Loyal Customer,45,Business travel,Eco,936,5,2,2,2,5,5,5,5,3,5,5,1,2,5,0,0.0,satisfied,Converted
13018,60057,Female,Loyal Customer,72,Business travel,Business,2641,1,1,2,1,3,4,5,4,4,4,5,3,4,5,4,0.0,satisfied,Converted
59276,90895,Female,Loyal Customer,48,Business travel,Business,2007,5,5,5,5,4,3,4,3,3,4,3,4,3,5,1,0.0,satisfied,Not Converted
74372,161060,Male,Loyal Customer,47,Business travel,Business,529,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied,Converted
8763,96826,Female,Loyal Customer,60,Business travel,Business,997,3,3,3,3,2,4,5,4,4,4,4,4,4,5,21,0.0,satisfied,Converted
55043,74604,Male,Loyal Customer,33,Personal Travel,Eco,944,4,5,4,3,5,4,5,5,2,4,4,1,3,5,0,0.0,satisfied,Converted
35904,73715,Male,Loyal Customer,39,Business travel,Business,2588,2,2,4,2,4,4,4,5,5,5,4,4,1,4,0,0.0,satisfied,Converted
78389,145171,Female,disloyal Customer,26,Business travel,Business,777,5,5,5,4,1,5,3,1,4,4,5,4,5,1,0,0.0,satisfied,Converted
1863,108351,Female,Loyal Customer,59,Business travel,Business,258,5,5,2,5,3,5,5,5,5,5,5,3,5,5,10,12.0,satisfied,Not Converted
24979,100226,Female,Loyal Customer,63,Business travel,Business,337,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,16.0,satisfied,Converted
10797,111280,Male,Loyal Customer,30,Business travel,Business,3486,3,5,3,3,4,4,4,4,5,2,5,3,5,4,0,0.0,satisfied,Converted
168,50844,Male,Loyal Customer,49,Business travel,Eco,578,5,1,1,1,5,5,5,1,1,1,4,5,4,5,162,179.0,satisfied,Converted
98714,59903,Female,Loyal Customer,28,Business travel,Eco,489,5,5,5,5,5,5,5,5,4,5,1,2,4,5,0,2.0,satisfied,Converted
97680,63947,Female,Loyal Customer,50,Business travel,Business,2535,4,4,4,4,2,1,4,5,5,5,5,2,5,1,7,6.0,satisfied,Not Converted
1264,128427,Female,disloyal Customer,26,Business travel,Eco,459,4,4,5,4,5,2,4,2,3,2,4,4,4,4,412,459.0,satisfied,Converted
13605,78495,Male,Loyal Customer,33,Business travel,Business,3967,1,1,1,1,4,4,4,4,4,4,1,1,3,4,0,0.0,satisfied,Converted
18220,137088,Female,disloyal Customer,40,Business travel,Business,725,5,5,5,4,3,5,3,3,4,2,5,3,5,3,0,0.0,satisfied,Converted
37009,114985,Male,Loyal Customer,48,Business travel,Business,214,0,5,0,4,2,1,3,3,3,3,3,3,3,1,0,0.0,satisfied,Converted
34730,162784,Male,Loyal Customer,43,Business travel,Business,1883,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0.0,satisfied,Converted
3542,162447,Female,Loyal Customer,30,Business travel,Eco Plus,2917,0,0,0,3,1,0,1,1,5,1,1,4,5,1,0,0.0,satisfied,Converted
61606,122057,Female,Loyal Customer,31,Business travel,Business,813,4,4,4,4,4,4,4,4,3,2,5,3,5,4,0,0.0,satisfied,Converted
97338,75617,Male,disloyal Customer,38,Business travel,Business,2704,4,4,4,4,3,4,3,3,5,5,5,4,3,3,0,0.0,satisfied,Converted
76104,74969,Male,Loyal Customer,48,Business travel,Business,2853,2,2,2,2,2,5,4,4,4,4,4,4,4,2,19,0.0,satisfied,Converted
11957,81925,Female,Loyal Customer,39,Business travel,Business,1968,4,4,3,4,4,5,4,5,5,5,4,4,5,4,0,14.0,satisfied,Not Converted
